#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
12	 8 	 HLi 	 LiH 	 1.2446862450121167e-05 	 1.2446862450121167e-05
12	 5 	 F2 	 F2 	 1.5305198028693307e-05 	 1.5305198028693307e-05
12	 20 	 CH 	 CH 	 9.3610278050919e-06 	 9.3610278050919e-06
12	 21 	 HN2O 	 HON2 	 0.0019429622599686496 	 0.0019429622599686496
12	 24 	 C 	 C 	 4.397732151775103e-05 	 4.397732151775103e-05
12	 15 	 CH3 	 CH3 	 8.213240119402014e-06 	 8.213240119402014e-06
12	 17 	 H2O 	 OH2 	 0.00016150002700889877 	 0.00016150002700889877
12	 10 	 NO 	 NO 	 1.3630257599498082e-06 	 1.3630257599498082e-06
12	 7 	 CO 	 OC 	 0.0010566157651522826 	 0.0010566157651522826
12	 18 	 H3N 	 NH3 	 0.0003423741325853331 	 0.0003423741325853331
12	 22 	 CH4O 	 CH4O 	 0.00014342952535914452 	 0.00014342952535914452
12	 1 	 N2 	 N2 	 0.00010366372484964682 	 0.00010366372484964682
12	 13 	 O3 	 O3 	 0.0008393868231413812 	 0.0008393868231413812
12	 11 	 NO2 	 NO2 	 0.0012623078909650798 	 0.0012623078909650798
12	 0 	 H2 	 H2 	 1.8915910288035326e-05 	 1.8915910288035326e-05
12	 19 	 HO 	 OH 	 4.739030975827812e-07 	 4.739030975827812e-07
12	 2 	 FLi 	 LiF 	 0.009283414664850453 	 0.009283414664850453
12	 12 	 HN 	 NH 	 0.000448025429355202 	 0.000448025429355202
13	 11 	 NO2 	 NO2 	 0.0012868775076091332 	 0.0012868775076091332
13	 16 	 CH2 	 CH2 	 0.0026045226159436487 	 0.0026045226159436487
13	 2 	 FLi 	 LiF 	 0.009262784384508949 	 0.009262784384508949
13	 12 	 HN 	 NH 	 0.00044996315761670447 	 0.00044996315761670447
13	 10 	 NO 	 NO 	 2.0643570288803146e-06 	 2.0643570288803146e-06
13	 7 	 CO 	 OC 	 0.0010362900160121552 	 0.0010362900160121552
13	 1 	 N2 	 N2 	 9.768261506874244e-05 	 9.768261506874244e-05
13	 25 	 Li 	 Li 	 3.52759024825104e-06 	 3.52759024825104e-06
13	 22 	 CH4O 	 CH4O 	 0.00014684334202408905 	 0.00014684334202408905
13	 19 	 HO 	 OH 	 4.7075271483354877e-07 	 4.7075271483354877e-07
13	 4 	 CO2 	 CO2 	 0.0142079961895619 	 0.0142079961895619
13	 15 	 CH3 	 CH3 	 8.072722051705976e-06 	 8.072722051705976e-06
13	 24 	 C 	 C 	 3.747627315856931e-05 	 3.747627315856931e-05
13	 9 	 Na2 	 Na2 	 8.077302274413876e-08 	 8.077302274413876e-08
13	 18 	 H3N 	 NH3 	 0.0003423021763823802 	 0.0003423021763823802
13	 20 	 CH 	 CH 	 9.588136692333278e-06 	 9.588136692333278e-06
13	 8 	 HLi 	 LiH 	 1.3982024377625282e-05 	 1.3982024377625282e-05
13	 3 	 CHN 	 CNH 	 0.007346409587613666 	 0.007346409587613666
13	 6 	 C2H2 	 C2H2 	 0.0006959486053769234 	 0.0006959486053769234
13	 23 	 HF2 	 HF2 	 0.001513798808795768 	 0.001513798808795768
13	 13 	 O3 	 O3 	 0.0009997869018286295 	 0.0009997869018286295
13	 14 	 N2O 	 N2O 	 0.0006239158850631487 	 0.0006239158850631487
13	 0 	 H2 	 H2 	 2.094479460450774e-05 	 2.094479460450774e-05
13	 21 	 HN2O 	 HON2 	 0.0021634989347974155 	 0.0021634989347974155
13	 5 	 F2 	 F2 	 2.3797167013357574e-05 	 2.3797167013357574e-05
13	 17 	 H2O 	 OH2 	 0.00016264958736834763 	 0.00016264958736834763
14	 11 	 NO2 	 NO2 	 0.001490473649084444 	 0.001490473649084444
14	 22 	 CH4O 	 CH4O 	 0.00015653420073228388 	 0.00015653420073228388
14	 2 	 FLi 	 LiF 	 0.009180672636298372 	 0.009180672636298372
14	 24 	 C 	 C 	 3.0767874747785924e-05 	 3.0767874747785924e-05
14	 15 	 CH3 	 CH3 	 8.675944739330883e-06 	 8.675944739330883e-06
14	 5 	 F2 	 F2 	 2.4759584834945854e-05 	 2.4759584834945854e-05
14	 16 	 CH2 	 CH2 	 0.002626235345816488 	 0.002626235345816488
14	 8 	 HLi 	 LiH 	 1.3799869119314218e-05 	 1.3799869119314218e-05
14	 18 	 H3N 	 NH3 	 0.0003397680999570071 	 0.0003397680999570071
14	 3 	 CHN 	 CNH 	 0.007203730918932033 	 0.007203730918932033
14	 20 	 CH 	 CH 	 9.177403481655652e-06 	 9.177403481655652e-06
14	 13 	 O3 	 O3 	 0.0010707664821542422 	 0.0010707664821542422
14	 0 	 H2 	 H2 	 1.9250633309472163e-05 	 1.9250633309472163e-05
14	 17 	 H2O 	 OH2 	 0.00016117013805411513 	 0.00016117013805411513
14	 4 	 CO2 	 CO2 	 0.01361189883439303 	 0.01361189883439303
14	 19 	 HO 	 OH 	 7.342981084891174e-07 	 7.342981084891174e-07
14	 21 	 HN2O 	 HON2 	 0.002234003163521297 	 0.002234003163521297
14	 9 	 Na2 	 Na2 	 6.852311161670255e-08 	 6.852311161670255e-08
14	 7 	 CO 	 OC 	 0.0009597649247258977 	 0.0009597649247258977
14	 23 	 HF2 	 HF2 	 0.0015815238558324748 	 0.0015815238558324748
14	 14 	 N2O 	 N2O 	 0.0007562211238719521 	 0.0007562211238719521
14	 1 	 N2 	 N2 	 7.610677978388273e-05 	 7.610677978388273e-05
14	 12 	 HN 	 NH 	 0.00048149366515019327 	 0.00048149366515019327
14	 25 	 Li 	 Li 	 5.172022381323788e-06 	 5.172022381323788e-06
14	 6 	 C2H2 	 C2H2 	 0.000635588525692681 	 0.000635588525692681
14	 10 	 NO 	 NO 	 7.341673310303312e-06 	 7.341673310303312e-06
15	 14 	 N2O 	 N2O 	 0.0007978965863853464 	 0.0007978965863853464
15	 20 	 CH 	 CH 	 9.151197367096215e-06 	 9.151197367096215e-06
15	 24 	 C 	 C 	 2.2349572081418332e-05 	 2.2349572081418332e-05
15	 18 	 H3N 	 NH3 	 0.0003431497301908232 	 0.0003431497301908232
15	 10 	 NO 	 NO 	 8.088487479545614e-06 	 8.088487479545614e-06
15	 25 	 Li 	 Li 	 6.103126731606248e-06 	 6.103126731606248e-06
15	 5 	 F2 	 F2 	 3.2061089415377504e-05 	 3.2061089415377504e-05
15	 22 	 CH4O 	 CH4O 	 0.00016873485333263177 	 0.00016873485333263177
15	 7 	 CO 	 OC 	 0.0009282520992531568 	 0.0009282520992531568
15	 4 	 CO2 	 CO2 	 0.013117389215260289 	 0.013117389215260289
15	 12 	 HN 	 NH 	 0.0004929050931607046 	 0.0004929050931607046
15	 23 	 HF2 	 HF2 	 0.0016367699350550494 	 0.0016367699350550494
15	 9 	 Na2 	 Na2 	 7.938854881179945e-08 	 7.938854881179945e-08
15	 21 	 HN2O 	 HON2 	 0.002424542813697924 	 0.002424542813697924
15	 17 	 H2O 	 OH2 	 0.00016449706915189834 	 0.00016449706915189834
15	 11 	 NO2 	 NO2 	 0.001860069653935206 	 0.001860069653935206
15	 13 	 O3 	 O3 	 0.0013773371233554732 	 0.0013773371233554732
15	 15 	 CH3 	 CH3 	 1.0225920735447576e-05 	 1.0225920735447576e-05
15	 2 	 FLi 	 LiF 	 0.009036124672216473 	 0.009036124672216473
15	 16 	 CH2 	 CH2 	 0.0026938308665954845 	 0.0026938308665954845
15	 3 	 CHN 	 CNH 	 0.006941763964568 	 0.006941763964568
15	 8 	 HLi 	 LiH 	 1.5582716916167288e-05 	 1.5582716916167288e-05
15	 1 	 N2 	 N2 	 6.370109389394011e-05 	 6.370109389394011e-05
15	 19 	 HO 	 OH 	 1.0535278188219892e-06 	 1.0535278188219892e-06
15	 0 	 H2 	 H2 	 2.075978258441449e-05 	 2.075978258441449e-05
15	 6 	 C2H2 	 C2H2 	 0.0005953187725805076 	 0.0005953187725805076
16	 23 	 HF2 	 HF2 	 0.0016829044772674333 	 0.0016829044772674333
16	 21 	 HN2O 	 HON2 	 0.002511256238431121 	 0.002511256238431121
16	 2 	 FLi 	 LiF 	 0.008973030511785041 	 0.008973030511785041
16	 22 	 CH4O 	 CH4O 	 0.00017956667394231014 	 0.00017956667394231014
16	 14 	 N2O 	 N2O 	 0.0010176463960812837 	 0.0010176463960812837
16	 6 	 C2H2 	 C2H2 	 0.000578167593443846 	 0.000578167593443846
16	 8 	 HLi 	 LiH 	 1.505347219552033e-05 	 1.505347219552033e-05
16	 13 	 O3 	 O3 	 0.0014964164240810925 	 0.0014964164240810925
16	 9 	 Na2 	 Na2 	 5.976537119594432e-08 	 5.976537119594432e-08
16	 11 	 NO2 	 NO2 	 0.00201545683203522 	 0.00201545683203522
16	 1 	 N2 	 N2 	 5.824167047049522e-05 	 5.824167047049522e-05
16	 25 	 Li 	 Li 	 7.998410822980781e-06 	 7.998410822980781e-06
16	 15 	 CH3 	 CH3 	 6.946672989162411e-06 	 6.946672989162411e-06
16	 17 	 H2O 	 OH2 	 0.000152162029081548 	 0.000152162029081548
16	 19 	 HO 	 OH 	 9.155602941731002e-07 	 9.155602941731002e-07
16	 5 	 F2 	 F2 	 4.06748402724142e-05 	 4.06748402724142e-05
16	 10 	 NO 	 NO 	 1.4187732679586421e-05 	 1.4187732679586421e-05
16	 16 	 CH2 	 CH2 	 0.002644692378895754 	 0.002644692378895754
16	 3 	 CHN 	 CNH 	 0.006818140189249883 	 0.006818140189249883
16	 18 	 H3N 	 NH3 	 0.0003214782531797865 	 0.0003214782531797865
16	 20 	 CH 	 CH 	 8.418862975429909e-06 	 8.418862975429909e-06
16	 12 	 HN 	 NH 	 0.0005047073709434977 	 0.0005047073709434977
16	 0 	 H2 	 H2 	 1.7508722974306106e-05 	 1.7508722974306106e-05
16	 7 	 CO 	 OC 	 0.000860791725722166 	 0.000860791725722166
16	 4 	 CO2 	 CO2 	 0.01241627312456085 	 0.01241627312456085
16	 24 	 C 	 C 	 1.3868820877161323e-05 	 1.3868820877161323e-05
17	 16 	 CH2 	 CH2 	 0.0026486271897435873 	 0.0026486271897435873
17	 8 	 HLi 	 LiH 	 1.4021651629860638e-05 	 1.4021651629860638e-05
17	 20 	 CH 	 CH 	 8.429156431089018e-06 	 8.429156431089018e-06
17	 4 	 CO2 	 CO2 	 0.012202266859879504 	 0.012202266859879504
17	 5 	 F2 	 F2 	 4.721039267370971e-05 	 4.721039267370971e-05
17	 24 	 C 	 C 	 1.0699167812415297e-05 	 1.0699167812415297e-05
17	 9 	 Na2 	 Na2 	 4.987391005739158e-08 	 4.987391005739158e-08
17	 2 	 FLi 	 LiF 	 0.008821240988132329 	 0.008821240988132329
17	 17 	 H2O 	 OH2 	 0.00015152605455134722 	 0.00015152605455134722
17	 23 	 HF2 	 HF2 	 0.0017911560096486973 	 0.0017911560096486973
17	 11 	 NO2 	 NO2 	 0.0023931260945987257 	 0.0023931260945987257
17	 12 	 HN 	 NH 	 0.0005424616474890955 	 0.0005424616474890955
17	 18 	 H3N 	 NH3 	 0.0003344352794697161 	 0.0003344352794697161
17	 10 	 NO 	 NO 	 2.4161972040292856e-05 	 2.4161972040292856e-05
17	 1 	 N2 	 N2 	 4.155983312413382e-05 	 4.155983312413382e-05
17	 19 	 HO 	 OH 	 1.259553790369212e-06 	 1.259553790369212e-06
17	 3 	 CHN 	 CNH 	 0.006576718693708211 	 0.006576718693708211
17	 6 	 C2H2 	 C2H2 	 0.0004970791912833523 	 0.0004970791912833523
17	 21 	 HN2O 	 HON2 	 0.0028725562402764936 	 0.0028725562402764936
17	 25 	 Li 	 Li 	 8.700875643177055e-06 	 8.700875643177055e-06
17	 7 	 CO 	 OC 	 0.0007787280659333394 	 0.0007787280659333394
17	 22 	 CH4O 	 CH4O 	 0.00020393991119222932 	 0.00020393991119222932
17	 13 	 O3 	 O3 	 0.0020178840379665598 	 0.0020178840379665598
17	 0 	 H2 	 H2 	 1.9827441716441075e-05 	 1.9827441716441075e-05
17	 15 	 CH3 	 CH3 	 7.418004700485492e-06 	 7.418004700485492e-06
17	 14 	 N2O 	 N2O 	 0.0015003764049280493 	 0.0015003764049280493
18	 20 	 CH 	 CH 	 8.619684891442362e-06 	 8.619684891442362e-06
18	 17 	 H2O 	 OH2 	 0.00014549208065867342 	 0.00014549208065867342
18	 0 	 H2 	 H2 	 1.890107623302263e-05 	 1.890107623302263e-05
18	 4 	 CO2 	 CO2 	 0.011356616718336963 	 0.011356616718336963
18	 8 	 HLi 	 LiH 	 1.6460486778254415e-05 	 1.6460486778254415e-05
18	 25 	 Li 	 Li 	 1.0388304663715484e-05 	 1.0388304663715484e-05
18	 16 	 CH2 	 CH2 	 0.0027329855640958137 	 0.0027329855640958137
18	 14 	 N2O 	 N2O 	 0.001620450436701733 	 0.001620450436701733
18	 23 	 HF2 	 HF2 	 0.0018897183881404927 	 0.0018897183881404927
18	 13 	 O3 	 O3 	 0.002223293560673594 	 0.002223293560673594
18	 7 	 CO 	 OC 	 0.0007370808822027037 	 0.0007370808822027037
18	 9 	 Na2 	 Na2 	 9.930164739652287e-08 	 9.930164739652287e-08
18	 24 	 C 	 C 	 3.8810797558015095e-06 	 3.8810797558015095e-06
18	 5 	 F2 	 F2 	 6.763783764114512e-05 	 6.763783764114512e-05
18	 12 	 HN 	 NH 	 0.0005810802238864412 	 0.0005810802238864412
18	 22 	 CH4O 	 CH4O 	 0.00021636325640419796 	 0.00021636325640419796
18	 2 	 FLi 	 LiF 	 0.008656120516408941 	 0.008656120516408941
18	 11 	 NO2 	 NO2 	 0.0028837652359273735 	 0.0028837652359273735
18	 1 	 N2 	 N2 	 2.968108295915877e-05 	 2.968108295915877e-05
18	 15 	 CH3 	 CH3 	 7.679409579450807e-06 	 7.679409579450807e-06
18	 3 	 CHN 	 CNH 	 0.006373637811859681 	 0.006373637811859681
18	 6 	 C2H2 	 C2H2 	 0.0004454282851424379 	 0.0004454282851424379
18	 19 	 HO 	 OH 	 1.3510793066532023e-06 	 1.3510793066532023e-06
18	 10 	 NO 	 NO 	 3.8107013773371305e-05 	 3.8107013773371305e-05
18	 21 	 HN2O 	 HON2 	 0.0031285055280169645 	 0.0031285055280169645
18	 18 	 H3N 	 NH3 	 0.00032140762065770184 	 0.00032140762065770184
19	 4 	 CO2 	 CO2 	 0.010829871729606458 	 0.010829871729606458
19	 3 	 CHN 	 CNH 	 0.006315841699292649 	 0.006315841699292649
19	 16 	 CH2 	 CH2 	 0.002738048282414755 	 0.002738048282414755
19	 18 	 H3N 	 NH3 	 0.00031874505310625686 	 0.00031874505310625686
19	 0 	 H2 	 H2 	 1.977426839651969e-05 	 1.977426839651969e-05
19	 1 	 N2 	 N2 	 2.4490845720213313e-05 	 2.4490845720213313e-05
19	 19 	 HO 	 OH 	 1.323889946469377e-06 	 1.323889946469377e-06
19	 9 	 Na2 	 Na2 	 6.593670907431193e-08 	 6.593670907431193e-08
19	 10 	 NO 	 NO 	 4.547393429361308e-05 	 4.547393429361308e-05
19	 13 	 O3 	 O3 	 0.002600343995192175 	 0.002600343995192175
19	 8 	 HLi 	 LiH 	 1.66277488767635e-05 	 1.66277488767635e-05
19	 5 	 F2 	 F2 	 8.025053338654356e-05 	 8.025053338654356e-05
19	 12 	 HN 	 NH 	 0.0006056995234004026 	 0.0006056995234004026
19	 25 	 Li 	 Li 	 1.3210406433630348e-05 	 1.3210406433630348e-05
19	 21 	 HN2O 	 HON2 	 0.0032945014726300883 	 0.0032945014726300883
19	 7 	 CO 	 OC 	 0.0006746300518070035 	 0.0006746300518070035
19	 14 	 N2O 	 N2O 	 0.0020024063025177417 	 0.0020024063025177417
19	 6 	 C2H2 	 C2H2 	 0.0003960461919235848 	 0.0003960461919235848
19	 2 	 FLi 	 LiF 	 0.008518204838697889 	 0.008518204838697889
19	 22 	 CH4O 	 CH4O 	 0.00023019044358043778 	 0.00023019044358043778
19	 24 	 C 	 C 	 1.8013942515609825e-06 	 1.8013942515609825e-06
19	 11 	 NO2 	 NO2 	 0.003265079521622997 	 0.003265079521622997
19	 15 	 CH3 	 CH3 	 4.767914959453889e-06 	 4.767914959453889e-06
19	 23 	 HF2 	 HF2 	 0.0019986187929186784 	 0.0019986187929186784
19	 17 	 H2O 	 OH2 	 0.0001225740168024448 	 0.0001225740168024448
19	 20 	 CH 	 CH 	 7.91697009672191e-06 	 7.91697009672191e-06
20	 19 	 HO 	 OH 	 1.2112337252746786e-06 	 1.2112337252746786e-06
20	 25 	 Li 	 Li 	 1.4079051798811595e-05 	 1.4079051798811595e-05
20	 18 	 H3N 	 NH3 	 0.0003045151143643612 	 0.0003045151143643612
20	 12 	 HN 	 NH 	 0.0006136956709806369 	 0.0006136956709806369
20	 10 	 NO 	 NO 	 5.0856685072770053e-05 	 5.0856685072770053e-05
20	 5 	 F2 	 F2 	 8.513092560790925e-05 	 8.513092560790925e-05
20	 14 	 N2O 	 N2O 	 0.0021112030507526 	 0.0021112030507526
20	 4 	 CO2 	 CO2 	 0.01022449328550174 	 0.01022449328550174
20	 21 	 HN2O 	 HON2 	 0.003390188976272491 	 0.003390188976272491
20	 6 	 C2H2 	 C2H2 	 0.00037718311501194247 	 0.00037718311501194247
20	 23 	 HF2 	 HF2 	 0.002030612267054666 	 0.002030612267054666
20	 17 	 H2O 	 OH2 	 0.00011787563135977149 	 0.00011787563135977149
20	 1 	 N2 	 N2 	 1.7878787018053528e-05 	 1.7878787018053528e-05
20	 0 	 H2 	 H2 	 1.9627508853696308e-05 	 1.9627508853696308e-05
20	 15 	 CH3 	 CH3 	 4.480679489752485e-06 	 4.480679489752485e-06
20	 3 	 CHN 	 CNH 	 0.006103940957527371 	 0.006103940957527371
20	 2 	 FLi 	 LiF 	 0.008418070086693126 	 0.008418070086693126
20	 22 	 CH4O 	 CH4O 	 0.000242472612012172 	 0.000242472612012172
20	 16 	 CH2 	 CH2 	 0.002749468426812905 	 0.002749468426812905
20	 24 	 C 	 C 	 6.339772623799606e-07 	 6.339772623799606e-07
20	 11 	 NO2 	 NO2 	 0.003657952167494949 	 0.003657952167494949
20	 9 	 Na2 	 Na2 	 3.177759902382229e-08 	 3.177759902382229e-08
20	 13 	 O3 	 O3 	 0.003050707048605937 	 0.003050707048605937
20	 7 	 CO 	 OC 	 0.0006139398715890049 	 0.0006139398715890049
20	 20 	 CH 	 CH 	 7.830270900134035e-06 	 7.830270900134035e-06
20	 8 	 HLi 	 LiH 	 1.6766796477499333e-05 	 1.6766796477499333e-05
21	 3 	 CHN 	 CNH 	 0.006014811797967783 	 0.006014811797967783
21	 6 	 C2H2 	 C2H2 	 0.00033466254955742436 	 0.00033466254955742436
21	 21 	 HN2O 	 HON2 	 0.0035771248409451157 	 0.0035771248409451157
21	 0 	 H2 	 H2 	 1.696406149193941e-05 	 1.696406149193941e-05
21	 9 	 Na2 	 Na2 	 3.051702614257143e-08 	 3.051702614257143e-08
21	 24 	 C 	 C 	 2.974917980989327e-07 	 2.974917980989327e-07
21	 15 	 CH3 	 CH3 	 2.944708851992536e-06 	 2.944708851992536e-06
21	 5 	 F2 	 F2 	 0.00010013713354769602 	 0.00010013713354769602
21	 17 	 H2O 	 OH2 	 0.00010580482004306373 	 0.00010580482004306373
21	 18 	 H3N 	 NH3 	 0.0002858739772702991 	 0.0002858739772702991
21	 8 	 HLi 	 LiH 	 1.5590691631577813e-05 	 1.5590691631577813e-05
21	 16 	 CH2 	 CH2 	 0.002715399020097112 	 0.002715399020097112
21	 4 	 CO2 	 CO2 	 0.009643581443927839 	 0.009643581443927839
21	 14 	 N2O 	 N2O 	 0.0024936070740595277 	 0.0024936070740595277
21	 2 	 FLi 	 LiF 	 0.008290374895760821 	 0.008290374895760821
21	 12 	 HN 	 NH 	 0.0006520808550233224 	 0.0006520808550233224
21	 1 	 N2 	 N2 	 1.0417138839849543e-05 	 1.0417138839849543e-05
21	 20 	 CH 	 CH 	 7.220596606969682e-06 	 7.220596606969682e-06
21	 11 	 NO2 	 NO2 	 0.0039157176408352885 	 0.0039157176408352885
21	 22 	 CH4O 	 CH4O 	 0.00025048569536125013 	 0.00025048569536125013
21	 19 	 HO 	 OH 	 1.1333392776034331e-06 	 1.1333392776034331e-06
21	 10 	 NO 	 NO 	 7.351890052770828e-05 	 7.351890052770828e-05
21	 7 	 CO 	 OC 	 0.0005677880632276998 	 0.0005677880632276998
21	 25 	 Li 	 Li 	 1.834650694482485e-05 	 1.834650694482485e-05
21	 23 	 HF2 	 HF2 	 0.0021269724619748616 	 0.0021269724619748616
21	 13 	 O3 	 O3 	 0.003425070358024172 	 0.003425070358024172
22	 1 	 N2 	 N2 	 8.51279261003501e-06 	 8.51279261003501e-06
22	 10 	 NO 	 NO 	 7.729416808076324e-05 	 7.729416808076324e-05
22	 3 	 CHN 	 CNH 	 0.00584497902292797 	 0.00584497902292797
22	 15 	 CH3 	 CH3 	 2.6635681859226106e-06 	 2.6635681859226106e-06
22	 2 	 FLi 	 LiF 	 0.008184744021491542 	 0.008184744021491542
22	 24 	 C 	 C 	 3.172535200882274e-09 	 3.172535200882274e-09
22	 6 	 C2H2 	 C2H2 	 0.000290352688139596 	 0.000290352688139596
22	 25 	 Li 	 Li 	 1.9112906598017994e-05 	 1.9112906598017994e-05
22	 18 	 H3N 	 NH3 	 0.0002818401119593907 	 0.0002818401119593907
22	 23 	 HF2 	 HF2 	 0.002147095779673955 	 0.002147095779673955
22	 8 	 HLi 	 LiH 	 1.5549089334392886e-05 	 1.5549089334392886e-05
22	 20 	 CH 	 CH 	 7.113102999574731e-06 	 7.113102999574731e-06
22	 13 	 O3 	 O3 	 0.003543816294282645 	 0.003543816294282645
22	 9 	 Na2 	 Na2 	 4.530867601986137e-08 	 4.530867601986137e-08
22	 21 	 HN2O 	 HON2 	 0.0038181739991505572 	 0.0038181739991505572
22	 22 	 CH4O 	 CH4O 	 0.0002574535678131616 	 0.0002574535678131616
22	 19 	 HO 	 OH 	 1.2008124253957586e-06 	 1.2008124253957586e-06
22	 11 	 NO2 	 NO2 	 0.004216000024220931 	 0.004216000024220931
22	 7 	 CO 	 OC 	 0.0005401685625620572 	 0.0005401685625620572
22	 4 	 CO2 	 CO2 	 0.009004397092237935 	 0.009004397092237935
22	 5 	 F2 	 F2 	 0.00011834056741178879 	 0.00011834056741178879
22	 0 	 H2 	 H2 	 1.5752368778226246e-05 	 1.5752368778226246e-05
22	 17 	 H2O 	 OH2 	 9.198404735232809e-05 	 9.198404735232809e-05
22	 12 	 HN 	 NH 	 0.0007125607629620541 	 0.0007125607629620541
22	 16 	 CH2 	 CH2 	 0.0027664392175381644 	 0.0027664392175381644
22	 14 	 N2O 	 N2O 	 0.003037490179027096 	 0.003037490179027096
23	 5 	 F2 	 F2 	 0.00012386282863163212 	 0.00012386282863163212
23	 18 	 H3N 	 NH3 	 0.0002802155599399776 	 0.0002802155599399776
23	 15 	 CH3 	 CH3 	 2.175671665972894e-06 	 2.175671665972894e-06
23	 16 	 CH2 	 CH2 	 0.002773904725303397 	 0.002773904725303397
23	 20 	 CH 	 CH 	 7.24820534650859e-06 	 7.24820534650859e-06
23	 14 	 N2O 	 N2O 	 0.003108579958361573 	 0.003108579958361573
23	 17 	 H2O 	 OH2 	 8.775735080786283e-05 	 8.775735080786283e-05
23	 11 	 NO2 	 NO2 	 0.004543931151928936 	 0.004543931151928936
23	 25 	 Li 	 Li 	 2.2453831557249677e-05 	 2.2453831557249677e-05
23	 8 	 HLi 	 LiH 	 1.686092733619743e-05 	 1.686092733619743e-05
23	 10 	 NO 	 NO 	 9.537751616510104e-05 	 9.537751616510104e-05
23	 19 	 HO 	 OH 	 1.2460221298388867e-06 	 1.2460221298388867e-06
23	 3 	 CHN 	 CNH 	 0.00570273258975594 	 0.00570273258975594
23	 21 	 HN2O 	 HON2 	 0.004031124504592234 	 0.004031124504592234
23	 24 	 C 	 C 	 3.8896026030016386e-07 	 3.8896026030016386e-07
23	 6 	 C2H2 	 C2H2 	 0.00024542320942782224 	 0.00024542320942782224
23	 1 	 N2 	 N2 	 3.9177198083201035e-06 	 3.9177198083201035e-06
23	 7 	 CO 	 OC 	 0.0005000706062841617 	 0.0005000706062841617
23	 9 	 Na2 	 Na2 	 7.063927781734661e-08 	 7.063927781734661e-08
23	 22 	 CH4O 	 CH4O 	 0.00026970475793552137 	 0.00026970475793552137
23	 12 	 HN 	 NH 	 0.000742940938205285 	 0.000742940938205285
23	 0 	 H2 	 H2 	 1.536460556257354e-05 	 1.536460556257354e-05
23	 2 	 FLi 	 LiF 	 0.008025264821898182 	 0.008025264821898182
23	 4 	 CO2 	 CO2 	 0.00856651603362402 	 0.00856651603362402
23	 13 	 O3 	 O3 	 0.003960455373767987 	 0.003960455373767987
23	 23 	 HF2 	 HF2 	 0.0022279110222440217 	 0.0022279110222440217
24	 21 	 HN2O 	 HON2 	 0.004096724372759124 	 0.004096724372759124
24	 25 	 Li 	 Li 	 2.2897399002828764e-05 	 2.2897399002828764e-05
24	 9 	 Na2 	 Na2 	 8.317395571860274e-08 	 8.317395571860274e-08
24	 16 	 CH2 	 CH2 	 0.0027992382496645615 	 0.0027992382496645615
24	 6 	 C2H2 	 C2H2 	 0.00023106706175557798 	 0.00023106706175557798
24	 2 	 FLi 	 LiF 	 0.007960191898693816 	 0.007960191898693816
24	 22 	 CH4O 	 CH4O 	 0.0002759372512110203 	 0.0002759372512110203
24	 20 	 CH 	 CH 	 7.118504743374022e-06 	 7.118504743374022e-06
24	 13 	 O3 	 O3 	 0.004180032408468443 	 0.004180032408468443
24	 3 	 CHN 	 CNH 	 0.005595715925947932 	 0.005595715925947932
24	 17 	 H2O 	 OH2 	 7.789416605927473e-05 	 7.789416605927473e-05
24	 15 	 CH3 	 CH3 	 1.675396290493066e-06 	 1.675396290493066e-06
24	 8 	 HLi 	 LiH 	 1.655098353502929e-05 	 1.655098353502929e-05
24	 19 	 HO 	 OH 	 1.1736580737625577e-06 	 1.1736580737625577e-06
24	 10 	 NO 	 NO 	 0.00011163508448137403 	 0.00011163508448137403
24	 23 	 HF2 	 HF2 	 0.0022676233269090284 	 0.0022676233269090284
24	 14 	 N2O 	 N2O 	 0.0035365728845687277 	 0.0035365728845687277
24	 18 	 H3N 	 NH3 	 0.0002746554998045249 	 0.0002746554998045249
24	 7 	 CO 	 OC 	 0.00045808783508333336 	 0.00045808783508333336
24	 12 	 HN 	 NH 	 0.0007841643798361743 	 0.0007841643798361743
24	 5 	 F2 	 F2 	 0.00014501366505339827 	 0.00014501366505339827
24	 0 	 H2 	 H2 	 1.5568746891405413e-05 	 1.5568746891405413e-05
24	 1 	 N2 	 N2 	 1.6036564779551018e-06 	 1.6036564779551018e-06
24	 11 	 NO2 	 NO2 	 0.00498304498872431 	 0.00498304498872431
24	 24 	 C 	 C 	 1.1620935394686153e-06 	 1.1620935394686153e-06
24	 4 	 CO2 	 CO2 	 0.00812120888439232 	 0.00812120888439232
25	 23 	 HF2 	 HF2 	 0.002275329780457865 	 0.002275329780457865
25	 14 	 N2O 	 N2O 	 0.003591427941883462 	 0.003591427941883462
25	 0 	 H2 	 H2 	 1.473181320200462e-05 	 1.473181320200462e-05
25	 1 	 N2 	 N2 	 1.1446455957384064e-06 	 1.1446455957384064e-06
25	 9 	 Na2 	 Na2 	 9.667103790271752e-08 	 9.667103790271752e-08
25	 11 	 NO2 	 NO2 	 0.005133351280965826 	 0.005133351280965826
25	 20 	 CH 	 CH 	 7.043791694291195e-06 	 7.043791694291195e-06
25	 15 	 CH3 	 CH3 	 1.8035503811911983e-06 	 1.8035503811911983e-06
25	 12 	 HN 	 NH 	 0.0008075468541791308 	 0.0008075468541791308
25	 10 	 NO 	 NO 	 0.00012094025667764214 	 0.00012094025667764214
25	 25 	 Li 	 Li 	 2.6335927725470228e-05 	 2.6335927725470228e-05
