#	Epoch	E	rho	ae	total
0	0.012069742491971909	40.62980910413916	9.847725556785194	11.447379026711827
1	0.01378087494120497	40.608733793056324	9.882537892467044	11.458827682760733
2	0.011956011753172333	40.43808890008786	9.615143262686718	11.31378523294788
3	0.009112625645972393	40.4206549491406	9.395046421032427	11.217540726343172
4	0.0036395526060675736	40.40399378927774	9.131855418508227	11.104992212189345
5	0.0027339757702533702	40.343323660415294	9.007242163556077	11.042877403886799
6	0.0023757259579456056	40.241689845116056	8.861644981920046	10.96515482698274
7	0.0023235271799456254	40.146455232170695	8.793354549310681	10.920117919612009
8	0.003346656350623543	40.02366028508519	8.676271801768504	10.85055921742054
9	0.003920725244696646	39.83825982946074	8.538189956028768	10.76133023297961
10	0.004721552568027553	39.70273912776723	8.42088957204272	10.68986878359651
11	0.0050792074015662304	39.53764577901359	8.25978635075163	10.596031653508394
12	0.005206636219894977	39.43387580945417	8.107098651437617	10.517450415662353
13	0.004631556375564759	39.317123138949405	8.02929669395536	10.465598713279272
14	0.004861408601099157	39.21541555070844	7.861282700560381	10.382422020856259
15	0.004964745196863431	39.113348030609444	7.777294915965975	10.331424039435275
16	0.004393837515954813	38.98623035905066	7.679291684083566	10.270540338554605
17	0.0049063275510546405	38.8861588533891	7.524388663075455	10.193982886981106
18	0.004431228882542089	38.73305075109154	7.3340557167313145	10.094979506236365
19	0.003426538407217286	38.6452742416538	7.202926480559382	10.030708355811615
20	0.003363230079399733	38.575071749799775	7.161160606859654	10.002202246274866
21	0.00365734506708182	38.418826828939906	6.986553383610653	9.90997550218558
