#	Epoch	E	rho	ae	total
0	0.009596802842557732	58.27928410976532	53.84365543083075	39.49434302851568
1	0.009458423906611689	58.287768119295976	53.859684801172754	39.50134030712174
2	0.008304053780531591	58.120447639863784	53.4777196671191	39.22633441107784
3	0.008907206056861648	57.90270400345827	53.13520711696736	38.9714669042238
4	0.010695692301309925	57.61233992832811	52.87001197296327	38.75615849557459
5	0.010742059710027587	57.42780602417532	52.52770369729865	38.50284915724969
6	0.011403249400475286	57.28833101374515	52.32070023602322	38.34404389551323
7	0.011981798644424729	57.085234406036776	51.91821459412285	38.04779655015698
8	0.011640540031382634	56.93134152210904	51.609149929650584	37.82256241099115
9	0.012783804354142682	56.778124459046104	51.356744224281655	37.6269831723226
10	0.012986031122565592	56.599894675660984	51.04895705275999	37.399411230559124
11	0.011896784249892378	56.500696624861035	50.75163757186374	37.18689665783873
12	0.011875930981606221	56.37186164749777	50.46541691830168	36.976524726639845
13	0.011293669867491507	56.25619879023306	50.197267061764975	36.780433260756155
14	0.011961693172220034	56.0737760792538	49.93957038889491	36.58533570808885
15	0.012142163156819041	55.94268244444852	49.65320689233471	36.37224870693628
16	0.01237896146500949	55.83290226678035	49.41177714407239	36.18972661611919
17	0.014209204999610023	55.636730563489245	49.163404035135564	35.999846071018084
18	0.014167150591162747	55.54202438660905	48.97773347618129	35.85722119389282
19	0.0160405322064588	55.387730987531924	48.68822224284645	35.63561291264894
20	0.013328192248572582	55.43994817788186	48.38558074506165	35.434457123845114
21	0.01296767982933575	55.363573669892446	48.17608698253369	35.28204950089684
22	0.013518137163621515	55.232755657264896	47.91939326727826	35.089694071615504
23	0.013565870007812184	55.07850213878473	47.69777823385679	34.91987793304201
24	0.014998109560434611	54.94448046416888	47.434978736314896	34.71823779491921
25	0.01672258626998464	54.81057077701587	47.267287726283115	34.582609678699626
26	0.01651757561583412	54.729781087944964	46.98076237343136	34.37593647607413
27	0.016460772135254455	54.65275460415623	46.77253188930364	34.22302392776579
28	0.016207440435491466	54.61948690802338	46.485049780747374	34.02145107450092
29	0.017282010474320177	54.567530632876775	46.37126761051409	33.9253389996605
30	0.015353906554774081	54.46376298266752	46.03039843069126	33.68708190026318
31	0.01482913295714014	54.46264863436917	45.77959874214802	33.51184275662428
32	0.014359064540045784	54.465219832160976	45.56510789116324	33.36140817645249
33	0.01668353530304722	54.262175212086646	45.380622425471834	33.210158882019066
