#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
219	 2 	 FLi 	 LiF 	 0.006788626470616001 	 0.006788626470616001
219	 22 	 CH4O 	 CH4O 	 0.0002813176673724043 	 0.0002813176673724043
219	 0 	 H2 	 H2 	 1.3988642834393215e-06 	 1.3988642834393215e-06
219	 19 	 HO 	 OH 	 4.196055956494015e-05 	 4.196055956494015e-05
219	 3 	 CHN 	 CNH 	 0.0025612239278628634 	 0.0025612239278628634
220	 15 	 CH3 	 CH3 	 6.179469449510143e-05 	 6.179469449510143e-05
220	 22 	 CH4O 	 CH4O 	 0.0002813190873142069 	 0.0002813190873142069
220	 25 	 Li 	 Li 	 3.638707553640402e-05 	 3.638707553640402e-05
220	 3 	 CHN 	 CNH 	 0.002560464987501794 	 0.002560464987501794
220	 12 	 HN 	 NH 	 0.001471848921682294 	 0.001471848921682294
220	 19 	 HO 	 OH 	 4.159610133109384e-05 	 4.159610133109384e-05
220	 11 	 NO2 	 NO2 	 0.004587156346808644 	 0.004587156346808644
220	 24 	 C 	 C 	 0.00010031333126142802 	 0.00010031333126142802
220	 1 	 N2 	 N2 	 9.724795353408338e-06 	 9.724795353408338e-06
220	 5 	 F2 	 F2 	 0.0003028197244985934 	 0.0003028197244985934
220	 6 	 C2H2 	 C2H2 	 0.00010472308910102839 	 0.00010472308910102839
220	 4 	 CO2 	 CO2 	 0.006367133823457757 	 0.006367133823457757
220	 17 	 H2O 	 OH2 	 0.0005692477986367888 	 0.0005692477986367888
220	 20 	 CH 	 CH 	 2.0596644591749427e-06 	 2.0596644591749427e-06
220	 14 	 N2O 	 N2O 	 0.003852470983618625 	 0.003852470983618625
220	 21 	 HN2O 	 HON2 	 0.005290698591228194 	 0.005290698591228194
220	 9 	 Na2 	 Na2 	 3.286246917785334e-05 	 3.286246917785334e-05
220	 2 	 FLi 	 LiF 	 0.006783250293597715 	 0.006783250293597715
220	 7 	 CO 	 OC 	 0.0003328271271183187 	 0.0003328271271183187
220	 23 	 HF2 	 HF2 	 0.003504004328832955 	 0.003504004328832955
220	 0 	 H2 	 H2 	 1.2852520624206257e-06 	 1.2852520624206257e-06
220	 10 	 NO 	 NO 	 9.099433399097735e-05 	 9.099433399097735e-05
220	 8 	 HLi 	 LiH 	 3.2846220048487703e-07 	 3.2846220048487703e-07
220	 18 	 H3N 	 NH3 	 0.001021729694610017 	 0.001021729694610017
220	 13 	 O3 	 O3 	 0.004112856712630725 	 0.004112856712630725
220	 16 	 CH2 	 CH2 	 0.003568471026146179 	 0.003568471026146179
221	 0 	 H2 	 H2 	 1.158828516890149e-06 	 1.158828516890149e-06
221	 7 	 CO 	 OC 	 0.00033189204005052694 	 0.00033189204005052694
221	 19 	 HO 	 OH 	 4.1574427634567235e-05 	 4.1574427634567235e-05
221	 12 	 HN 	 NH 	 0.001472589681814695 	 0.001472589681814695
221	 18 	 H3N 	 NH3 	 0.0010205431124645195 	 0.0010205431124645195
221	 8 	 HLi 	 LiH 	 3.5385086908277776e-07 	 3.5385086908277776e-07
221	 25 	 Li 	 Li 	 3.5484668316371544e-05 	 3.5484668316371544e-05
221	 21 	 HN2O 	 HON2 	 0.005290693045733016 	 0.005290693045733016
221	 10 	 NO 	 NO 	 9.103001298362467e-05 	 9.103001298362467e-05
221	 14 	 N2O 	 N2O 	 0.0038480362814159045 	 0.0038480362814159045
221	 3 	 CHN 	 CNH 	 0.0025585347650496264 	 0.0025585347650496264
221	 5 	 F2 	 F2 	 0.00030357662585761905 	 0.00030357662585761905
221	 15 	 CH3 	 CH3 	 6.205169431704803e-05 	 6.205169431704803e-05
221	 16 	 CH2 	 CH2 	 0.003568025171519496 	 0.003568025171519496
221	 11 	 NO2 	 NO2 	 0.004621782460500033 	 0.004621782460500033
221	 6 	 C2H2 	 C2H2 	 0.0001047731547060744 	 0.0001047731547060744
221	 17 	 H2O 	 OH2 	 0.0005697989594962032 	 0.0005697989594962032
221	 2 	 FLi 	 LiF 	 0.006790600024377175 	 0.006790600024377175
221	 20 	 CH 	 CH 	 6.847516811673909e-07 	 6.847516811673909e-07
221	 4 	 CO2 	 CO2 	 0.006387870088447862 	 0.006387870088447862
221	 1 	 N2 	 N2 	 9.293623793656981e-06 	 9.293623793656981e-06
221	 9 	 Na2 	 Na2 	 3.2873674281557e-05 	 3.2873674281557e-05
221	 13 	 O3 	 O3 	 0.00412007674626077 	 0.00412007674626077
221	 22 	 CH4O 	 CH4O 	 0.0002813180585343035 	 0.0002813180585343035
221	 23 	 HF2 	 HF2 	 0.0035040018306862278 	 0.0035040018306862278
221	 24 	 C 	 C 	 9.999524730942525e-05 	 9.999524730942525e-05
222	 25 	 Li 	 Li 	 3.440719778340224e-05 	 3.440719778340224e-05
222	 22 	 CH4O 	 CH4O 	 0.00028131871899171 	 0.00028131871899171
222	 1 	 N2 	 N2 	 9.462543941926667e-06 	 9.462543941926667e-06
222	 10 	 NO 	 NO 	 9.03061703998572e-05 	 9.03061703998572e-05
222	 16 	 CH2 	 CH2 	 0.0035661559882428718 	 0.0035661559882428718
222	 7 	 CO 	 OC 	 0.0003320580498619181 	 0.0003320580498619181
222	 20 	 CH 	 CH 	 2.0578056078258323e-06 	 2.0578056078258323e-06
222	 21 	 HN2O 	 HON2 	 0.005290695707865469 	 0.005290695707865469
222	 17 	 H2O 	 OH2 	 0.0005701584663188966 	 0.0005701584663188966
222	 24 	 C 	 C 	 0.00010028757015614743 	 0.00010028757015614743
222	 9 	 Na2 	 Na2 	 3.286499179309432e-05 	 3.286499179309432e-05
222	 23 	 HF2 	 HF2 	 0.003504004775540433 	 0.003504004775540433
222	 4 	 CO2 	 CO2 	 0.00637221734384556 	 0.00637221734384556
222	 13 	 O3 	 O3 	 0.004108443802881625 	 0.004108443802881625
222	 12 	 HN 	 NH 	 0.0014720175446435101 	 0.0014720175446435101
222	 18 	 H3N 	 NH3 	 0.0010210239847994278 	 0.0010210239847994278
222	 8 	 HLi 	 LiH 	 3.676224897898072e-07 	 3.676224897898072e-07
222	 15 	 CH3 	 CH3 	 6.178856128020702e-05 	 6.178856128020702e-05
222	 5 	 F2 	 F2 	 0.0003037883460752451 	 0.0003037883460752451
222	 2 	 FLi 	 LiF 	 0.006798347749885053 	 0.006798347749885053
222	 19 	 HO 	 OH 	 4.1384891064460874e-05 	 4.1384891064460874e-05
222	 11 	 NO2 	 NO2 	 0.004625252542600061 	 0.004625252542600061
222	 0 	 H2 	 H2 	 1.3244304119834083e-06 	 1.3244304119834083e-06
222	 3 	 CHN 	 CNH 	 0.002557861609384068 	 0.002557861609384068
222	 14 	 N2O 	 N2O 	 0.0038505168583563235 	 0.0038505168583563235
222	 6 	 C2H2 	 C2H2 	 0.00010471378282400931 	 0.00010471378282400931
223	 25 	 Li 	 Li 	 3.904706119704721e-05 	 3.904706119704721e-05
223	 7 	 CO 	 OC 	 0.00033144405095250726 	 0.00033144405095250726
223	 15 	 CH3 	 CH3 	 6.167923993352004e-05 	 6.167923993352004e-05
223	 5 	 F2 	 F2 	 0.00030352370534702936 	 0.00030352370534702936
223	 16 	 CH2 	 CH2 	 0.0035669822754321795 	 0.0035669822754321795
223	 18 	 H3N 	 NH3 	 0.0010226161481695143 	 0.0010226161481695143
223	 3 	 CHN 	 CNH 	 0.002561529555767491 	 0.002561529555767491
223	 10 	 NO 	 NO 	 9.116164325096241e-05 	 9.116164325096241e-05
223	 19 	 HO 	 OH 	 4.141407032732394e-05 	 4.141407032732394e-05
223	 13 	 O3 	 O3 	 0.004119484031055332 	 0.004119484031055332
223	 2 	 FLi 	 LiF 	 0.006785192311343292 	 0.006785192311343292
223	 17 	 H2O 	 OH2 	 0.0005693172424236335 	 0.0005693172424236335
223	 4 	 CO2 	 CO2 	 0.006366835096091268 	 0.006366835096091268
223	 21 	 HN2O 	 HON2 	 0.005290696156243291 	 0.005290696156243291
223	 11 	 NO2 	 NO2 	 0.004607033642384658 	 0.004607033642384658
223	 8 	 HLi 	 LiH 	 3.6458680804082447e-07 	 3.6458680804082447e-07
223	 12 	 HN 	 NH 	 0.0014719449806610448 	 0.0014719449806610448
223	 0 	 H2 	 H2 	 1.2129889403155452e-06 	 1.2129889403155452e-06
223	 24 	 C 	 C 	 0.00010024922534585669 	 0.00010024922534585669
223	 22 	 CH4O 	 CH4O 	 0.0002813184948313406 	 0.0002813184948313406
223	 6 	 C2H2 	 C2H2 	 9.886695658848513e-05 	 9.886695658848513e-05
223	 14 	 N2O 	 N2O 	 0.003854537241905906 	 0.003854537241905906
223	 20 	 CH 	 CH 	 6.847698816981596e-07 	 6.847698816981596e-07
223	 23 	 HF2 	 HF2 	 0.0035040038160453904 	 0.0035040038160453904
223	 9 	 Na2 	 Na2 	 3.2863769965183266e-05 	 3.2863769965183266e-05
223	 1 	 N2 	 N2 	 9.25824333830357e-06 	 9.25824333830357e-06
224	 6 	 C2H2 	 C2H2 	 0.00010447532572562528 	 0.00010447532572562528
224	 8 	 HLi 	 LiH 	 3.86072422824374e-07 	 3.86072422824374e-07
224	 0 	 H2 	 H2 	 1.235874397183027e-06 	 1.235874397183027e-06
224	 3 	 CHN 	 CNH 	 0.002557664308872919 	 0.002557664308872919
224	 23 	 HF2 	 HF2 	 0.003504002004931958 	 0.003504002004931958
224	 11 	 NO2 	 NO2 	 0.004649726759474193 	 0.004649726759474193
224	 18 	 H3N 	 NH3 	 0.0010223274584099185 	 0.0010223274584099185
224	 4 	 CO2 	 CO2 	 0.006368255890852559 	 0.006368255890852559
224	 17 	 H2O 	 OH2 	 0.0005695413406502393 	 0.0005695413406502393
224	 7 	 CO 	 OC 	 0.00033313387683234496 	 0.00033313387683234496
224	 12 	 HN 	 NH 	 0.001471836645535053 	 0.001471836645535053
224	 9 	 Na2 	 Na2 	 3.285506767831944e-05 	 3.285506767831944e-05
224	 16 	 CH2 	 CH2 	 0.0035671407675718974 	 0.0035671407675718974
224	 5 	 F2 	 F2 	 0.00030334638525461084 	 0.00030334638525461084
224	 25 	 Li 	 Li 	 3.686095374151939e-05 	 3.686095374151939e-05
224	 20 	 CH 	 CH 	 2.0289167688104615e-06 	 2.0289167688104615e-06
224	 13 	 O3 	 O3 	 0.00411443081044883 	 0.00411443081044883
224	 10 	 NO 	 NO 	 9.10389475320904e-05 	 9.10389475320904e-05
224	 2 	 FLi 	 LiF 	 0.006791606483994292 	 0.006791606483994292
224	 21 	 HN2O 	 HON2 	 0.0052906979795117005 	 0.0052906979795117005
224	 15 	 CH3 	 CH3 	 6.18029751231555e-05 	 6.18029751231555e-05
224	 14 	 N2O 	 N2O 	 0.00384714044506426 	 0.00384714044506426
224	 19 	 HO 	 OH 	 4.1617650275836425e-05 	 4.1617650275836425e-05
224	 1 	 N2 	 N2 	 9.686115320661381e-06 	 9.686115320661381e-06
224	 22 	 CH4O 	 CH4O 	 0.000281318522801745 	 0.000281318522801745
224	 24 	 C 	 C 	 0.0001008392857828629 	 0.0001008392857828629
225	 12 	 HN 	 NH 	 0.0014725630616583129 	 0.0014725630616583129
225	 20 	 CH 	 CH 	 2.0563000305399797e-06 	 2.0563000305399797e-06
225	 5 	 F2 	 F2 	 0.00030345307591315193 	 0.00030345307591315193
225	 0 	 H2 	 H2 	 1.1241912588161129e-06 	 1.1241912588161129e-06
225	 8 	 HLi 	 LiH 	 3.703332474011962e-07 	 3.703332474011962e-07
225	 24 	 C 	 C 	 0.00010038070889937137 	 0.00010038070889937137
225	 17 	 H2O 	 OH2 	 0.0005710638229090245 	 0.0005710638229090245
225	 7 	 CO 	 OC 	 0.00033405628167213386 	 0.00033405628167213386
225	 3 	 CHN 	 CNH 	 0.0025595302671278537 	 0.0025595302671278537
225	 2 	 FLi 	 LiF 	 0.006800044599636018 	 0.006800044599636018
225	 1 	 N2 	 N2 	 9.343028593220402e-06 	 9.343028593220402e-06
225	 23 	 HF2 	 HF2 	 0.0035040058561441037 	 0.0035040058561441037
225	 13 	 O3 	 O3 	 0.0041116735841812265 	 0.0041116735841812265
225	 15 	 CH3 	 CH3 	 6.186328101106666e-05 	 6.186328101106666e-05
225	 16 	 CH2 	 CH2 	 0.00356706288252047 	 0.00356706288252047
225	 10 	 NO 	 NO 	 9.070786834176658e-05 	 9.070786834176658e-05
225	 9 	 Na2 	 Na2 	 3.289130999235191e-05 	 3.289130999235191e-05
225	 11 	 NO2 	 NO2 	 0.004624318861466214 	 0.004624318861466214
225	 18 	 H3N 	 NH3 	 0.0010219033341452954 	 0.0010219033341452954
225	 19 	 HO 	 OH 	 4.152404254553581e-05 	 4.152404254553581e-05
225	 21 	 HN2O 	 HON2 	 0.005290699279735152 	 0.005290699279735152
225	 6 	 C2H2 	 C2H2 	 0.00010282088922352318 	 0.00010282088922352318
225	 14 	 N2O 	 N2O 	 0.0038485957842655403 	 0.0038485957842655403
225	 25 	 Li 	 Li 	 3.586561746324014e-05 	 3.586561746324014e-05
225	 22 	 CH4O 	 CH4O 	 0.0002813185728237929 	 0.0002813185728237929
225	 4 	 CO2 	 CO2 	 0.006367375543158267 	 0.006367375543158267
226	 14 	 N2O 	 N2O 	 0.0038496644913027828 	 0.0038496644913027828
226	 25 	 Li 	 Li 	 3.576868168930658e-05 	 3.576868168930658e-05
226	 13 	 O3 	 O3 	 0.00412237562487268 	 0.00412237562487268
226	 8 	 HLi 	 LiH 	 3.315089301483752e-07 	 3.315089301483752e-07
226	 15 	 CH3 	 CH3 	 6.177429120667143e-05 	 6.177429120667143e-05
226	 6 	 C2H2 	 C2H2 	 9.876429301599907e-05 	 9.876429301599907e-05
226	 3 	 CHN 	 CNH 	 0.002560129642535376 	 0.002560129642535376
226	 22 	 CH4O 	 CH4O 	 0.0002813184792635988 	 0.0002813184792635988
226	 2 	 FLi 	 LiF 	 0.00679703588339729 	 0.00679703588339729
226	 23 	 HF2 	 HF2 	 0.003504004056135749 	 0.003504004056135749
226	 16 	 CH2 	 CH2 	 0.003566131805476382 	 0.003566131805476382
226	 9 	 Na2 	 Na2 	 3.284111543775253e-05 	 3.284111543775253e-05
226	 19 	 HO 	 OH 	 4.145356704213719e-05 	 4.145356704213719e-05
226	 0 	 H2 	 H2 	 1.3791074268859258e-06 	 1.3791074268859258e-06
226	 7 	 CO 	 OC 	 0.0003321598254309461 	 0.0003321598254309461
226	 24 	 C 	 C 	 0.00010031485156813202 	 0.00010031485156813202
226	 20 	 CH 	 CH 	 2.0479700818668488e-06 	 2.0479700818668488e-06
226	 4 	 CO2 	 CO2 	 0.006368940137405413 	 0.006368940137405413
226	 17 	 H2O 	 OH2 	 0.0005734715637911012 	 0.0005734715637911012
226	 12 	 HN 	 NH 	 0.0014723361383508081 	 0.0014723361383508081
226	 1 	 N2 	 N2 	 9.792849498686614e-06 	 9.792849498686614e-06
226	 10 	 NO 	 NO 	 9.161707139103168e-05 	 9.161707139103168e-05
226	 11 	 NO2 	 NO2 	 0.004629627947659747 	 0.004629627947659747
226	 5 	 F2 	 F2 	 0.0003033922591919551 	 0.0003033922591919551
226	 21 	 HN2O 	 HON2 	 0.0052907032267805005 	 0.0052907032267805005
226	 18 	 H3N 	 NH3 	 0.0010220623267290774 	 0.0010220623267290774
227	 12 	 HN 	 NH 	 0.001472560393077921 	 0.001472560393077921
227	 24 	 C 	 C 	 9.910753315794166e-05 	 9.910753315794166e-05
227	 23 	 HF2 	 HF2 	 0.0035040022179522443 	 0.0035040022179522443
227	 16 	 CH2 	 CH2 	 0.0035679647250728974 	 0.0035679647250728974
227	 13 	 O3 	 O3 	 0.004135648765374136 	 0.004135648765374136
227	 20 	 CH 	 CH 	 2.0660269603136188e-06 	 2.0660269603136188e-06
227	 14 	 N2O 	 N2O 	 0.0038533515280563036 	 0.0038533515280563036
227	 15 	 CH3 	 CH3 	 6.192468149699523e-05 	 6.192468149699523e-05
227	 3 	 CHN 	 CNH 	 0.0025610475370538475 	 0.0025610475370538475
227	 0 	 H2 	 H2 	 1.1119170667415017e-06 	 1.1119170667415017e-06
227	 25 	 Li 	 Li 	 3.8216636585866866e-05 	 3.8216636585866866e-05
227	 1 	 N2 	 N2 	 9.258757655406052e-06 	 9.258757655406052e-06
227	 9 	 Na2 	 Na2 	 3.2844144811334635e-05 	 3.2844144811334635e-05
227	 21 	 HN2O 	 HON2 	 0.005290695422396192 	 0.005290695422396192
227	 2 	 FLi 	 LiF 	 0.006781806779580189 	 0.006781806779580189
227	 19 	 HO 	 OH 	 4.176144285793175e-05 	 4.176144285793175e-05
227	 10 	 NO 	 NO 	 9.21155634230025e-05 	 9.21155634230025e-05
227	 8 	 HLi 	 LiH 	 3.249695571458349e-07 	 3.249695571458349e-07
227	 22 	 CH4O 	 CH4O 	 0.00028131918674917833 	 0.00028131918674917833
227	 18 	 H3N 	 NH3 	 0.001021273211766512 	 0.001021273211766512
227	 17 	 H2O 	 OH2 	 0.0005700649322032767 	 0.0005700649322032767
227	 4 	 CO2 	 CO2 	 0.00637023197614347 	 0.00637023197614347
227	 6 	 C2H2 	 C2H2 	 9.877767195548934e-05 	 9.877767195548934e-05
227	 5 	 F2 	 F2 	 0.00030379728134191994 	 0.00030379728134191994
227	 11 	 NO2 	 NO2 	 0.004622093811702256 	 0.004622093811702256
227	 7 	 CO 	 OC 	 0.0003331767119525931 	 0.0003331767119525931
228	 3 	 CHN 	 CNH 	 0.0025617620267113467 	 0.0025617620267113467
228	 16 	 CH2 	 CH2 	 0.003568183216717071 	 0.003568183216717071
228	 2 	 FLi 	 LiF 	 0.0067881343434924215 	 0.0067881343434924215
228	 15 	 CH3 	 CH3 	 6.163173497301429e-05 	 6.163173497301429e-05
228	 14 	 N2O 	 N2O 	 0.003859760717311012 	 0.003859760717311012
228	 0 	 H2 	 H2 	 1.319082571307812e-06 	 1.319082571307812e-06
228	 17 	 H2O 	 OH2 	 0.0005698701232630742 	 0.0005698701232630742
228	 23 	 HF2 	 HF2 	 0.0035040038740802087 	 0.0035040038740802087
228	 22 	 CH4O 	 CH4O 	 0.0002813179074619879 	 0.0002813179074619879
228	 8 	 HLi 	 LiH 	 3.7237544787116545e-07 	 3.7237544787116545e-07
228	 25 	 Li 	 Li 	 3.839094157352097e-05 	 3.839094157352097e-05
228	 4 	 CO2 	 CO2 	 0.006364328520496065 	 0.006364328520496065
228	 10 	 NO 	 NO 	 9.096670565532547e-05 	 9.096670565532547e-05
228	 21 	 HN2O 	 HON2 	 0.005290695476667335 	 0.005290695476667335
228	 5 	 F2 	 F2 	 0.0003034212285594921 	 0.0003034212285594921
228	 24 	 C 	 C 	 0.00010039400992867907 	 0.00010039400992867907
228	 11 	 NO2 	 NO2 	 0.004612617833240436 	 0.004612617833240436
228	 13 	 O3 	 O3 	 0.004113332133654088 	 0.004113332133654088
228	 18 	 H3N 	 NH3 	 0.0010218800005453324 	 0.0010218800005453324
228	 19 	 HO 	 OH 	 4.194532539302706e-05 	 4.194532539302706e-05
228	 12 	 HN 	 NH 	 0.0014719143040460643 	 0.0014719143040460643
228	 1 	 N2 	 N2 	 9.629597889442278e-06 	 9.629597889442278e-06
228	 9 	 Na2 	 Na2 	 3.289436272612802e-05 	 3.289436272612802e-05
228	 6 	 C2H2 	 C2H2 	 9.876437403965788e-05 	 9.876437403965788e-05
228	 7 	 CO 	 OC 	 0.00033404956727201246 	 0.00033404956727201246
228	 20 	 CH 	 CH 	 6.900991262720138e-07 	 6.900991262720138e-07
229	 21 	 HN2O 	 HON2 	 0.005290705497450506 	 0.005290705497450506
229	 4 	 CO2 	 CO2 	 0.006370254131037724 	 0.006370254131037724
229	 9 	 Na2 	 Na2 	 3.285483348640487e-05 	 3.285483348640487e-05
229	 14 	 N2O 	 N2O 	 0.0038477037337342744 	 0.0038477037337342744
229	 16 	 CH2 	 CH2 	 0.003568138917676917 	 0.003568138917676917
229	 19 	 HO 	 OH 	 4.151336820083475e-05 	 4.151336820083475e-05
229	 17 	 H2O 	 OH2 	 0.0005706928508441433 	 0.0005706928508441433
229	 12 	 HN 	 NH 	 0.0014720205616262916 	 0.0014720205616262916
229	 23 	 HF2 	 HF2 	 0.003504007071867595 	 0.003504007071867595
229	 10 	 NO 	 NO 	 9.178736418136122e-05 	 9.178736418136122e-05
229	 24 	 C 	 C 	 0.00010022514106514486 	 0.00010022514106514486
229	 15 	 CH3 	 CH3 	 6.20724559530348e-05 	 6.20724559530348e-05
229	 11 	 NO2 	 NO2 	 0.004627360352602472 	 0.004627360352602472
229	 6 	 C2H2 	 C2H2 	 0.00010476822358094229 	 0.00010476822358094229
229	 7 	 CO 	 OC 	 0.0003332413568553808 	 0.0003332413568553808
229	 8 	 HLi 	 LiH 	 3.7050995551503065e-07 	 3.7050995551503065e-07
229	 0 	 H2 	 H2 	 1.2086663841772766e-06 	 1.2086663841772766e-06
229	 18 	 H3N 	 NH3 	 0.0010208272177315027 	 0.0010208272177315027
229	 3 	 CHN 	 CNH 	 0.002559766344709456 	 0.002559766344709456
229	 2 	 FLi 	 LiF 	 0.006776046071767561 	 0.006776046071767561
229	 5 	 F2 	 F2 	 0.00030286288624237505 	 0.00030286288624237505
229	 25 	 Li 	 Li 	 3.706458640784289e-05 	 3.706458640784289e-05
229	 1 	 N2 	 N2 	 9.53447575785036e-06 	 9.53447575785036e-06
229	 13 	 O3 	 O3 	 0.004123030713786165 	 0.004123030713786165
229	 22 	 CH4O 	 CH4O 	 0.0002813179717155067 	 0.0002813179717155067
229	 20 	 CH 	 CH 	 2.0508842690931187e-06 	 2.0508842690931187e-06
230	 20 	 CH 	 CH 	 6.948203600954825e-07 	 6.948203600954825e-07
230	 3 	 CHN 	 CNH 	 0.002560510492402633 	 0.002560510492402633
230	 9 	 Na2 	 Na2 	 3.286505079355003e-05 	 3.286505079355003e-05
230	 7 	 CO 	 OC 	 0.0003336241040644461 	 0.0003336241040644461
230	 17 	 H2O 	 OH2 	 0.0005702019553977326 	 0.0005702019553977326
230	 21 	 HN2O 	 HON2 	 0.005290702712479806 	 0.005290702712479806
230	 14 	 N2O 	 N2O 	 0.0038471938054138047 	 0.0038471938054138047
230	 18 	 H3N 	 NH3 	 0.00102124335022885 	 0.00102124335022885
230	 22 	 CH4O 	 CH4O 	 0.0002813178699673051 	 0.0002813178699673051
230	 8 	 HLi 	 LiH 	 3.5495031307541665e-07 	 3.5495031307541665e-07
230	 0 	 H2 	 H2 	 1.2542150332197445e-06 	 1.2542150332197445e-06
230	 24 	 C 	 C 	 0.00010031236389937537 	 0.00010031236389937537
230	 4 	 CO2 	 CO2 	 0.006369418650011442 	 0.006369418650011442
230	 2 	 FLi 	 LiF 	 0.006796730564755861 	 0.006796730564755861
230	 11 	 NO2 	 NO2 	 0.0046188520306628825 	 0.0046188520306628825
230	 5 	 F2 	 F2 	 0.00030348701251348766 	 0.00030348701251348766
230	 1 	 N2 	 N2 	 9.752935093083778e-06 	 9.752935093083778e-06
230	 15 	 CH3 	 CH3 	 6.175233368030702e-05 	 6.175233368030702e-05
230	 19 	 HO 	 OH 	 4.1445388909246096e-05 	 4.1445388909246096e-05
230	 12 	 HN 	 NH 	 0.0014720751392675337 	 0.0014720751392675337
230	 13 	 O3 	 O3 	 0.004112821501222295 	 0.004112821501222295
230	 6 	 C2H2 	 C2H2 	 0.00010463701540352013 	 0.00010463701540352013
230	 23 	 HF2 	 HF2 	 0.0035040020102736166 	 0.0035040020102736166
230	 25 	 Li 	 Li 	 3.969223116602365e-05 	 3.969223116602365e-05
230	 16 	 CH2 	 CH2 	 0.003568818061392531 	 0.003568818061392531
230	 10 	 NO 	 NO 	 9.090208600603501e-05 	 9.090208600603501e-05
231	 3 	 CHN 	 CNH 	 0.002562366576604439 	 0.002562366576604439
231	 23 	 HF2 	 HF2 	 0.0035040007942717223 	 0.0035040007942717223
231	 11 	 NO2 	 NO2 	 0.004595905924443343 	 0.004595905924443343
231	 9 	 Na2 	 Na2 	 3.2846422805397156e-05 	 3.2846422805397156e-05
231	 17 	 H2O 	 OH2 	 0.0005711283936193302 	 0.0005711283936193302
231	 6 	 C2H2 	 C2H2 	 0.00010422538280143454 	 0.00010422538280143454
231	 13 	 O3 	 O3 	 0.004130923654279503 	 0.004130923654279503
231	 8 	 HLi 	 LiH 	 3.8832283476449243e-07 	 3.8832283476449243e-07
231	 15 	 CH3 	 CH3 	 6.166766404686896e-05 	 6.166766404686896e-05
231	 7 	 CO 	 OC 	 0.00033251754807383225 	 0.00033251754807383225
231	 25 	 Li 	 Li 	 3.752894979690888e-05 	 3.752894979690888e-05
231	 24 	 C 	 C 	 0.00010128098984353679 	 0.00010128098984353679
231	 14 	 N2O 	 N2O 	 0.00385006172831073 	 0.00385006172831073
231	 16 	 CH2 	 CH2 	 0.003566518737203014 	 0.003566518737203014
231	 20 	 CH 	 CH 	 2.059617397022931e-06 	 2.059617397022931e-06
231	 1 	 N2 	 N2 	 9.501844411708578e-06 	 9.501844411708578e-06
231	 21 	 HN2O 	 HON2 	 0.005290702421666327 	 0.005290702421666327
231	 12 	 HN 	 NH 	 0.0014727638585085047 	 0.0014727638585085047
231	 0 	 H2 	 H2 	 1.2281295573490836e-06 	 1.2281295573490836e-06
231	 5 	 F2 	 F2 	 0.0003035099899773785 	 0.0003035099899773785
231	 2 	 FLi 	 LiF 	 0.006799807850744177 	 0.006799807850744177
231	 19 	 HO 	 OH 	 4.153545244926496e-05 	 4.153545244926496e-05
231	 18 	 H3N 	 NH3 	 0.0010216251471042285 	 0.0010216251471042285
231	 10 	 NO 	 NO 	 9.103582440845917e-05 	 9.103582440845917e-05
231	 22 	 CH4O 	 CH4O 	 0.00028131791407578057 	 0.00028131791407578057
231	 4 	 CO2 	 CO2 	 0.00637248291669114 	 0.00637248291669114
232	 13 	 O3 	 O3 	 0.004127449006876951 	 0.004127449006876951
232	 11 	 NO2 	 NO2 	 0.004623788991641298 	 0.004623788991641298
232	 4 	 CO2 	 CO2 	 0.0063745588312915605 	 0.0063745588312915605
232	 15 	 CH3 	 CH3 	 6.190067846186342e-05 	 6.190067846186342e-05
232	 23 	 HF2 	 HF2 	 0.003504005200755116 	 0.003504005200755116
232	 5 	 F2 	 F2 	 0.00030284190345441554 	 0.00030284190345441554
232	 1 	 N2 	 N2 	 9.188544930267782e-06 	 9.188544930267782e-06
232	 16 	 CH2 	 CH2 	 0.003568262878479692 	 0.003568262878479692
232	 2 	 FLi 	 LiF 	 0.006780422830297074 	 0.006780422830297074
232	 25 	 Li 	 Li 	 3.64098545063682e-05 	 3.64098545063682e-05
232	 12 	 HN 	 NH 	 0.0014726432794464213 	 0.0014726432794464213
232	 19 	 HO 	 OH 	 4.1429469710864455e-05 	 4.1429469710864455e-05
232	 20 	 CH 	 CH 	 2.047862154934101e-06 	 2.047862154934101e-06
232	 7 	 CO 	 OC 	 0.00033232330324559734 	 0.00033232330324559734
232	 3 	 CHN 	 CNH 	 0.0025596138290809615 	 0.0025596138290809615
232	 0 	 H2 	 H2 	 1.2769577257613963e-06 	 1.2769577257613963e-06
232	 21 	 HN2O 	 HON2 	 0.005290692801351678 	 0.005290692801351678
232	 8 	 HLi 	 LiH 	 3.3022041107795685e-07 	 3.3022041107795685e-07
232	 6 	 C2H2 	 C2H2 	 0.0001044258467366788 	 0.0001044258467366788
232	 10 	 NO 	 NO 	 9.096323724438357e-05 	 9.096323724438357e-05
232	 9 	 Na2 	 Na2 	 3.286186612626438e-05 	 3.286186612626438e-05
232	 17 	 H2O 	 OH2 	 0.0005691267339528809 	 0.0005691267339528809
232	 14 	 N2O 	 N2O 	 0.0038449553120411734 	 0.0038449553120411734
232	 18 	 H3N 	 NH3 	 0.0010207830741464912 	 0.0010207830741464912
232	 24 	 C 	 C 	 0.00010038677910689013 	 0.00010038677910689013
232	 22 	 CH4O 	 CH4O 	 0.0002813171998025901 	 0.0002813171998025901
