#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
54	 24 	 C 	 C 	 7.489960461265338e-05 	 7.489960461265338e-05
54	 9 	 CO 	 OC 	 0.0005147845668929188 	 0.0005147845668929188
54	 25 	 Cl 	 Cl 	 1.6201214723619808e-05 	 1.6201214723619808e-05
54	 18 	 CH3 	 CH3 	 0.000566236322896687 	 0.000566236322896687
54	 22 	 HO 	 OH 	 1.5593691426967077e-05 	 1.5593691426967077e-05
54	 20 	 H2O 	 OH2 	 4.10664178384365e-05 	 4.10664178384365e-05
54	 35 	 HF2 	 HF2 	 0.001399136150883527 	 0.001399136150883527
54	 12 	 Na2 	 Na2 	 5.518309867913919e-07 	 5.518309867913919e-07
54	 2 	 FLi 	 LiF 	 0.006694437606479267 	 0.006694437606479267
54	 27 	 H 	 H 	 4.5664833297654623e-07 	 4.5664833297654623e-07
54	 29 	 N 	 N 	 6.794218408645621e-05 	 6.794218408645621e-05
54	 19 	 CH2 	 CH2 	 0.00046832377502758674 	 0.00046832377502758674
54	 31 	 O 	 O 	 2.3411137628869876e-05 	 2.3411137628869876e-05
54	 30 	 Na 	 Na 	 4.539353112291061e-06 	 4.539353112291061e-06
54	 6 	 F2 	 F2 	 6.092029076098756e-05 	 6.092029076098756e-05
54	 37 	 Li 	 Li 	 2.619637702832588e-06 	 2.619637702832588e-06
54	 14 	 NO2 	 NO2 	 0.0027447942597349207 	 0.0027447942597349207
54	 16 	 O3 	 O3 	 0.0015856246051982044 	 0.0015856246051982044
54	 13 	 NO 	 NO 	 4.4174407961497715e-05 	 4.4174407961497715e-05
54	 26 	 F 	 F 	 3.950722961237837e-06 	 3.950722961237837e-06
54	 21 	 H3N 	 NH3 	 0.00014365698485688803 	 0.00014365698485688803
54	 11 	 HLi 	 LiH 	 2.8971010566698257e-05 	 2.8971010566698257e-05
54	 28 	 Li 	 Li 	 7.4556083393094865e-06 	 7.4556083393094865e-06
54	 4 	 CO2 	 CO2 	 0.010363621960518826 	 0.010363621960518826
54	 3 	 CHN 	 CNH 	 0.004665240820537849 	 0.004665240820537849
54	 0 	 H2 	 H2 	 4.823312528292914e-05 	 4.823312528292914e-05
54	 23 	 CH 	 CH 	 3.1851583068463775e-06 	 3.1851583068463775e-06
54	 17 	 N2O 	 N2O 	 0.002313469520375162 	 0.002313469520375162
54	 36 	 C 	 C 	 4.434193346237457e-05 	 4.434193346237457e-05
54	 8 	 C2H2 	 C2H2 	 4.10617762331601e-05 	 4.10617762331601e-05
54	 1 	 N2 	 N2 	 4.551614214016232e-06 	 4.551614214016232e-06
55	 27 	 H 	 H 	 4.5188425018348836e-07 	 4.5188425018348836e-07
55	 15 	 HN 	 NH 	 0.00011196216367755993 	 0.00011196216367755993
55	 21 	 H3N 	 NH3 	 0.0001442214671992807 	 0.0001442214671992807
55	 4 	 CO2 	 CO2 	 0.010344520519702497 	 0.010344520519702497
55	 3 	 CHN 	 CNH 	 0.004657311211440668 	 0.004657311211440668
55	 24 	 C 	 C 	 7.300133748459265e-05 	 7.300133748459265e-05
55	 12 	 Na2 	 Na2 	 5.470733090758482e-07 	 5.470733090758482e-07
55	 2 	 FLi 	 LiF 	 0.006672078449879416 	 0.006672078449879416
55	 11 	 HLi 	 LiH 	 2.8966662431156675e-05 	 2.8966662431156675e-05
55	 22 	 HO 	 OH 	 1.567065300207278e-05 	 1.567065300207278e-05
55	 14 	 NO2 	 NO2 	 0.0027672946388672764 	 0.0027672946388672764
55	 0 	 H2 	 H2 	 4.8268588056206106e-05 	 4.8268588056206106e-05
55	 28 	 Li 	 Li 	 7.986625325166068e-06 	 7.986625325166068e-06
55	 16 	 O3 	 O3 	 0.0016057834535443745 	 0.0016057834535443745
55	 29 	 N 	 N 	 7.119653215990008e-05 	 7.119653215990008e-05
55	 37 	 Li 	 Li 	 2.651782087039557e-06 	 2.651782087039557e-06
55	 9 	 CO 	 OC 	 0.0005102737730040781 	 0.0005102737730040781
55	 36 	 C 	 C 	 4.38703360960456e-05 	 4.38703360960456e-05
55	 26 	 F 	 F 	 6.370566773158136e-06 	 6.370566773158136e-06
55	 6 	 F2 	 F2 	 6.201801214598151e-05 	 6.201801214598151e-05
55	 20 	 H2O 	 OH2 	 4.1615047048932195e-05 	 4.1615047048932195e-05
55	 8 	 C2H2 	 C2H2 	 4.017360870224063e-05 	 4.017360870224063e-05
55	 30 	 Na 	 Na 	 7.157515155306639e-06 	 7.157515155306639e-06
55	 13 	 NO 	 NO 	 4.53837568658826e-05 	 4.53837568658826e-05
55	 1 	 N2 	 N2 	 4.94987948144462e-06 	 4.94987948144462e-06
55	 17 	 N2O 	 N2O 	 0.002342352620583109 	 0.002342352620583109
55	 25 	 Cl 	 Cl 	 1.793005541197658e-05 	 1.793005541197658e-05
55	 18 	 CH3 	 CH3 	 0.0005700935722390577 	 0.0005700935722390577
55	 23 	 CH 	 CH 	 3.186397183020904e-06 	 3.186397183020904e-06
55	 19 	 CH2 	 CH2 	 0.0004699094742129598 	 0.0004699094742129598
55	 35 	 HF2 	 HF2 	 0.0014054063801694763 	 0.0014054063801694763
55	 31 	 O 	 O 	 2.5513965157539096e-05 	 2.5513965157539096e-05
56	 27 	 H 	 H 	 4.647829565557669e-07 	 4.647829565557669e-07
56	 14 	 NO2 	 NO2 	 0.0027780569577275306 	 0.0027780569577275306
56	 15 	 HN 	 NH 	 0.00011252244631545518 	 0.00011252244631545518
56	 31 	 O 	 O 	 2.4717503042762702e-05 	 2.4717503042762702e-05
56	 1 	 N2 	 N2 	 4.886356974321114e-06 	 4.886356974321114e-06
56	 4 	 CO2 	 CO2 	 0.010323547128401025 	 0.010323547128401025
56	 25 	 Cl 	 Cl 	 1.1740954886865585e-05 	 1.1740954886865585e-05
56	 8 	 C2H2 	 C2H2 	 3.972318644747605e-05 	 3.972318644747605e-05
56	 20 	 H2O 	 OH2 	 4.239940847710243e-05 	 4.239940847710243e-05
56	 6 	 F2 	 F2 	 6.208532908383343e-05 	 6.208532908383343e-05
56	 29 	 N 	 N 	 6.858948118465517e-05 	 6.858948118465517e-05
56	 19 	 CH2 	 CH2 	 0.0004716223414951723 	 0.0004716223414951723
56	 0 	 H2 	 H2 	 4.831476521442881e-05 	 4.831476521442881e-05
56	 22 	 HO 	 OH 	 1.5873240232019538e-05 	 1.5873240232019538e-05
56	 30 	 Na 	 Na 	 4.21145719352678e-06 	 4.21145719352678e-06
56	 35 	 HF2 	 HF2 	 0.001405164959004294 	 0.001405164959004294
56	 9 	 CO 	 OC 	 0.0005084813812186886 	 0.0005084813812186886
56	 21 	 H3N 	 NH3 	 0.00014573005564789794 	 0.00014573005564789794
56	 28 	 Li 	 Li 	 7.926972123141e-06 	 7.926972123141e-06
56	 18 	 CH3 	 CH3 	 0.0005733132320820199 	 0.0005733132320820199
56	 16 	 O3 	 O3 	 0.0016183526649446143 	 0.0016183526649446143
56	 36 	 C 	 C 	 4.421019398753262e-05 	 4.421019398753262e-05
56	 2 	 FLi 	 LiF 	 0.006673162935622974 	 0.006673162935622974
56	 11 	 HLi 	 LiH 	 2.8922238622543283e-05 	 2.8922238622543283e-05
56	 12 	 Na2 	 Na2 	 5.409812692411667e-07 	 5.409812692411667e-07
56	 13 	 NO 	 NO 	 4.572334928593572e-05 	 4.572334928593572e-05
56	 3 	 CHN 	 CNH 	 0.004640805405865966 	 0.004640805405865966
56	 37 	 Li 	 Li 	 2.647131284313623e-06 	 2.647131284313623e-06
56	 24 	 C 	 C 	 7.415038912421741e-05 	 7.415038912421741e-05
56	 26 	 F 	 F 	 4.793317245883424e-06 	 4.793317245883424e-06
56	 23 	 CH 	 CH 	 3.2320019884286e-06 	 3.2320019884286e-06
56	 17 	 N2O 	 N2O 	 0.0023571055636642103 	 0.0023571055636642103
57	 24 	 C 	 C 	 7.419067031537796e-05 	 7.419067031537796e-05
57	 3 	 CHN 	 CNH 	 0.004635340984098008 	 0.004635340984098008
57	 26 	 F 	 F 	 4.699623401988146e-06 	 4.699623401988146e-06
57	 8 	 C2H2 	 C2H2 	 3.75256879846694e-05 	 3.75256879846694e-05
57	 6 	 F2 	 F2 	 6.236860543171112e-05 	 6.236860543171112e-05
57	 35 	 HF2 	 HF2 	 0.001406561117569827 	 0.001406561117569827
57	 30 	 Na 	 Na 	 4.403548842965414e-06 	 4.403548842965414e-06
57	 37 	 Li 	 Li 	 2.6692169304287274e-06 	 2.6692169304287274e-06
57	 25 	 Cl 	 Cl 	 9.185613005095609e-06 	 9.185613005095609e-06
57	 19 	 CH2 	 CH2 	 0.00047277035981152656 	 0.00047277035981152656
57	 29 	 N 	 N 	 6.775212776077307e-05 	 6.775212776077307e-05
57	 12 	 Na2 	 Na2 	 5.416210616228616e-07 	 5.416210616228616e-07
57	 14 	 NO2 	 NO2 	 0.0027925903079466965 	 0.0027925903079466965
57	 22 	 HO 	 OH 	 1.5999440757045838e-05 	 1.5999440757045838e-05
57	 31 	 O 	 O 	 2.2308039057844816e-05 	 2.2308039057844816e-05
57	 16 	 O3 	 O3 	 0.0016211688122806708 	 0.0016211688122806708
57	 21 	 H3N 	 NH3 	 0.00014809487521819198 	 0.00014809487521819198
57	 23 	 CH 	 CH 	 3.275037591865131e-06 	 3.275037591865131e-06
57	 1 	 N2 	 N2 	 5.2123923152581685e-06 	 5.2123923152581685e-06
57	 15 	 HN 	 NH 	 0.00011334295611818286 	 0.00011334295611818286
57	 9 	 CO 	 OC 	 0.000507218064607614 	 0.000507218064607614
57	 0 	 H2 	 H2 	 4.8776689743046324e-05 	 4.8776689743046324e-05
57	 4 	 CO2 	 CO2 	 0.010305239599960058 	 0.010305239599960058
57	 2 	 FLi 	 LiF 	 0.0066767640198009915 	 0.0066767640198009915
57	 17 	 N2O 	 N2O 	 0.002362400298112524 	 0.002362400298112524
57	 27 	 H 	 H 	 4.5744773663695464e-07 	 4.5744773663695464e-07
57	 36 	 C 	 C 	 4.420447450808205e-05 	 4.420447450808205e-05
57	 18 	 CH3 	 CH3 	 0.0005781926406370694 	 0.0005781926406370694
57	 11 	 HLi 	 LiH 	 2.9245702075515046e-05 	 2.9245702075515046e-05
57	 13 	 NO 	 NO 	 4.604986075339855e-05 	 4.604986075339855e-05
57	 20 	 H2O 	 OH2 	 4.388288381944483e-05 	 4.388288381944483e-05
57	 28 	 Li 	 Li 	 7.938282696868709e-06 	 7.938282696868709e-06
58	 9 	 CO 	 OC 	 0.0005054931012036615 	 0.0005054931012036615
58	 36 	 C 	 C 	 4.4175232295946974e-05 	 4.4175232295946974e-05
58	 8 	 C2H2 	 C2H2 	 3.597670260968487e-05 	 3.597670260968487e-05
58	 18 	 CH3 	 CH3 	 0.0005774295110487813 	 0.0005774295110487813
58	 3 	 CHN 	 CNH 	 0.004620868521087475 	 0.004620868521087475
58	 24 	 C 	 C 	 7.474637986828409e-05 	 7.474637986828409e-05
58	 0 	 H2 	 H2 	 4.87071781286588e-05 	 4.87071781286588e-05
58	 26 	 F 	 F 	 4.948273359824646e-06 	 4.948273359824646e-06
58	 28 	 Li 	 Li 	 8.031966998080718e-06 	 8.031966998080718e-06
58	 6 	 F2 	 F2 	 6.315500301066034e-05 	 6.315500301066034e-05
58	 13 	 NO 	 NO 	 4.652387380304986e-05 	 4.652387380304986e-05
58	 1 	 N2 	 N2 	 5.40976516833418e-06 	 5.40976516833418e-06
58	 29 	 N 	 N 	 6.978561283288307e-05 	 6.978561283288307e-05
58	 12 	 Na2 	 Na2 	 5.418670952881383e-07 	 5.418670952881383e-07
58	 35 	 HF2 	 HF2 	 0.0014099546554992828 	 0.0014099546554992828
58	 30 	 Na 	 Na 	 4.709359237317636e-06 	 4.709359237317636e-06
58	 37 	 Li 	 Li 	 2.6850553664504225e-06 	 2.6850553664504225e-06
58	 14 	 NO2 	 NO2 	 0.00281122311627975 	 0.00281122311627975
58	 19 	 CH2 	 CH2 	 0.0004747338494924531 	 0.0004747338494924531
58	 4 	 CO2 	 CO2 	 0.010274624585898066 	 0.010274624585898066
58	 15 	 HN 	 NH 	 0.00011378012685862029 	 0.00011378012685862029
58	 22 	 HO 	 OH 	 1.6054282413931978e-05 	 1.6054282413931978e-05
58	 23 	 CH 	 CH 	 3.3230453012334335e-06 	 3.3230453012334335e-06
58	 27 	 H 	 H 	 4.62351619615639e-07 	 4.62351619615639e-07
58	 17 	 N2O 	 N2O 	 0.0023846667223708044 	 0.0023846667223708044
58	 21 	 H3N 	 NH3 	 0.00014861043688526557 	 0.00014861043688526557
58	 20 	 H2O 	 OH2 	 4.392183222220915e-05 	 4.392183222220915e-05
58	 25 	 Cl 	 Cl 	 1.404669427139237e-05 	 1.404669427139237e-05
58	 16 	 O3 	 O3 	 0.0016452151947918565 	 0.0016452151947918565
58	 2 	 FLi 	 LiF 	 0.006670272760828125 	 0.006670272760828125
58	 31 	 O 	 O 	 2.5755477864187033e-05 	 2.5755477864187033e-05
58	 11 	 HLi 	 LiH 	 2.9357819906866766e-05 	 2.9357819906866766e-05
59	 0 	 H2 	 H2 	 4.8812619034649915e-05 	 4.8812619034649915e-05
59	 25 	 Cl 	 Cl 	 1.279906405394333e-05 	 1.279906405394333e-05
59	 11 	 HLi 	 LiH 	 2.9387965714703865e-05 	 2.9387965714703865e-05
59	 1 	 N2 	 N2 	 5.575427520261397e-06 	 5.575427520261397e-06
59	 4 	 CO2 	 CO2 	 0.010256396132327514 	 0.010256396132327514
59	 23 	 CH 	 CH 	 3.318036328557876e-06 	 3.318036328557876e-06
59	 6 	 F2 	 F2 	 6.357442987878129e-05 	 6.357442987878129e-05
59	 14 	 NO2 	 NO2 	 0.0028312003583244386 	 0.0028312003583244386
59	 12 	 Na2 	 Na2 	 5.297639732070248e-07 	 5.297639732070248e-07
59	 28 	 Li 	 Li 	 8.271947087757766e-06 	 8.271947087757766e-06
59	 21 	 H3N 	 NH3 	 0.00014980295433342092 	 0.00014980295433342092
59	 16 	 O3 	 O3 	 0.00165219797614843 	 0.00165219797614843
59	 15 	 HN 	 NH 	 0.00011386269271240719 	 0.00011386269271240719
59	 13 	 NO 	 NO 	 4.716342778768809e-05 	 4.716342778768809e-05
59	 36 	 C 	 C 	 4.4138304382310647e-05 	 4.4138304382310647e-05
59	 22 	 HO 	 OH 	 1.605879029564698e-05 	 1.605879029564698e-05
59	 18 	 CH3 	 CH3 	 0.0005785342864806322 	 0.0005785342864806322
59	 27 	 H 	 H 	 4.664654867112051e-07 	 4.664654867112051e-07
59	 30 	 Na 	 Na 	 5.752359939835245e-06 	 5.752359939835245e-06
59	 35 	 HF2 	 HF2 	 0.0014157329790638916 	 0.0014157329790638916
59	 26 	 F 	 F 	 5.872288375007852e-06 	 5.872288375007852e-06
59	 19 	 CH2 	 CH2 	 0.00047467992911820776 	 0.00047467992911820776
59	 9 	 CO 	 OC 	 0.0005002608340500561 	 0.0005002608340500561
59	 31 	 O 	 O 	 2.6377657137542317e-05 	 2.6377657137542317e-05
59	 29 	 N 	 N 	 7.266327420163616e-05 	 7.266327420163616e-05
59	 2 	 FLi 	 LiF 	 0.006660580883057698 	 0.006660580883057698
59	 17 	 N2O 	 N2O 	 0.0024090219977948037 	 0.0024090219977948037
59	 37 	 Li 	 Li 	 2.694191724625361e-06 	 2.694191724625361e-06
59	 20 	 H2O 	 OH2 	 4.4623551625954e-05 	 4.4623551625954e-05
59	 8 	 C2H2 	 C2H2 	 3.454332690254327e-05 	 3.454332690254327e-05
59	 24 	 C 	 C 	 7.694860856968958e-05 	 7.694860856968958e-05
59	 3 	 CHN 	 CNH 	 0.004606898785940974 	 0.004606898785940974
60	 20 	 H2O 	 OH2 	 4.497091464673418e-05 	 4.497091464673418e-05
60	 15 	 HN 	 NH 	 0.00011419367093150914 	 0.00011419367093150914
60	 31 	 O 	 O 	 2.512760339654415e-05 	 2.512760339654415e-05
60	 24 	 C 	 C 	 7.647445901893003e-05 	 7.647445901893003e-05
60	 0 	 H2 	 H2 	 4.8775714654361696e-05 	 4.8775714654361696e-05
60	 30 	 Na 	 Na 	 4.738101753377638e-06 	 4.738101753377638e-06
60	 3 	 CHN 	 CNH 	 0.004601065753068132 	 0.004601065753068132
60	 9 	 CO 	 OC 	 0.0004997726931182942 	 0.0004997726931182942
60	 2 	 FLi 	 LiF 	 0.006647008049553418 	 0.006647008049553418
60	 14 	 NO2 	 NO2 	 0.0028442126274786025 	 0.0028442126274786025
60	 35 	 HF2 	 HF2 	 0.0014149290096798686 	 0.0014149290096798686
60	 4 	 CO2 	 CO2 	 0.010225028453460627 	 0.010225028453460627
60	 8 	 C2H2 	 C2H2 	 3.387418760768109e-05 	 3.387418760768109e-05
60	 29 	 N 	 N 	 7.020390398249257e-05 	 7.020390398249257e-05
60	 1 	 N2 	 N2 	 6.191320371962342e-06 	 6.191320371962342e-06
60	 37 	 Li 	 Li 	 2.716010882553386e-06 	 2.716010882553386e-06
60	 28 	 Li 	 Li 	 8.268960592735766e-06 	 8.268960592735766e-06
60	 36 	 C 	 C 	 4.426921603710883e-05 	 4.426921603710883e-05
60	 18 	 CH3 	 CH3 	 0.0005834161739882728 	 0.0005834161739882728
60	 11 	 HLi 	 LiH 	 2.9563425915464174e-05 	 2.9563425915464174e-05
60	 13 	 NO 	 NO 	 4.7827725758739125e-05 	 4.7827725758739125e-05
60	 25 	 Cl 	 Cl 	 8.718827395844864e-06 	 8.718827395844864e-06
60	 22 	 HO 	 OH 	 1.6372428356660914e-05 	 1.6372428356660914e-05
60	 19 	 CH2 	 CH2 	 0.00047806296597430973 	 0.00047806296597430973
60	 26 	 F 	 F 	 4.829232048287902e-06 	 4.829232048287902e-06
60	 17 	 N2O 	 N2O 	 0.002425711805731882 	 0.002425711805731882
60	 23 	 CH 	 CH 	 3.3881483719655803e-06 	 3.3881483719655803e-06
60	 16 	 O3 	 O3 	 0.0016717584750532968 	 0.0016717584750532968
60	 12 	 Na2 	 Na2 	 5.28136209575137e-07 	 5.28136209575137e-07
60	 27 	 H 	 H 	 4.7069570279135125e-07 	 4.7069570279135125e-07
60	 6 	 F2 	 F2 	 6.473022574049478e-05 	 6.473022574049478e-05
60	 21 	 H3N 	 NH3 	 0.0001525184854879733 	 0.0001525184854879733
61	 25 	 Cl 	 Cl 	 9.73479050423194e-06 	 9.73479050423194e-06
61	 22 	 HO 	 OH 	 1.633346949073129e-05 	 1.633346949073129e-05
61	 13 	 NO 	 NO 	 4.8094640061638304e-05 	 4.8094640061638304e-05
61	 29 	 N 	 N 	 7.146852446762676e-05 	 7.146852446762676e-05
61	 21 	 H3N 	 NH3 	 0.00015258572865906085 	 0.00015258572865906085
61	 2 	 FLi 	 LiF 	 0.006644511320502579 	 0.006644511320502579
61	 20 	 H2O 	 OH2 	 4.600483185295416e-05 	 4.600483185295416e-05
61	 12 	 Na2 	 Na2 	 5.29759519224634e-07 	 5.29759519224634e-07
61	 26 	 F 	 F 	 5.047973117223062e-06 	 5.047973117223062e-06
61	 11 	 HLi 	 LiH 	 2.9654921023926808e-05 	 2.9654921023926808e-05
61	 6 	 F2 	 F2 	 6.476413253834166e-05 	 6.476413253834166e-05
61	 8 	 C2H2 	 C2H2 	 3.375170598650241e-05 	 3.375170598650241e-05
61	 28 	 Li 	 Li 	 8.339980649012807e-06 	 8.339980649012807e-06
61	 37 	 Li 	 Li 	 2.7267554169631497e-06 	 2.7267554169631497e-06
61	 15 	 HN 	 NH 	 0.0001151213222928382 	 0.0001151213222928382
61	 36 	 C 	 C 	 4.4184976904440936e-05 	 4.4184976904440936e-05
61	 14 	 NO2 	 NO2 	 0.0028618254029191188 	 0.0028618254029191188
61	 18 	 CH3 	 CH3 	 0.0005849803531045824 	 0.0005849803531045824
61	 23 	 CH 	 CH 	 3.4132889615100164e-06 	 3.4132889615100164e-06
61	 30 	 Na 	 Na 	 4.636241828155662e-06 	 4.636241828155662e-06
61	 35 	 HF2 	 HF2 	 0.0014176386130880269 	 0.0014176386130880269
61	 4 	 CO2 	 CO2 	 0.010206418570482328 	 0.010206418570482328
61	 1 	 N2 	 N2 	 6.370931529156986e-06 	 6.370931529156986e-06
61	 27 	 H 	 H 	 4.6727479418513784e-07 	 4.6727479418513784e-07
61	 19 	 CH2 	 CH2 	 0.0004788765511079596 	 0.0004788765511079596
61	 0 	 H2 	 H2 	 4.902468373483658e-05 	 4.902468373483658e-05
61	 31 	 O 	 O 	 2.5214332284181347e-05 	 2.5214332284181347e-05
61	 24 	 C 	 C 	 7.732809923921623e-05 	 7.732809923921623e-05
61	 17 	 N2O 	 N2O 	 0.0024363277053971307 	 0.0024363277053971307
61	 16 	 O3 	 O3 	 0.001680551604872146 	 0.001680551604872146
61	 9 	 CO 	 OC 	 0.0004950804542926589 	 0.0004950804542926589
61	 3 	 CHN 	 CNH 	 0.004582840540656596 	 0.004582840540656596
62	 2 	 FLi 	 LiF 	 0.006636090176929408 	 0.006636090176929408
62	 28 	 Li 	 Li 	 8.472105483564012e-06 	 8.472105483564012e-06
62	 19 	 CH2 	 CH2 	 0.000479386350401354 	 0.000479386350401354
62	 0 	 H2 	 H2 	 4.903340802703054e-05 	 4.903340802703054e-05
62	 21 	 H3N 	 NH3 	 0.00015404830401327034 	 0.00015404830401327034
62	 16 	 O3 	 O3 	 0.001683842779465763 	 0.001683842779465763
62	 27 	 H 	 H 	 4.708976533520228e-07 	 4.708976533520228e-07
62	 4 	 CO2 	 CO2 	 0.010175827041645408 	 0.010175827041645408
62	 8 	 C2H2 	 C2H2 	 3.241507473432723e-05 	 3.241507473432723e-05
62	 6 	 F2 	 F2 	 6.538061148041399e-05 	 6.538061148041399e-05
62	 22 	 HO 	 OH 	 1.6321009557861476e-05 	 1.6321009557861476e-05
62	 17 	 N2O 	 N2O 	 0.0024505676226253457 	 0.0024505676226253457
62	 37 	 Li 	 Li 	 2.7520139727967983e-06 	 2.7520139727967983e-06
62	 1 	 N2 	 N2 	 6.760219495287161e-06 	 6.760219495287161e-06
62	 23 	 CH 	 CH 	 3.428043613437781e-06 	 3.428043613437781e-06
62	 12 	 Na2 	 Na2 	 5.19095194149778e-07 	 5.19095194149778e-07
62	 3 	 CHN 	 CNH 	 0.004567954750086646 	 0.004567954750086646
62	 35 	 HF2 	 HF2 	 0.0014257113029873783 	 0.0014257113029873783
62	 13 	 NO 	 NO 	 4.900412902515976e-05 	 4.900412902515976e-05
62	 36 	 C 	 C 	 4.37692637195693e-05 	 4.37692637195693e-05
62	 30 	 Na 	 Na 	 9.05885716028309e-06 	 9.05885716028309e-06
62	 9 	 CO 	 OC 	 0.0004915417464427315 	 0.0004915417464427315
62	 11 	 HLi 	 LiH 	 2.9644834446734125e-05 	 2.9644834446734125e-05
62	 24 	 C 	 C 	 8.304765419345268e-05 	 8.304765419345268e-05
62	 18 	 CH3 	 CH3 	 0.000584025898997218 	 0.000584025898997218
62	 31 	 O 	 O 	 3.058086335790888e-05 	 3.058086335790888e-05
62	 20 	 H2O 	 OH2 	 4.585376282867682e-05 	 4.585376282867682e-05
62	 15 	 HN 	 NH 	 0.00011538374876805867 	 0.00011538374876805867
62	 25 	 Cl 	 Cl 	 2.323806256359997e-05 	 2.323806256359997e-05
62	 29 	 N 	 N 	 7.825612307983809e-05 	 7.825612307983809e-05
62	 14 	 NO2 	 NO2 	 0.0029038692536347646 	 0.0029038692536347646
62	 26 	 F 	 F 	 7.447488017453003e-06 	 7.447488017453003e-06
63	 4 	 CO2 	 CO2 	 0.010150318411677977 	 0.010150318411677977
63	 14 	 NO2 	 NO2 	 0.002903141542315718 	 0.002903141542315718
63	 23 	 CH 	 CH 	 3.4377617785104894e-06 	 3.4377617785104894e-06
63	 21 	 H3N 	 NH3 	 0.0001546160093208041 	 0.0001546160093208041
63	 9 	 CO 	 OC 	 0.0004907401815053192 	 0.0004907401815053192
63	 24 	 C 	 C 	 8.098793913645619e-05 	 8.098793913645619e-05
63	 35 	 HF2 	 HF2 	 0.0014276887133364978 	 0.0014276887133364978
63	 0 	 H2 	 H2 	 4.9154085526021667e-05 	 4.9154085526021667e-05
63	 29 	 N 	 N 	 7.55748734392662e-05 	 7.55748734392662e-05
63	 2 	 FLi 	 LiF 	 0.0066285738589812945 	 0.0066285738589812945
63	 31 	 O 	 O 	 2.7158628519686827e-05 	 2.7158628519686827e-05
63	 27 	 H 	 H 	 4.80347031667911e-07 	 4.80347031667911e-07
63	 6 	 F2 	 F2 	 6.642808923097045e-05 	 6.642808923097045e-05
63	 16 	 O3 	 O3 	 0.0017093054758971684 	 0.0017093054758971684
63	 12 	 Na2 	 Na2 	 5.167903350331979e-07 	 5.167903350331979e-07
63	 3 	 CHN 	 CNH 	 0.0045572756919506924 	 0.0045572756919506924
63	 37 	 Li 	 Li 	 2.760909145992117e-06 	 2.760909145992117e-06
63	 20 	 H2O 	 OH2 	 4.772651320034379e-05 	 4.772651320034379e-05
63	 26 	 F 	 F 	 5.329821430548992e-06 	 5.329821430548992e-06
63	 11 	 HLi 	 LiH 	 2.9779652011470806e-05 	 2.9779652011470806e-05
63	 28 	 Li 	 Li 	 8.723282558444413e-06 	 8.723282558444413e-06
63	 1 	 N2 	 N2 	 7.184332005744816e-06 	 7.184332005744816e-06
63	 13 	 NO 	 NO 	 4.978299569554044e-05 	 4.978299569554044e-05
63	 15 	 HN 	 NH 	 0.00011629279039537387 	 0.00011629279039537387
63	 17 	 N2O 	 N2O 	 0.002480482985722191 	 0.002480482985722191
63	 19 	 CH2 	 CH2 	 0.00048269594013622603 	 0.00048269594013622603
63	 18 	 CH3 	 CH3 	 0.0005916122710784412 	 0.0005916122710784412
63	 22 	 HO 	 OH 	 1.6611596130053098e-05 	 1.6611596130053098e-05
63	 36 	 C 	 C 	 4.411212912047208e-05 	 4.411212912047208e-05
63	 8 	 C2H2 	 C2H2 	 3.068123465481421e-05 	 3.068123465481421e-05
63	 30 	 Na 	 Na 	 5.146249879579765e-06 	 5.146249879579765e-06
63	 25 	 Cl 	 Cl 	 1.0326267376801562e-05 	 1.0326267376801562e-05
64	 20 	 H2O 	 OH2 	 4.7907610325944976e-05 	 4.7907610325944976e-05
64	 16 	 O3 	 O3 	 0.0017130788387847156 	 0.0017130788387847156
64	 2 	 FLi 	 LiF 	 0.006620105076369724 	 0.006620105076369724
64	 21 	 H3N 	 NH3 	 0.00015775490188715618 	 0.00015775490188715618
64	 35 	 HF2 	 HF2 	 0.0014272569841331728 	 0.0014272569841331728
64	 36 	 C 	 C 	 4.411002180012526e-05 	 4.411002180012526e-05
64	 23 	 CH 	 CH 	 3.52839084050775e-06 	 3.52839084050775e-06
64	 11 	 HLi 	 LiH 	 2.9917822994006425e-05 	 2.9917822994006425e-05
64	 31 	 O 	 O 	 2.534619060340599e-05 	 2.534619060340599e-05
64	 8 	 C2H2 	 C2H2 	 3.219101003752187e-05 	 3.219101003752187e-05
64	 28 	 Li 	 Li 	 8.660511881290617e-06 	 8.660511881290617e-06
64	 3 	 CHN 	 CNH 	 0.004550295770802845 	 0.004550295770802845
64	 14 	 NO2 	 NO2 	 0.0029182306854026833 	 0.0029182306854026833
64	 25 	 Cl 	 Cl 	 8.332561940050516e-06 	 8.332561940050516e-06
64	 27 	 H 	 H 	 4.777993583525488e-07 	 4.777993583525488e-07
64	 13 	 NO 	 NO 	 4.990121764882464e-05 	 4.990121764882464e-05
64	 37 	 Li 	 Li 	 2.7814335412749323e-06 	 2.7814335412749323e-06
64	 4 	 CO2 	 CO2 	 0.010128894599248529 	 0.010128894599248529
64	 19 	 CH2 	 CH2 	 0.0004838294774270348 	 0.0004838294774270348
64	 9 	 CO 	 OC 	 0.0004875876759954241 	 0.0004875876759954241
64	 15 	 HN 	 NH 	 0.00011684389640004078 	 0.00011684389640004078
64	 12 	 Na2 	 Na2 	 5.226572449047411e-07 	 5.226572449047411e-07
