#	Epoch	E	E*lambda_E	rho	rho*lambda_rho	ae	ae*lambda_ae	total
0	6.425704661575753	0.0	16.49138677951849	412.2846694879622	60.85142339454536	60.85142339454536	92.7514195222396
1	7.404261137919871	0.0	16.482586603745997	412.0646650936499	60.62397103878428	60.62397103878428	92.63579778276318
2	8.173839798249563	0.0	16.463660333296893	411.59150833242234	59.8500592277468	59.8500592277468	92.30247762133028
3	9.275255117989847	0.0	16.440129735967428	411.0032433991857	59.39660348313061	59.39660348313061	92.04442807339322
4	10.06935280828981	0.0	16.417215517661234	410.43038794153085	58.78425903412553	58.78425903412553	91.74219464458744
5	11.102047705243715	0.0	16.40146830186427	410.03670754660675	58.20474380460554	58.20474380460554	91.48542706892081
6	12.445136601238188	0.0	16.37942610985432	409.485652746358	57.7297021991709	57.7297021991709	91.23355955789039
7	14.552871342121744	0.0	16.35874234549626	408.9685586374065	57.35635203787951	57.35635203787951	91.00730271179188
8	15.659877966364268	0.0	16.34250568792086	408.5626421980215	56.8482961268326	56.8482961268326	90.77134370482845
9	17.65945188136811	0.0	16.323909968459297	408.09774921148244	56.395611626308636	56.395611626308636	90.53650310793056
10	19.6616410800708	0.0	16.295996499048393	407.3999124762098	56.03296379937614	56.03296379937614	90.28676487065981
11	21.16775789188889	0.0	16.264226754034798	406.60566885086996	55.64904383332441	55.64904383332441	90.01037264103972
12	22.922837728543428	0.0	16.26096842339939	406.52421058498476	55.24915182448165	55.24915182448165	89.86010986836644
13	25.31555464488016	0.0	16.2283733475475	405.7093336886875	54.90484739041006	54.90484739041006	89.59002921352584
14	27.8835569654414	0.0	16.20921924907924	405.230481226981	54.55579577603764	54.55579577603764	89.38039594912101
15	30.0604122450159	0.0	16.186420929727383	404.66052324318457	54.21819608346123	54.21819608346123	89.16093163815754
16	34.27034134778564	0.0	16.16424313596716	404.10607839917895	54.155391407896516	54.155391407896516	89.00295582419174
17	35.131062124743465	0.0	16.123034808760732	403.07587021901827	53.62222631839187	53.62222631839187	88.64435731786283
18	37.30927059069606	0.0	16.10807060281572	402.701765070393	53.30186229206278	53.30186229206278	88.45988986313655
19	40.44214759955374	0.0	16.086271173796014	402.1567793449004	52.98051881004092	52.98051881004092	88.25379499609633
20	44.90091049736423	0.0	16.059912804244725	401.4978201061181	53.017125265307016	53.017125265307016	88.09217915762942
21	44.967637530211256	0.0	16.03852568190419	400.9631420476047	52.53639242040375	52.53639242040375	87.86192709266109
22	47.78970129367193	0.0	16.02481987963624	400.620496990906	52.15405209177175	52.15405209177175	87.66024247210272
23	50.652116246063336	0.0	15.982442775036915	399.5610693759229	51.966047531626664	51.966047531626664	87.39377350246374
24	52.82822263295281	0.0	15.972777780509315	399.31944451273284	51.81666457182025	51.81666457182025	87.27899258214791
25	55.723552020752635	0.0	15.953327794203457	398.8331948550864	51.59531732544658	51.59531732544658	87.09150765859903
26	58.57189162315314	0.0	15.923504571076087	398.0876142769022	51.477720187150446	51.477720187150446	86.89935534010704
27	59.43228101585576	0.0	15.895588551426789	397.3897137856697	51.26041920437005	51.26041920437005	86.70149111774312
28	60.806069762845276	0.0	15.863371166430804	396.5842791607701	51.375383167171165	51.375383167171165	86.5454508267863
29	61.651543820005244	0.0	15.852274354674806	396.3068588668702	51.02677308363072	51.02677308363072	86.41287198069872
30	61.19935672172982	0.0	15.83247535077012	395.811883769253	50.72218034050297	50.72218034050297	86.24628970125873
31	64.86249240437445	0.0	15.81361320634865	395.34033015871626	50.440459874839405	50.440459874839405	86.04171879213521
32	67.14535380622394	0.0	15.775249318680281	394.381232967007	50.391164908759215	50.391164908759215	85.82508094015517
33	66.06447080148786	0.0	15.756160634847665	393.90401587119163	50.19509985407075	50.19509985407075	85.7000603694677
34	68.69796034265582	0.0	15.729745624892086	393.24364062230217	50.04702171997327	50.04702171997327	85.51671520075087
35	67.545250477941	0.0	15.70072883239381	392.5182208098453	49.798750082527526	49.798750082527526	85.31732736967002
36	70.04161687227305	0.0	15.671081309327297	391.7770327331824	49.560547397538706	49.560547397538706	85.1049822038479
37	69.15678050067137	0.0	15.635378483327088	390.8844620831772	49.39339258374377	49.39339258374377	84.89748844873347
38	68.9255837177668	0.0	15.605023417378698	390.12558543446744	49.24423597281806	49.24423597281806	84.72329615842403
39	74.21505504893155	0.0	15.583610564091515	389.59026410228785	49.332178879983616	49.332178879983616	84.58269168906091
40	73.47154866514173	0.0	15.541417408601037	388.5354352150259	48.929508008889314	48.929508008889314	84.283379127013
41	74.2253204530241	0.0	15.506353822272857	387.6588455568214	48.77114671434245	48.77114671434245	84.07391397348835
42	72.03527201018947	0.0	15.484246306461102	387.10615766152756	48.65027169942406	48.65027169942406	83.97052367613622
43	74.53058243921971	0.0	15.47050039627582	386.7625099068955	48.2402609672526	48.2402609672526	83.7811447968065
44	76.2084468195825	0.0	15.43573544672429	385.89338616810727	48.361247630333864	48.361247630333864	83.61239654151267
45	78.67751143435659	0.0	13.931343021720876	348.28357554302187	45.90547014353926	45.90547014353926	75.8759930808715
46	98.05309490778414	0.0	13.98616760328468	349.654190082117	72.72034850810643	72.72034850810643	85.0969416899251
47	99.43795849650756	0.0	13.152970360358719	328.82425900896794	84.83219788974462	84.83219788974462	87.33335280982769
48	99.57689474501007	0.0	10.390172380786757	259.75430951966894	78.3730998430146	78.3730998430146	73.9815187744271
49	99.5782719309306	0.0	14.05905307205574	351.4763268013935	68.46573561754636	68.46573561754636	83.59656997814143
50	99.57898589432921	0.0	15.62112101117917	390.52802527947927	73.34987178996498	73.34987178996498	92.1614132956669
51	99.5764830975084	0.0	20.0095969573122	500.239923932805	74.39277485148284	74.39277485148284	111.71389484877712
52	99.57336610616116	0.0	14.057267057921711	351.43167644804277	82.75041592579164	82.75041592579164	89.81737639148551
53	99.5723956365501	0.0	14.703123139035974	367.57807847589936	83.75624729237131	83.75624729237131	92.81897320291655
54	99.57010789139265	0.0	18.73915693429666	468.4789233574165	73.86405016510699	73.86405016510699	105.87779035050173
55	99.57470977588362	0.0	10.194102005363696	254.8525501340924	72.05948339625716	72.05948339625716	69.98212069675118
56	99.57196120174815	0.0	13.119437110294646	327.98592775736614	74.28140670378052	74.28140670378052	82.2507115950153
57	99.5677398916539	0.0	13.113471704760432	327.8367926190108	79.82207278157611	79.82207278157611	84.782758764023
58	99.56277678405117	0.0	15.304620827445017	382.6155206861254	76.40918431378016	76.40918431378016	92.0772558561904
59	99.56113911011391	0.0	14.735578783251954	368.38946958129884	55.57293257846986	55.57293257846986	81.70628715659805
60	99.56233258606959	0.0	14.81282714883108	370.320678720777	74.24731267960127	74.24731267960127	89.13519018557676
61	99.56349907613817	0.0	11.504862336321974	287.62155840804934	82.95017794762525	82.95017794762525	80.3286177854136
62	99.560033275174	0.0	16.407805671152214	410.19514177880535	78.09837221754881	78.09837221754881	97.38247557043442
63	99.55628235395532	0.0	19.366040772793045	484.15101931982616	83.09466942579569	83.09466942579569	111.94535011476268
64	99.55896834692146	0.0	16.397210735958183	409.9302683989546	84.48978314187148	84.48978314187148	99.97175381101084
65	99.56032194734091	0.0	16.274930025484643	406.8732506371161	85.61851538734805	85.61851538734805	99.95197741940129
66	99.5681061797734	0.0	14.815222322376	370.3805580594	74.36218658235039	74.36218658235039	89.19342319704266
67	99.56756222272229	0.0	14.035438019208737	350.8859504802184	80.21502840738037	80.21502840738037	88.57438456309693
68	99.56670650177479	0.0	15.635938950100403	390.8984737525101	66.47449689975745	66.47449689975745	89.58141590889147
69	99.56705815463225	0.0	15.544865317725643	388.6216329431411	83.5308774243141	83.5308774243141	96.0894412469972
70	99.56684213517198	0.0	11.50816285309817	287.70407132745424	81.43796417896624	81.43796417896624	79.56371858115197
71	99.56754994313218	0.0	19.36096345298876	484.024086324719	85.58265821263333	85.58265821263333	112.85701527038862
72	99.57149858479272	0.0	15.471279239840062	386.78198099600155	67.29959469698267	67.29959469698267	89.17367043388364
73	99.56611127650245	0.0	16.398141962415668	409.9535490603917	82.25551715628151	82.25551715628151	99.03942288519713
74	99.56406210931094	0.0	15.649235044136942	391.23087610342355	83.10553616849423	83.10553616849423	96.32792772357794
75	99.56997306868482	0.0	13.11108199534855	327.77704988371374	85.72543954466101	85.72543954466101	87.60827673929325
76	99.56569629724616	0.0	14.81547550886361	370.38688772159026	82.57719798532675	82.57719798532675	92.73758101367216
77	99.5680997407282	0.0	15.57624602925201	389.4061507313003	84.30433035499054	84.30433035499054	96.55257656242853
78	99.56825095558924	0.0	14.035231331408982	350.88078328522454	83.06282041271947	83.06282041271947	89.87619990464138
79	99.56199309013569	0.0	15.577538554896428	389.4384638724107	84.84448570834037	84.84448570834037	96.7942955741197
80	99.57311973964389	0.0	13.100775795674597	327.5193948918649	77.96263135290855	77.96263135290855	83.86400110591016
81	99.57147835493967	0.0	14.039153441437323	350.97883603593306	81.53798072931454	81.53798072931454	89.19101057718592
82	99.56378749491634	0.0	9.935316347985268	248.38290869963168	72.12315198285954	72.12315198285954	69.07927705450199
83	99.56611563632035	0.0	15.625227158261458	390.6306789565364	85.04602672187615	85.04602672187615	97.07441848732938
84	99.56689304653453	0.0	16.23730720609387	405.93268015234673	70.4960608430266	70.4960608430266	93.69876935229772
85	99.57194117960209	0.0	15.411535343117457	385.28838357793643	80.38275425974847	80.38275425974847	94.19089601204139
86	99.57056795647797	0.0	10.731027934572037	268.2756983643009	77.7024303038957	77.7024303038957	74.83997134302781
87	99.56900012844928	0.0	15.576001523059636	389.4000380764909	65.58149318062621	65.58149318062621	88.98933113148013
88	99.56842889843976	0.0	13.09780951864751	327.4452379661878	82.90062615673172	82.90062615673172	86.18826729905162
89	99.57150503630015	0.0	10.352188242274757	258.8047060568689	79.12456749425735	79.12456749425735	74.24882332822494
90	99.56971084006067	0.0	15.633002542623515	390.82506356558787	86.1069174946527	86.1069174946527	97.57212252017335
91	99.56699645245276	0.0	20.00021989876499	500.00549746912475	69.31360991916172	69.31360991916172	110.02601035342856
92	99.56667730559535	0.0	15.636563929224078	390.91409823060195	80.4412432602691	80.4412432602691	95.13832220357251
