#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
30	 17 	 H2O 	 OH2 	 4.64404414493719e-05 	 4.64404414493719e-05
30	 14 	 N2O 	 N2O 	 0.0014816766922223607 	 0.0014816766922223607
30	 11 	 NO2 	 NO2 	 0.002109031127880909 	 0.002109031127880909
30	 3 	 CHN 	 CNH 	 0.005206727943935029 	 0.005206727943935029
30	 22 	 CH4O 	 CH4O 	 0.0001258391513017449 	 0.0001258391513017449
30	 24 	 C 	 C 	 5.605770582576409e-07 	 5.605770582576409e-07
30	 23 	 HF2 	 HF2 	 0.0015125337518047445 	 0.0015125337518047445
30	 8 	 HLi 	 LiH 	 6.340538000167339e-06 	 6.340538000167339e-06
30	 9 	 Na2 	 Na2 	 2.413319093830646e-06 	 2.413319093830646e-06
30	 6 	 C2H2 	 C2H2 	 0.00022447190153730397 	 0.00022447190153730397
30	 5 	 F2 	 F2 	 5.4211754320588854e-05 	 5.4211754320588854e-05
30	 25 	 Li 	 Li 	 1.868644010637006e-05 	 1.868644010637006e-05
30	 4 	 CO2 	 CO2 	 0.010502910071725645 	 0.010502910071725645
30	 1 	 N2 	 N2 	 1.6960123414603224e-05 	 1.6960123414603224e-05
30	 18 	 H3N 	 NH3 	 6.753602402150278e-05 	 6.753602402150278e-05
30	 7 	 CO 	 OC 	 0.0006602802732672319 	 0.0006602802732672319
30	 2 	 FLi 	 LiF 	 0.0077886542305592235 	 0.0077886542305592235
30	 15 	 CH3 	 CH3 	 8.698054151990885e-05 	 8.698054151990885e-05
30	 10 	 NO 	 NO 	 1.394748316331634e-05 	 1.394748316331634e-05
30	 20 	 CH 	 CH 	 1.1088584529412263e-07 	 1.1088584529412263e-07
31	 24 	 C 	 C 	 3.8062711461370115e-07 	 3.8062711461370115e-07
31	 20 	 CH 	 CH 	 9.614045723407398e-08 	 9.614045723407398e-08
31	 17 	 H2O 	 OH2 	 4.688383330010146e-05 	 4.688383330010146e-05
31	 6 	 C2H2 	 C2H2 	 0.00021342497443951203 	 0.00021342497443951203
31	 8 	 HLi 	 LiH 	 6.213479492706254e-06 	 6.213479492706254e-06
31	 13 	 O3 	 O3 	 0.0016547416790613312 	 0.0016547416790613312
31	 7 	 CO 	 OC 	 0.0006275141332599675 	 0.0006275141332599675
31	 19 	 HO 	 OH 	 3.713646479052893e-07 	 3.713646479052893e-07
31	 9 	 Na2 	 Na2 	 1.9551705873690455e-06 	 1.9551705873690455e-06
31	 11 	 NO2 	 NO2 	 0.0022279377425077356 	 0.0022279377425077356
31	 5 	 F2 	 F2 	 6.343162359621084e-05 	 6.343162359621084e-05
31	 15 	 CH3 	 CH3 	 7.598010079149637e-05 	 7.598010079149637e-05
31	 25 	 Li 	 Li 	 2.0301807297337762e-05 	 2.0301807297337762e-05
31	 3 	 CHN 	 CNH 	 0.005105815456807512 	 0.005105815456807512
31	 4 	 CO2 	 CO2 	 0.009961050450478381 	 0.009961050450478381
31	 23 	 HF2 	 HF2 	 0.0015573392242042125 	 0.0015573392242042125
31	 22 	 CH4O 	 CH4O 	 0.00013120690291739667 	 0.00013120690291739667
31	 14 	 N2O 	 N2O 	 0.0016301227724532037 	 0.0016301227724532037
31	 21 	 HN2O 	 HON2 	 0.0026103066835336712 	 0.0026103066835336712
31	 16 	 CH2 	 CH2 	 0.0019223492894212876 	 0.0019223492894212876
31	 12 	 HN 	 NH 	 0.000611209458743887 	 0.000611209458743887
31	 0 	 H2 	 H2 	 1.0143724175007535e-05 	 1.0143724175007535e-05
31	 2 	 FLi 	 LiF 	 0.007617625779309724 	 0.007617625779309724
31	 1 	 N2 	 N2 	 1.1844797296424637e-05 	 1.1844797296424637e-05
31	 10 	 NO 	 NO 	 2.0218591994289265e-05 	 2.0218591994289265e-05
31	 18 	 H3N 	 NH3 	 8.489801980499449e-05 	 8.489801980499449e-05
32	 1 	 N2 	 N2 	 1.1875817588209273e-05 	 1.1875817588209273e-05
32	 3 	 CHN 	 CNH 	 0.0050234165943684895 	 0.0050234165943684895
32	 15 	 CH3 	 CH3 	 7.48393685290027e-05 	 7.48393685290027e-05
32	 23 	 HF2 	 HF2 	 0.0015688693903286289 	 0.0015688693903286289
32	 19 	 HO 	 OH 	 5.358158287172646e-07 	 5.358158287172646e-07
32	 8 	 HLi 	 LiH 	 6.998290653786535e-06 	 6.998290653786535e-06
32	 7 	 CO 	 OC 	 0.000603012810958766 	 0.000603012810958766
32	 5 	 F2 	 F2 	 6.784040189364465e-05 	 6.784040189364465e-05
32	 6 	 C2H2 	 C2H2 	 0.0001849336208586781 	 0.0001849336208586781
32	 18 	 H3N 	 NH3 	 8.351660564961629e-05 	 8.351660564961629e-05
32	 4 	 CO2 	 CO2 	 0.00973895963470601 	 0.00973895963470601
32	 0 	 H2 	 H2 	 1.3159545115538162e-05 	 1.3159545115538162e-05
32	 11 	 NO2 	 NO2 	 0.002339614013314939 	 0.002339614013314939
32	 25 	 Li 	 Li 	 2.2367038548830646e-05 	 2.2367038548830646e-05
32	 22 	 CH4O 	 CH4O 	 0.00013280966763551657 	 0.00013280966763551657
32	 10 	 NO 	 NO 	 2.2043595082436085e-05 	 2.2043595082436085e-05
32	 14 	 N2O 	 N2O 	 0.0017126015266148338 	 0.0017126015266148338
32	 2 	 FLi 	 LiF 	 0.007551319488637917 	 0.007551319488637917
32	 13 	 O3 	 O3 	 0.001819603690747893 	 0.001819603690747893
32	 9 	 Na2 	 Na2 	 1.875175237227451e-06 	 1.875175237227451e-06
32	 20 	 CH 	 CH 	 6.972369550708603e-08 	 6.972369550708603e-08
32	 16 	 CH2 	 CH2 	 0.0019249671034340776 	 0.0019249671034340776
32	 24 	 C 	 C 	 2.002786674550238e-07 	 2.002786674550238e-07
32	 21 	 HN2O 	 HON2 	 0.0026664679436031913 	 0.0026664679436031913
32	 17 	 H2O 	 OH2 	 5.015745832794242e-05 	 5.015745832794242e-05
32	 12 	 HN 	 NH 	 0.0006424141376300362 	 0.0006424141376300362
33	 0 	 H2 	 H2 	 1.2840011299471537e-05 	 1.2840011299471537e-05
33	 2 	 FLi 	 LiF 	 0.007528972793837118 	 0.007528972793837118
33	 25 	 Li 	 Li 	 2.478577535455003e-05 	 2.478577535455003e-05
33	 8 	 HLi 	 LiH 	 7.3065127745298126e-06 	 7.3065127745298126e-06
33	 12 	 HN 	 NH 	 0.0006415309897632898 	 0.0006415309897632898
33	 24 	 C 	 C 	 2.0237064461505406e-07 	 2.0237064461505406e-07
33	 16 	 CH2 	 CH2 	 0.001909554258407607 	 0.001909554258407607
33	 15 	 CH3 	 CH3 	 7.68025992153548e-05 	 7.68025992153548e-05
33	 20 	 CH 	 CH 	 1.2476698168323467e-07 	 1.2476698168323467e-07
33	 21 	 HN2O 	 HON2 	 0.0026254423992921982 	 0.0026254423992921982
33	 11 	 NO2 	 NO2 	 0.0022751731899480067 	 0.0022751731899480067
33	 18 	 H3N 	 NH3 	 8.506784539890949e-05 	 8.506784539890949e-05
33	 23 	 HF2 	 HF2 	 0.0015573452439483016 	 0.0015573452439483016
33	 19 	 HO 	 OH 	 7.54708096465831e-07 	 7.54708096465831e-07
33	 14 	 N2O 	 N2O 	 0.0016308809320233059 	 0.0016308809320233059
33	 13 	 O3 	 O3 	 0.001680232009076196 	 0.001680232009076196
33	 1 	 N2 	 N2 	 1.19194221042142e-05 	 1.19194221042142e-05
33	 7 	 CO 	 OC 	 0.0006068849671577273 	 0.0006068849671577273
33	 17 	 H2O 	 OH2 	 5.162334867487899e-05 	 5.162334867487899e-05
33	 10 	 NO 	 NO 	 1.655226500329728e-05 	 1.655226500329728e-05
33	 6 	 C2H2 	 C2H2 	 0.00018004904499697023 	 0.00018004904499697023
33	 22 	 CH4O 	 CH4O 	 0.0001219643015367347 	 0.0001219643015367347
33	 3 	 CHN 	 CNH 	 0.004969441788516424 	 0.004969441788516424
33	 4 	 CO2 	 CO2 	 0.009835709915662422 	 0.009835709915662422
33	 5 	 F2 	 F2 	 6.499983810979735e-05 	 6.499983810979735e-05
33	 9 	 Na2 	 Na2 	 1.867623178857882e-06 	 1.867623178857882e-06
34	 16 	 CH2 	 CH2 	 0.0018835302108205115 	 0.0018835302108205115
34	 3 	 CHN 	 CNH 	 0.004924966189128206 	 0.004924966189128206
34	 21 	 HN2O 	 HON2 	 0.0025818932958327134 	 0.0025818932958327134
34	 12 	 HN 	 NH 	 0.0006443189076947728 	 0.0006443189076947728
34	 7 	 CO 	 OC 	 0.0005983113174699576 	 0.0005983113174699576
34	 0 	 H2 	 H2 	 1.773011570087048e-05 	 1.773011570087048e-05
34	 10 	 NO 	 NO 	 1.789886604942093e-05 	 1.789886604942093e-05
34	 4 	 CO2 	 CO2 	 0.009626755540443224 	 0.009626755540443224
34	 5 	 F2 	 F2 	 6.957693008395763e-05 	 6.957693008395763e-05
34	 22 	 CH4O 	 CH4O 	 0.00012490908397477237 	 0.00012490908397477237
34	 1 	 N2 	 N2 	 1.0260766972958681e-05 	 1.0260766972958681e-05
34	 14 	 N2O 	 N2O 	 0.001699050178528092 	 0.001699050178528092
34	 24 	 C 	 C 	 6.202908639431369e-07 	 6.202908639431369e-07
34	 19 	 HO 	 OH 	 7.660828243433523e-07 	 7.660828243433523e-07
34	 18 	 H3N 	 NH3 	 8.002173557741911e-05 	 8.002173557741911e-05
34	 6 	 C2H2 	 C2H2 	 0.0001594487830667839 	 0.0001594487830667839
34	 23 	 HF2 	 HF2 	 0.0015778660017937282 	 0.0015778660017937282
34	 15 	 CH3 	 CH3 	 8.81605036410513e-05 	 8.81605036410513e-05
34	 20 	 CH 	 CH 	 3.052397112638718e-07 	 3.052397112638718e-07
34	 17 	 H2O 	 OH2 	 4.378044443984547e-05 	 4.378044443984547e-05
34	 11 	 NO2 	 NO2 	 0.002405648964540061 	 0.002405648964540061
34	 8 	 HLi 	 LiH 	 1.0450829815112712e-05 	 1.0450829815112712e-05
34	 13 	 O3 	 O3 	 0.0018568897055815583 	 0.0018568897055815583
34	 2 	 FLi 	 LiF 	 0.00735784026351502 	 0.00735784026351502
34	 9 	 Na2 	 Na2 	 2.0761263290193132e-06 	 2.0761263290193132e-06
34	 25 	 Li 	 Li 	 2.4597863220736582e-05 	 2.4597863220736582e-05
35	 11 	 NO2 	 NO2 	 0.0023588802790753386 	 0.0023588802790753386
35	 6 	 C2H2 	 C2H2 	 0.00015105364914845887 	 0.00015105364914845887
35	 16 	 CH2 	 CH2 	 0.001901776448755524 	 0.001901776448755524
35	 13 	 O3 	 O3 	 0.0017569412530078464 	 0.0017569412530078464
35	 18 	 H3N 	 NH3 	 9.035841959307536e-05 	 9.035841959307536e-05
35	 2 	 FLi 	 LiF 	 0.007379050172040644 	 0.007379050172040644
35	 17 	 H2O 	 OH2 	 5.2054788947027534e-05 	 5.2054788947027534e-05
35	 5 	 F2 	 F2 	 7.148124512379773e-05 	 7.148124512379773e-05
35	 7 	 CO 	 OC 	 0.0005846561731687463 	 0.0005846561731687463
35	 24 	 C 	 C 	 1.0187905374933816e-06 	 1.0187905374933816e-06
35	 23 	 HF2 	 HF2 	 0.001550099947387218 	 0.001550099947387218
35	 25 	 Li 	 Li 	 2.171489746529784e-05 	 2.171489746529784e-05
35	 1 	 N2 	 N2 	 1.0863579507831932e-05 	 1.0863579507831932e-05
35	 9 	 Na2 	 Na2 	 2.3255488372825075e-06 	 2.3255488372825075e-06
35	 3 	 CHN 	 CNH 	 0.004798065753768888 	 0.004798065753768888
35	 20 	 CH 	 CH 	 4.842122646411978e-07 	 4.842122646411978e-07
35	 12 	 HN 	 NH 	 0.0006755021208439177 	 0.0006755021208439177
35	 0 	 H2 	 H2 	 2.315921049771836e-05 	 2.315921049771836e-05
35	 14 	 N2O 	 N2O 	 0.0015987902135092293 	 0.0015987902135092293
35	 4 	 CO2 	 CO2 	 0.009509691747172498 	 0.009509691747172498
35	 19 	 HO 	 OH 	 1.3160549281508993e-06 	 1.3160549281508993e-06
35	 22 	 CH4O 	 CH4O 	 0.00012074871242326435 	 0.00012074871242326435
35	 15 	 CH3 	 CH3 	 8.74918173598506e-05 	 8.74918173598506e-05
35	 21 	 HN2O 	 HON2 	 0.0026756454171470594 	 0.0026756454171470594
35	 10 	 NO 	 NO 	 1.943841103344478e-05 	 1.943841103344478e-05
35	 8 	 HLi 	 LiH 	 1.336511813455262e-05 	 1.336511813455262e-05
36	 7 	 CO 	 OC 	 0.0005691781283225579 	 0.0005691781283225579
36	 11 	 NO2 	 NO2 	 0.0022570419855423404 	 0.0022570419855423404
36	 5 	 F2 	 F2 	 7.485673435320897e-05 	 7.485673435320897e-05
36	 13 	 O3 	 O3 	 0.0016932324018333073 	 0.0016932324018333073
36	 3 	 CHN 	 CNH 	 0.0047255867056015125 	 0.0047255867056015125
36	 16 	 CH2 	 CH2 	 0.0019093793092212848 	 0.0019093793092212848
36	 20 	 CH 	 CH 	 4.445326455796724e-07 	 4.445326455796724e-07
36	 12 	 HN 	 NH 	 0.0007212269616826262 	 0.0007212269616826262
36	 8 	 HLi 	 LiH 	 1.4525385581780987e-05 	 1.4525385581780987e-05
36	 19 	 HO 	 OH 	 1.7464346806260352e-06 	 1.7464346806260352e-06
36	 18 	 H3N 	 NH3 	 0.00010261731394083089 	 0.00010261731394083089
36	 14 	 N2O 	 N2O 	 0.0016475253911602647 	 0.0016475253911602647
36	 4 	 CO2 	 CO2 	 0.009324604265915012 	 0.009324604265915012
36	 25 	 Li 	 Li 	 2.4727392073541868e-05 	 2.4727392073541868e-05
36	 17 	 H2O 	 OH2 	 6.113157124508611e-05 	 6.113157124508611e-05
36	 2 	 FLi 	 LiF 	 0.007258990816842001 	 0.007258990816842001
36	 10 	 NO 	 NO 	 1.9710394029857783e-05 	 1.9710394029857783e-05
36	 15 	 CH3 	 CH3 	 7.953081483382252e-05 	 7.953081483382252e-05
36	 6 	 C2H2 	 C2H2 	 0.00013989680497666614 	 0.00013989680497666614
36	 23 	 HF2 	 HF2 	 0.001590850933552349 	 0.001590850933552349
36	 1 	 N2 	 N2 	 8.76004798337513e-06 	 8.76004798337513e-06
36	 0 	 H2 	 H2 	 2.5032413918749445e-05 	 2.5032413918749445e-05
36	 24 	 C 	 C 	 3.788720393206852e-06 	 3.788720393206852e-06
36	 9 	 Na2 	 Na2 	 2.191250376388227e-06 	 2.191250376388227e-06
36	 22 	 CH4O 	 CH4O 	 0.00012433753306358164 	 0.00012433753306358164
36	 21 	 HN2O 	 HON2 	 0.002796035291622889 	 0.002796035291622889
37	 0 	 H2 	 H2 	 2.484827852766801e-05 	 2.484827852766801e-05
37	 1 	 N2 	 N2 	 8.767628826077822e-06 	 8.767628826077822e-06
37	 10 	 NO 	 NO 	 2.1168960989090555e-05 	 2.1168960989090555e-05
37	 25 	 Li 	 Li 	 2.6358947950871436e-05 	 2.6358947950871436e-05
37	 15 	 CH3 	 CH3 	 7.583673276147996e-05 	 7.583673276147996e-05
37	 21 	 HN2O 	 HON2 	 0.0027770513442177854 	 0.0027770513442177854
37	 24 	 C 	 C 	 3.7013720372579155e-06 	 3.7013720372579155e-06
37	 7 	 CO 	 OC 	 0.0005574037664739329 	 0.0005574037664739329
37	 23 	 HF2 	 HF2 	 0.0015825598466109965 	 0.0015825598466109965
37	 22 	 CH4O 	 CH4O 	 0.0001215234477461943 	 0.0001215234477461943
37	 18 	 H3N 	 NH3 	 0.00011293255443699032 	 0.00011293255443699032
37	 16 	 CH2 	 CH2 	 0.001946065335138254 	 0.001946065335138254
37	 6 	 C2H2 	 C2H2 	 0.00014182363471528398 	 0.00014182363471528398
37	 19 	 HO 	 OH 	 2.084857659462824e-06 	 2.084857659462824e-06
37	 13 	 O3 	 O3 	 0.001660983763719887 	 0.001660983763719887
37	 5 	 F2 	 F2 	 7.643013397859354e-05 	 7.643013397859354e-05
37	 9 	 Na2 	 Na2 	 2.098833813822153e-06 	 2.098833813822153e-06
37	 17 	 H2O 	 OH2 	 6.089448498335851e-05 	 6.089448498335851e-05
37	 8 	 HLi 	 LiH 	 1.4586199295182051e-05 	 1.4586199295182051e-05
37	 20 	 CH 	 CH 	 6.026608805207681e-07 	 6.026608805207681e-07
37	 3 	 CHN 	 CNH 	 0.004679066966333602 	 0.004679066966333602
37	 14 	 N2O 	 N2O 	 0.001642375652995751 	 0.001642375652995751
37	 2 	 FLi 	 LiF 	 0.007221968576389253 	 0.007221968576389253
37	 12 	 HN 	 NH 	 0.0007573538334087547 	 0.0007573538334087547
37	 11 	 NO2 	 NO2 	 0.002147667166448841 	 0.002147667166448841
37	 4 	 CO2 	 CO2 	 0.009271350062392002 	 0.009271350062392002
38	 1 	 N2 	 N2 	 9.614965997310737e-06 	 9.614965997310737e-06
38	 16 	 CH2 	 CH2 	 0.0019233145180639572 	 0.0019233145180639572
38	 8 	 HLi 	 LiH 	 1.6271560222817498e-05 	 1.6271560222817498e-05
38	 7 	 CO 	 OC 	 0.0005609129545164954 	 0.0005609129545164954
38	 23 	 HF2 	 HF2 	 0.0015644714502940022 	 0.0015644714502940022
38	 14 	 N2O 	 N2O 	 0.001670674908000309 	 0.001670674908000309
38	 13 	 O3 	 O3 	 0.0016187516773755366 	 0.0016187516773755366
38	 25 	 Li 	 Li 	 2.472405453663347e-05 	 2.472405453663347e-05
38	 9 	 Na2 	 Na2 	 2.2777578154662777e-06 	 2.2777578154662777e-06
38	 6 	 C2H2 	 C2H2 	 0.00013656295044547716 	 0.00013656295044547716
38	 2 	 FLi 	 LiF 	 0.00717931786060229 	 0.00717931786060229
38	 19 	 HO 	 OH 	 2.617682805647246e-06 	 2.617682805647246e-06
38	 21 	 HN2O 	 HON2 	 0.0026983930496493726 	 0.0026983930496493726
38	 12 	 HN 	 NH 	 0.0007794741614485044 	 0.0007794741614485044
38	 17 	 H2O 	 OH2 	 6.757297658439679e-05 	 6.757297658439679e-05
38	 11 	 NO2 	 NO2 	 0.002083339125112691 	 0.002083339125112691
38	 15 	 CH3 	 CH3 	 8.80463978714046e-05 	 8.80463978714046e-05
38	 3 	 CHN 	 CNH 	 0.0046045355082826745 	 0.0046045355082826745
38	 22 	 CH4O 	 CH4O 	 0.00011292146364963824 	 0.00011292146364963824
38	 5 	 F2 	 F2 	 7.374728631738474e-05 	 7.374728631738474e-05
38	 4 	 CO2 	 CO2 	 0.009313441443271515 	 0.009313441443271515
38	 0 	 H2 	 H2 	 3.331741753993386e-05 	 3.331741753993386e-05
38	 20 	 CH 	 CH 	 9.067174530254679e-07 	 9.067174530254679e-07
38	 10 	 NO 	 NO 	 1.5646036734365924e-05 	 1.5646036734365924e-05
38	 24 	 C 	 C 	 5.4468241657690885e-06 	 5.4468241657690885e-06
38	 18 	 H3N 	 NH3 	 0.00012049503781530397 	 0.00012049503781530397
39	 21 	 HN2O 	 HON2 	 0.002746332925360099 	 0.002746332925360099
39	 25 	 Li 	 Li 	 2.578330953515811e-05 	 2.578330953515811e-05
39	 10 	 NO 	 NO 	 1.776624265082246e-05 	 1.776624265082246e-05
39	 20 	 CH 	 CH 	 8.005273983057105e-07 	 8.005273983057105e-07
39	 0 	 H2 	 H2 	 3.192411515329396e-05 	 3.192411515329396e-05
39	 17 	 H2O 	 OH2 	 6.924112713890472e-05 	 6.924112713890472e-05
39	 3 	 CHN 	 CNH 	 0.004496137850899669 	 0.004496137850899669
39	 4 	 CO2 	 CO2 	 0.008860090108927543 	 0.008860090108927543
39	 2 	 FLi 	 LiF 	 0.007033521923310989 	 0.007033521923310989
39	 8 	 HLi 	 LiH 	 1.7722806248574706e-05 	 1.7722806248574706e-05
39	 14 	 N2O 	 N2O 	 0.0018414772127310997 	 0.0018414772127310997
39	 24 	 C 	 C 	 9.079352420188595e-06 	 9.079352420188595e-06
39	 5 	 F2 	 F2 	 9.128480728814392e-05 	 9.128480728814392e-05
39	 12 	 HN 	 NH 	 0.000896814313432717 	 0.000896814313432717
39	 23 	 HF2 	 HF2 	 0.0016264452669095977 	 0.0016264452669095977
39	 22 	 CH4O 	 CH4O 	 0.00012311154769983475 	 0.00012311154769983475
39	 6 	 C2H2 	 C2H2 	 0.00010330107350441987 	 0.00010330107350441987
39	 18 	 H3N 	 NH3 	 0.0001397512341464711 	 0.0001397512341464711
39	 9 	 Na2 	 Na2 	 1.6647707303951233e-06 	 1.6647707303951233e-06
39	 15 	 CH3 	 CH3 	 6.954325638119334e-05 	 6.954325638119334e-05
39	 19 	 HO 	 OH 	 3.4657847750513055e-06 	 3.4657847750513055e-06
39	 7 	 CO 	 OC 	 0.0005008363879339395 	 0.0005008363879339395
39	 13 	 O3 	 O3 	 0.0019093295183399053 	 0.0019093295183399053
39	 11 	 NO2 	 NO2 	 0.0024636126470293992 	 0.0024636126470293992
39	 16 	 CH2 	 CH2 	 0.002031949433607052 	 0.002031949433607052
39	 1 	 N2 	 N2 	 6.044926748421195e-06 	 6.044926748421195e-06
40	 3 	 CHN 	 CNH 	 0.004378073312952683 	 0.004378073312952683
40	 16 	 CH2 	 CH2 	 0.0020209691807802025 	 0.0020209691807802025
40	 8 	 HLi 	 LiH 	 1.8738291448039235e-05 	 1.8738291448039235e-05
40	 12 	 HN 	 NH 	 0.0009110500084803601 	 0.0009110500084803601
40	 24 	 C 	 C 	 1.072969820304053e-05 	 1.072969820304053e-05
40	 5 	 F2 	 F2 	 9.135277612089127e-05 	 9.135277612089127e-05
40	 18 	 H3N 	 NH3 	 0.0001367808877404373 	 0.0001367808877404373
40	 1 	 N2 	 N2 	 6.5989919110736485e-06 	 6.5989919110736485e-06
40	 20 	 CH 	 CH 	 9.782698008793019e-07 	 9.782698008793019e-07
40	 14 	 N2O 	 N2O 	 0.0018070703341058405 	 0.0018070703341058405
40	 23 	 HF2 	 HF2 	 0.001608775198870102 	 0.001608775198870102
40	 13 	 O3 	 O3 	 0.0017096285396692916 	 0.0017096285396692916
40	 15 	 CH3 	 CH3 	 8.058424117585985e-05 	 8.058424117585985e-05
40	 17 	 H2O 	 OH2 	 7.41398740150339e-05 	 7.41398740150339e-05
40	 4 	 CO2 	 CO2 	 0.008714110390635119 	 0.008714110390635119
40	 9 	 Na2 	 Na2 	 2.3218727391356304e-06 	 2.3218727391356304e-06
40	 7 	 CO 	 OC 	 0.0005176205292061928 	 0.0005176205292061928
40	 25 	 Li 	 Li 	 2.953919739532468e-05 	 2.953919739532468e-05
40	 6 	 C2H2 	 C2H2 	 0.00010189926584244224 	 0.00010189926584244224
40	 21 	 HN2O 	 HON2 	 0.002928760089318048 	 0.002928760089318048
40	 0 	 H2 	 H2 	 3.9792867956641124e-05 	 3.9792867956641124e-05
40	 22 	 CH4O 	 CH4O 	 0.0001175163070936891 	 0.0001175163070936891
40	 19 	 HO 	 OH 	 4.272268927266219e-06 	 4.272268927266219e-06
40	 11 	 NO2 	 NO2 	 0.0023069080290361453 	 0.0023069080290361453
40	 2 	 FLi 	 LiF 	 0.00690853368200676 	 0.00690853368200676
40	 10 	 NO 	 NO 	 2.2059369036273403e-05 	 2.2059369036273403e-05
41	 10 	 NO 	 NO 	 2.1898136398380484e-05 	 2.1898136398380484e-05
41	 2 	 FLi 	 LiF 	 0.0069087927450709645 	 0.0069087927450709645
41	 23 	 HF2 	 HF2 	 0.0016127917080140963 	 0.0016127917080140963
41	 13 	 O3 	 O3 	 0.001699355577604126 	 0.001699355577604126
41	 25 	 Li 	 Li 	 3.200623415062718e-05 	 3.200623415062718e-05
41	 18 	 H3N 	 NH3 	 0.00014829644106559214 	 0.00014829644106559214
41	 20 	 CH 	 CH 	 1.0593679207830069e-06 	 1.0593679207830069e-06
41	 12 	 HN 	 NH 	 0.0009380574763371456 	 0.0009380574763371456
41	 7 	 CO 	 OC 	 0.0005140580606873204 	 0.0005140580606873204
41	 5 	 F2 	 F2 	 9.181162076348877e-05 	 9.181162076348877e-05
41	 14 	 N2O 	 N2O 	 0.0017878518898691333 	 0.0017878518898691333
41	 8 	 HLi 	 LiH 	 2.2965253080041154e-05 	 2.2965253080041154e-05
41	 4 	 CO2 	 CO2 	 0.008578570342312183 	 0.008578570342312183
41	 15 	 CH3 	 CH3 	 7.394655461101499e-05 	 7.394655461101499e-05
41	 24 	 C 	 C 	 1.4933982757628307e-05 	 1.4933982757628307e-05
41	 3 	 CHN 	 CNH 	 0.004286083461829225 	 0.004286083461829225
41	 0 	 H2 	 H2 	 3.786087562834675e-05 	 3.786087562834675e-05
41	 11 	 NO2 	 NO2 	 0.0022669227030896128 	 0.0022669227030896128
41	 9 	 Na2 	 Na2 	 1.8065542414625752e-06 	 1.8065542414625752e-06
41	 17 	 H2O 	 OH2 	 8.63004340744813e-05 	 8.63004340744813e-05
41	 1 	 N2 	 N2 	 6.5612580751243544e-06 	 6.5612580751243544e-06
41	 16 	 CH2 	 CH2 	 0.0020450657917353344 	 0.0020450657917353344
41	 6 	 C2H2 	 C2H2 	 9.689233177549983e-05 	 9.689233177549983e-05
41	 19 	 HO 	 OH 	 5.7837918014184705e-06 	 5.7837918014184705e-06
41	 21 	 HN2O 	 HON2 	 0.002961606542663589 	 0.002961606542663589
41	 22 	 CH4O 	 CH4O 	 0.00011452189069908881 	 0.00011452189069908881
42	 22 	 CH4O 	 CH4O 	 0.00011424656601789948 	 0.00011424656601789948
42	 16 	 CH2 	 CH2 	 0.00202909869430321 	 0.00202909869430321
42	 2 	 FLi 	 LiF 	 0.00684979772956565 	 0.00684979772956565
42	 13 	 O3 	 O3 	 0.0016022735535755602 	 0.0016022735535755602
42	 1 	 N2 	 N2 	 6.876791331082505e-06 	 6.876791331082505e-06
42	 11 	 NO2 	 NO2 	 0.002141777485849971 	 0.002141777485849971
42	 7 	 CO 	 OC 	 0.0005183168440832426 	 0.0005183168440832426
42	 0 	 H2 	 H2 	 4.517772897433177e-05 	 4.517772897433177e-05
42	 9 	 Na2 	 Na2 	 2.116997493493378e-06 	 2.116997493493378e-06
42	 6 	 C2H2 	 C2H2 	 9.920952491234755e-05 	 9.920952491234755e-05
42	 19 	 HO 	 OH 	 6.100420272706809e-06 	 6.100420272706809e-06
42	 15 	 CH3 	 CH3 	 7.981230502396559e-05 	 7.981230502396559e-05
42	 23 	 HF2 	 HF2 	 0.0015884108857502613 	 0.0015884108857502613
42	 24 	 C 	 C 	 1.559441055730358e-05 	 1.559441055730358e-05
42	 3 	 CHN 	 CNH 	 0.004263935705083745 	 0.004263935705083745
42	 10 	 NO 	 NO 	 1.517487577657423e-05 	 1.517487577657423e-05
42	 12 	 HN 	 NH 	 0.0009487230958864087 	 0.0009487230958864087
42	 14 	 N2O 	 N2O 	 0.00160610940943703 	 0.00160610940943703
42	 5 	 F2 	 F2 	 8.61008527610038e-05 	 8.61008527610038e-05
42	 17 	 H2O 	 OH2 	 9.831317875863393e-05 	 9.831317875863393e-05
42	 18 	 H3N 	 NH3 	 0.00015818760852603263 	 0.00015818760852603263
42	 25 	 Li 	 Li 	 2.6757623827778058e-05 	 2.6757623827778058e-05
42	 8 	 HLi 	 LiH 	 3.053883998506505e-05 	 3.053883998506505e-05
42	 21 	 HN2O 	 HON2 	 0.0027810094466832235 	 0.0027810094466832235
42	 20 	 CH 	 CH 	 1.8105837892090164e-06 	 1.8105837892090164e-06
42	 4 	 CO2 	 CO2 	 0.008940555572788476 	 0.008940555572788476
43	 15 	 CH3 	 CH3 	 8.541441037602825e-05 	 8.541441037602825e-05
43	 20 	 CH 	 CH 	 1.7597777062227706e-06 	 1.7597777062227706e-06
43	 10 	 NO 	 NO 	 1.4142442574134578e-05 	 1.4142442574134578e-05
43	 6 	 C2H2 	 C2H2 	 9.729929288714338e-05 	 9.729929288714338e-05
43	 11 	 NO2 	 NO2 	 0.0020088706554014435 	 0.0020088706554014435
43	 14 	 N2O 	 N2O 	 0.0016501262007109308 	 0.0016501262007109308
