0	CO2	CO2	rho	0.0012378504725541477	
0	C	C	E	4.816833315879459e-08	
0	Cl	Cl	E	1.0276680849390588e-06	
0	CHN	CNH	rho	0.0012132915799636834	
0	C	C	E	4.7814401901037895e-08	
0	H	H	E	1.4815949092136098e-10	
0	C	C	E	4.765144187129219e-08	
0	FLi	LiF	rho	0.00028120237624571404	
0	N2	N2	rho	0.0017046838873987207	
0	Li	Li	E	2.2244193556904409e-10	
0	H	H	E	8.83444628823482e-11	
0	Cl2	Cl2	rho	0.00022215106996001637	
0	Cl	Cl	E	1.025852470060008e-06	
0	H2	H2	rho	0.004936049718405939	
0	H	H	E	1.975088225006536e-10	
1	FLi	LiF	rho	0.00028120156106852944	
1	Li	Li	E	2.1913291860711103e-10	
1	CO2	CO2	rho	0.0012372707624251382	
1	C	C	E	6.108438262339766e-08	
1	H	H	E	3.1783933721987157e-10	
1	N2	N2	rho	0.0017026061003863062	
1	Cl	Cl	E	5.151517436796391e-07	
1	C	C	E	8.117037467948594e-08	
1	CHN	CNH	rho	0.0012106998623127305	
1	C	C	E	8.920341291964509e-08	
1	H	H	E	1.2854221058719908e-10	
1	H2	H2	rho	0.004940121445397643	
1	H	H	E	1.1534664480432271e-10	
1	Cl2	Cl2	rho	0.00021974895220378492	
1	Cl	Cl	E	1.0529393691907233e-07	
2	FLi	LiF	rho	0.00027587232209997726	
2	Cl2	Cl2	rho	0.00021918211840331857	
2	Cl	Cl	E	5.5637404527362495e-08	
2	Li	Li	E	7.860150579981514e-10	
2	C	C	E	1.1176540733827406e-07	
2	Cl	Cl	E	1.2121859664221593e-09	
2	N2	N2	rho	0.001698139949794377	
2	CO2	CO2	rho	0.0012358038683112974	
2	C	C	E	1.180682510739835e-07	
2	H2	H2	rho	0.004940484867275177	
2	H	H	E	3.6656092102708865e-10	
2	H	H	E	3.207497184173574e-10	
2	CHN	CNH	rho	0.0012087338376837026	
2	C	C	E	1.2321794415217367e-07	
2	H	H	E	1.4451398404037815e-10	
3	H2	H2	rho	0.0049399460425085286	
3	H	H	E	1.6388605403490862e-10	
3	H	H	E	1.8542349625405712e-10	
3	Cl2	Cl2	rho	0.0002158429228557958	
3	Cl	Cl	E	2.7386088860846595e-08	
3	CHN	CNH	rho	0.0012084541222364144	
3	C	C	E	1.267700146938332e-07	
3	H	H	E	3.1449881118473974e-10	
3	FLi	LiF	rho	0.0002727321562841869	
3	Cl	Cl	E	3.6937646468968866e-08	
3	C	C	E	1.2531913719729767e-07	
3	N2	N2	rho	0.0016973831854073188	
3	Li	Li	E	9.63361916775835e-10	
3	CO2	CO2	rho	0.0012360364292235547	
3	C	C	E	1.190381957835669e-07	
4	FLi	LiF	rho	0.000272925610663843	
4	CO2	CO2	rho	0.001236036449436597	
4	C	C	E	1.195522528050183e-07	
4	H	H	E	3.078927316988302e-10	
4	Li	Li	E	7.142819193948397e-10	
4	H2	H2	rho	0.004936106839448783	
4	H	H	E	1.402182983161482e-10	
4	CHN	CNH	rho	0.0012089805787713248	
4	C	C	E	1.1280316413803265e-07	
4	H	H	E	1.6018479269572715e-10	
4	C	C	E	1.1214393725567589e-07	
4	Cl	Cl	E	7.358025467076169e-09	
4	Cl2	Cl2	rho	0.0002144566039541178	
4	Cl	Cl	E	2.61348160336356e-09	
4	N2	N2	rho	0.001698558065269954	
5	Cl	Cl	E	3.2943538382809096e-10	
5	H2	H2	rho	0.004932780542596566	
5	H	H	E	1.4935374914317015e-10	
5	CHN	CNH	rho	0.0012098035936217283	
5	C	C	E	9.398433887063202e-08	
5	H	H	E	1.702304420949505e-10	
5	CO2	CO2	rho	0.0012369448457135545	
5	C	C	E	9.272142006646909e-08	
5	H	H	E	1.729122825191146e-10	
5	Li	Li	E	2.962613274831032e-11	
5	N2	N2	rho	0.0016994092331615836	
5	C	C	E	8.656776815500277e-08	
5	Cl2	Cl2	rho	0.0002139196936809165	
5	Cl	Cl	E	1.789073163560469e-08	
5	FLi	LiF	rho	0.00027467569754161306	
6	H2	H2	rho	0.004929362742256128	
6	H	H	E	1.21393261754803e-10	
6	Cl2	Cl2	rho	0.00021364769047926688	
6	Cl	Cl	E	3.641220757841346e-08	
6	Li	Li	E	9.06638347026053e-11	
6	N2	N2	rho	0.0017004330635587205	
6	CO2	CO2	rho	0.0012378735440323051	
6	C	C	E	7.201281622074109e-08	
6	Cl	Cl	E	5.617718587666757e-08	
6	C	C	E	7.320356720910184e-08	
6	FLi	LiF	rho	0.00027477436845395385	
6	H	H	E	2.9723423042462876e-10	
6	CHN	CNH	rho	0.0012107634231402584	
6	C	C	E	7.213959247417273e-08	
6	H	H	E	1.7508250752491882e-10	
7	H2	H2	rho	0.004926162544691041	
7	H	H	E	2.7599308871738766e-10	
7	CO2	CO2	rho	0.0012380532062959168	
7	C	C	E	7.143303980622275e-08	
7	N2	N2	rho	0.001700170203272471	
7	FLi	LiF	rho	0.00027454440687819384	
7	CHN	CNH	rho	0.001210772089879245	
7	C	C	E	7.2154028481914e-08	
7	H	H	E	1.2371729566168181e-10	
7	Cl	Cl	E	2.956093228150923e-08	
7	H	H	E	3.330872604803533e-10	
7	Cl2	Cl2	rho	0.00021130253674396017	
7	Cl	Cl	E	8.300694338756247e-09	
7	C	C	E	7.569701511290722e-08	
7	Li	Li	E	2.1792464200886142e-10	
8	CHN	CNH	rho	0.0012103317839856234	
8	C	C	E	7.690944823339959e-08	
8	H	H	E	1.4856225237253427e-10	
8	N2	N2	rho	0.0016993235738669622	
8	Cl2	Cl2	rho	0.00021023549405942322	
8	Cl	Cl	E	1.141926437445963e-10	
8	Cl	Cl	E	2.1473686587124687e-10	
8	CO2	CO2	rho	0.0012381967814082797	
8	C	C	E	7.830605515767436e-08	
8	FLi	LiF	rho	0.00027295530844810757	
8	H	H	E	1.261174816176836e-10	
8	C	C	E	7.766903046310521e-08	
8	H2	H2	rho	0.004922989566205025	
8	H	H	E	2.5009536218368356e-10	
8	Li	Li	E	3.654544180775913e-10	
9	FLi	LiF	rho	0.00027268199763455145	
9	H2	H2	rho	0.0049219731989476965	
9	H	H	E	1.6158420068071778e-10	
9	C	C	E	7.324865282365909e-08	
9	CHN	CNH	rho	0.0012105304465384764	
9	C	C	E	7.11896836672199e-08	
9	H	H	E	3.038920549612806e-10	
9	CO2	CO2	rho	0.001238655421164048	
9	C	C	E	7.004529144813436e-08	
9	Cl2	Cl2	rho	0.0002081059526223638	
9	Cl	Cl	E	1.4606131974873599e-09	
9	H	H	E	2.417287062383113e-10	
9	Li	Li	E	8.925960546474952e-10	
9	N2	N2	rho	0.001699632990191269	
9	Cl	Cl	E	2.5751876071812694e-10	
10	CO2	CO2	rho	0.0012390618406441603	
10	C	C	E	6.337915133453386e-08	
10	C	C	E	6.330383662878294e-08	
10	H2	H2	rho	0.00491782498222742	
10	H	H	E	2.70249382288224e-10	
10	H	H	E	2.925825640673869e-10	
10	CHN	CNH	rho	0.0012112637231031886	
10	C	C	E	5.617752556368375e-08	
10	H	H	E	2.9765749210493335e-10	
10	Cl2	Cl2	rho	0.0002067561593904493	
10	Cl	Cl	E	2.8756080213812423e-09	
10	N2	N2	rho	0.0017003460335990406	
10	FLi	LiF	rho	0.00027314320062611663	
10	Cl	Cl	E	4.582492882112604e-09	
10	Li	Li	E	2.0684780736204357e-09	
11	CHN	CNH	rho	0.0012114285820261986	
11	C	C	E	5.3941695649569384e-08	
11	H	H	E	1.507760972296958e-10	
11	N2	N2	rho	0.0017003674001587676	
11	Cl	Cl	E	3.746437712739527e-09	
11	FLi	LiF	rho	0.0002729143983501183	
11	C	C	E	5.42942101065867e-08	
11	CO2	CO2	rho	0.0012397378615506202	
11	C	C	E	5.353097671155028e-08	
11	Li	Li	E	2.3067352159924853e-09	
11	H	H	E	2.1523425200990692e-10	
11	Cl2	Cl2	rho	0.00020520374487393997	
11	Cl	Cl	E	5.692551254369668e-10	
11	H2	H2	rho	0.004913492054818135	
11	H	H	E	1.0530797780634415e-10	
12	C	C	E	5.050909007935118e-08	
12	FLi	LiF	rho	0.0002725909138051749	
12	N2	N2	rho	0.0017003547300233702	
12	H	H	E	3.411114910633842e-10	
12	CO2	CO2	rho	0.0012401520570448621	
12	C	C	E	4.823219887533495e-08	
12	Cl2	Cl2	rho	0.00020435715751410875	
12	Cl	Cl	E	6.441695554622336e-10	
12	Li	Li	E	3.2752493159967164e-09	
12	CHN	CNH	rho	0.0012117502812351488	
12	C	C	E	4.632756709517961e-08	
12	H	H	E	1.5659937071507837e-10	
12	Cl	Cl	E	9.792116382806261e-10	
12	H2	H2	rho	0.0049109410407514875	
12	H	H	E	2.9702738610295156e-10	
13	FLi	LiF	rho	0.0002725321796862144	
13	N2	N2	rho	0.0017005322226395377	
13	C	C	E	4.5907166035061356e-08	
13	Li	Li	E	3.90027324209251e-09	
13	CHN	CNH	rho	0.001211955996285729	
13	C	C	E	4.2687651676622765e-08	
13	H	H	E	2.690030497525821e-10	
13	CO2	CO2	rho	0.001240645349203257	
13	C	C	E	4.325991044151725e-08	
13	H2	H2	rho	0.004909395620829232	
13	H	H	E	2.3591725939071504e-10	
13	Cl	Cl	E	2.1571955002522336e-09	
13	Cl2	Cl2	rho	0.00020279126605118105	
13	Cl	Cl	E	1.7694838089090482e-09	
13	H	H	E	1.8534919348762535e-10	
14	Li	Li	E	4.961257505789944e-09	
14	H	H	E	2.0526518748485957e-10	
14	Cl	Cl	E	4.3380098944737444e-10	
14	H2	H2	rho	0.004906266398899965	
14	H	H	E	1.1355145874546026e-10	
14	CO2	CO2	rho	0.0012410746890994468	
14	C	C	E	3.962665533735832e-08	
14	FLi	LiF	rho	0.0002722694084797353	
14	C	C	E	3.9936198612081596e-08	
14	CHN	CNH	rho	0.001212187230199421	
14	C	C	E	3.808671247700457e-08	
14	H	H	E	2.1615974092568362e-10	
14	N2	N2	rho	0.001700775384125081	
14	Cl2	Cl2	rho	0.00020151249553991462	
14	Cl	Cl	E	1.3400853324040796e-10	
15	H	H	E	3.075524013444278e-10	
15	C	C	E	3.6430388958636527e-08	
15	Cl2	Cl2	rho	0.00020098445333290154	
15	Cl	Cl	E	5.240034587110602e-10	
15	CHN	CNH	rho	0.0012124629853808922	
15	C	C	E	3.4912449151179436e-08	
15	H	H	E	1.390622858711135e-10	
15	Cl	Cl	E	8.763431505406041e-10	
15	FLi	LiF	rho	0.00027234840255410144	
15	N2	N2	rho	0.0017010454276626965	
15	H2	H2	rho	0.004903054970492192	
15	H	H	E	2.812713670264998e-10	
15	Li	Li	E	7.0275102818983215e-09	
15	CO2	CO2	rho	0.0012417484872093243	
15	C	C	E	3.3074281437690534e-08	
16	H	H	E	3.1575185596287495e-10	
16	Li	Li	E	7.444688159663949e-09	
16	FLi	LiF	rho	0.00027235126536418906	
16	CHN	CNH	rho	0.0012126701643769182	
16	C	C	E	3.192934811350154e-08	
16	H	H	E	2.071101295917925e-10	
16	N2	N2	rho	0.001701165771715786	
16	CO2	CO2	rho	0.0012418679276144501	
16	C	C	E	3.175884600092494e-08	
16	Cl	Cl	E	9.650195855262018e-10	
16	C	C	E	3.215005653814705e-08	
16	H2	H2	rho	0.004900593071339786	
16	H	H	E	1.1040077481424796e-10	
16	Cl2	Cl2	rho	0.00019944549324167875	
16	Cl	Cl	E	6.501304583139861e-10	
17	H	H	E	1.0719072370615412e-10	
17	CO2	CO2	rho	0.0012421730286404239	
17	C	C	E	2.8653866059463347e-08	
17	C	C	E	2.9266337153440343e-08	
17	N2	N2	rho	0.0017013866528755074	
17	CHN	CNH	rho	0.0012129482942055008	
17	C	C	E	2.8588418503760132e-08	
17	H	H	E	1.2974333668791359e-10	
17	Cl	Cl	E	1.4310119881282377e-09	
17	H2	H2	rho	0.004898221550053142	
17	H	H	E	1.4928729691858378e-10	
17	Cl2	Cl2	rho	0.00019859176303194207	
17	Cl	Cl	E	1.2988992080698445e-09	
17	Li	Li	E	9.938539694851114e-09	
17	FLi	LiF	rho	0.0002722849941218802	
18	H	H	E	2.4736138955625296e-10	
18	C	C	E	2.5170340255244725e-08	
18	Cl	Cl	E	1.4245993929255604e-09	
18	H2	H2	rho	0.004895488264971627	
18	H	H	E	2.085123171249731e-10	
18	N2	N2	rho	0.001701585489852714	
18	Li	Li	E	1.119787740384866e-08	
18	Cl2	Cl2	rho	0.00019740729872763817	
18	Cl	Cl	E	7.473390615921275e-10	
18	CHN	CNH	rho	0.0012133314271302468	
18	C	C	E	2.3120119452842444e-08	
18	H	H	E	1.531840467449956e-10	
18	CO2	CO2	rho	0.0012429066765634678	
18	C	C	E	2.352974428118995e-08	
18	FLi	LiF	rho	0.0002721870587135493	
19	C	C	E	2.3699413466044345e-08	
19	Cl	Cl	E	7.113613158458553e-10	
19	FLi	LiF	rho	0.00027216420377663557	
19	H	H	E	1.036289721092239e-10	
19	N2	N2	rho	0.0017016386927251584	
19	CHN	CNH	rho	0.001213441914379086	
19	C	C	E	2.228641394790595e-08	
19	H	H	E	2.390780409965112e-10	
19	H2	H2	rho	0.004892903002809003	
19	H	H	E	1.8809662033490014e-10	
19	Cl2	Cl2	rho	0.00019656893886612367	
19	Cl	Cl	E	2.8874303361259307e-10	
19	Li	Li	E	1.2938786786806733e-08	
19	CO2	CO2	rho	0.0012432931337139454	
19	C	C	E	2.0593167931950887e-08	
20	FLi	LiF	rho	0.0002721102013847824	
20	H	H	E	2.4884563813127253e-10	
20	C	C	E	2.1096553988277875e-08	
20	N2	N2	rho	0.0017017173110299116	
20	Li	Li	E	1.353853776655649e-08	
20	Cl2	Cl2	rho	0.00019585756442925541	
20	Cl	Cl	E	2.65065597102328e-10	
20	H2	H2	rho	0.004890128196067113	
20	H	H	E	1.67423128311173e-10	
20	CHN	CNH	rho	0.0012137528715243122	
20	C	C	E	1.889078844875935e-08	
20	H	H	E	1.142095805684443e-10	
20	CO2	CO2	rho	0.0012436369762914535	
20	C	C	E	1.9538307453671155e-08	
20	Cl	Cl	E	4.386856789790404e-10	
21	FLi	LiF	rho	0.0002722078976388541	
21	Cl	Cl	E	3.3880539043412525e-10	
21	N2	N2	rho	0.0017017683923028727	
21	CO2	CO2	rho	0.0012437320327130096	
21	C	C	E	1.87174333743009e-08	
21	H	H	E	1.6947522944824165e-10	
21	C	C	E	1.847187266972846e-08	
21	CHN	CNH	rho	0.0012138092960645378	
21	C	C	E	1.8849487280372824e-08	
21	H	H	E	1.6422928218656012e-10	
21	Li	Li	E	1.4858323885490521e-08	
21	Cl2	Cl2	rho	0.00019490994665918905	
21	Cl	Cl	E	3.535146430943791e-11	
21	H2	H2	rho	0.004887662213698746	
21	H	H	E	2.305281573125786e-10	
22	C	C	E	1.754021340008573e-08	
22	Cl	Cl	E	8.919402276657357e-11	
22	H2	H2	rho	0.004886272188370471	
22	H	H	E	1.3973228588214192e-10	
22	N2	N2	rho	0.0017020146027823483	
22	H	H	E	2.6680404671632995e-10	
22	CHN	CNH	rho	0.0012141947728087406	
22	C	C	E	1.4874098377788589e-08	
22	H	H	E	1.8433286170241806e-10	
22	FLi	LiF	rho	0.0002723383006980192	
22	Cl2	Cl2	rho	0.0001941718423168287	
22	Cl	Cl	E	8.237786305434146e-10	
22	Li	Li	E	1.7460298167500694e-08	
22	CO2	CO2	rho	0.0012444448002720252	
22	C	C	E	1.4060398801722109e-08	
