#	Epoch	E	rho	ae	total
0	0.04111719822318473	121.49852233687213	10.424933903035509	21.243492349052598
1	0.02561076564398499	121.47585188197907	9.64573010121877	21.059135375051575
2	0.017791939245272302	121.39076738158056	8.7834295506724	20.868274041947377
3	0.018336140296876566	121.34119002925848	8.848233020885242	20.874852187879384
4	0.016543496026472208	121.32007347092944	8.721645618261459	20.838431371144484
5	0.014987579902091297	121.32305004101788	8.608791195876483	20.80778096725639
6	0.0154578768368329	121.31874629650116	8.662721196675939	20.812264386175848
7	0.01409027030117367	121.28164924137931	8.57519811415581	20.783778094784857
8	0.013419380155295679	121.23741811309057	8.501850940832234	20.76078654046267
9	0.01294371130091148	121.22185641401094	8.447423171599741	20.7438380893892
10	0.012192292077770832	121.2016497703811	8.39656051419341	20.72330353066093
11	0.011397051874157946	121.1683129546397	8.327123857322322	20.69833416402091
12	0.01076898055340454	121.14927969165308	8.291795186115518	20.68491531802498
13	0.010391266681026912	121.1347160726129	8.235703240306634	20.66791510710974
14	0.009755219898246122	121.11079229267443	8.17440772393642	20.647519499303712
15	0.009346857246109664	121.09528814203813	8.148294132609063	20.635388578398583
16	0.009009881396660112	121.07272889690223	8.079045053158652	20.614299553278965
17	0.008751408412585135	121.0569242001998	8.046541746931425	20.601922848840267
18	0.008123994735495667	121.03976597643275	7.991810071564923	20.583943038500195
19	0.007895894264918612	121.02135784976106	7.953793704896807	20.57017687118844
20	0.007559935758800982	121.00351629173572	7.907118834679602	20.55465125976171
21	0.007433578014842964	120.98372286626132	7.851112148258751	20.537519169866457
22	0.007094897982391616	120.97956920487687	7.809420391326381	20.52558657500226
