#	Epoch	E	rho	ae	total
0	0.03595911433283855	63.091057344868005	63.42128807932185	47.01364985251834
1	0.0340229823034542	62.67551217807389	63.09812801431205	46.767655779683174
2	0.028492728397725684	61.88830010302237	62.63155407858142	46.39983891338824
3	0.026619453937843367	61.63929145335386	61.997030392995164	45.95494381294957
4	0.02518612282887841	61.351758541434066	61.5230556879367	45.61588033212903
5	0.02473579591033842	60.94150241702366	60.9863915014863	45.226369476096764
6	0.026405646170808234	60.5970971763319	60.625821668537455	44.96015193054305
7	0.026920956708936884	60.222425656986445	59.98405803552214	44.50228208301255
8	0.028301584691784086	59.97793844671905	59.602935226069256	44.22898028179071
9	0.026646790807085208	59.80892534721111	59.062002155402794	43.853009383711026
10	0.028460042455667973	59.59322579367756	58.59369646607166	43.5230887944036
11	0.028473365850554544	59.27470119933639	58.12568668266143	43.18626297256199
12	0.03015391168658989	58.98171727282171	57.75117395741337	42.91424147286381
13	0.02933190545007545	58.8864230687027	57.22714631211157	42.555137347598325
14	0.029704516115827265	58.714012832032694	56.80681265028782	42.26064342520382
15	0.030788770752245207	58.644230315318914	56.555460455805495	42.08695921527643
16	0.03338081063456954	58.46032788195667	56.02626921820968	41.7188607935405
17	0.03628593769263294	58.059964665625	55.638415649954645	41.43062019563144
18	0.03299261148646938	58.10198517122566	55.24982074314053	41.17246933762556
19	0.032929863884349674	58.04337172447444	54.82678611819113	40.88457319913904
20	0.03314745606456352	57.92400799599683	54.43226074931762	40.61163522491088
21	0.035192025935612596	57.83941721448693	54.18437950828703	40.43967418765336
22	0.034654407482725684	57.95085053283516	53.74355661364108	40.152460515036566
23	0.04020753136842335	57.62126027520224	53.467768750788736	39.94462784827158
