#	Epoch	E	rho	ae	total
0	0.01072505316007929	65.74367052262443	59.464099113567066	44.54337835256731
1	0.0130861441646306	65.4928243491318	59.358788626680436	44.454645655900634
2	0.01283541708670618	65.37701669458781	59.06755645478982	44.2516926586689
3	0.011671093889568288	65.17179471920825	58.60935384978148	43.93074028665846
4	0.011199895111683662	64.97752812901749	58.33611528477298	43.73405623895498
5	0.011358552983534729	64.83357762112395	58.04124559181724	43.52672323935178
6	0.012699509345438153	64.6047227801871	57.60902745979049	43.2215763301207
7	0.012849983888287017	64.4125068411015	57.377000374117465	43.052585869516335
8	0.013265764653774544	64.2414531218944	57.025425837286704	42.80555348285729
9	0.014472671706785314	64.1291319223367	56.80530457281178	42.65055143469087
10	0.015466436696430663	63.86123369826299	56.38900489204382	42.353237372095755
11	0.015193187800562225	63.77553234462422	56.08426399469663	42.143936022884446
12	0.013306147217895315	63.631891545997064	55.753197133379636	41.91274366750763
13	0.013162743557889574	63.58889729899761	55.47002284554899	41.72117491166546
14	0.01372021387403936	63.4403108430748	55.27604852351101	41.58092407110433
15	0.014466424819273684	63.25251073890975	54.872696820304064	41.29856367538711
16	0.015137337283951372	63.13330648978308	54.650482467573156	41.14184305890913
17	0.014494702386229281	62.96473027818575	54.37109807207509	40.94333920641506
18	0.01514949631817195	62.85584513012465	54.05104809001367	40.72252096677544
19	0.01693117309920972	62.73577085792912	53.89448020096429	40.609420234537275
20	0.01650115889339709	62.576107715083836	53.52312073838183	40.350686715973886
21	0.016031920025048305	62.59147541595227	53.31083793459397	40.21110620994563
22	0.016398447012199623	62.41812283271709	53.0108593805204	39.9987949810379
23	0.017046550853116366	62.30160316088348	52.748407182928354	39.815835750093356
24	0.015601409191618919	62.271436274593526	52.49894774505544	39.64821164127009
25	0.014969088660783687	62.228849544849325	52.234265215808605	39.46964814212339
26	0.017055750478879667	62.01121405490885	51.94604249961368	39.26186812896785
27	0.018397661835891248	61.867358892609616	51.71906331681184	39.1004233659643
28	0.018215341760263674	61.804148257778735	51.43385282261903	38.90683005656509
29	0.018321395371872815	61.72269088069225	51.26363278924502	38.7878604618222
30	0.016864555035314466	61.6749670294988	50.949848781698556	38.576703652141106
31	0.017635897276420013	61.606860606309155	50.74460805878499	38.43577746963613
32	0.017924853958958497	61.49352411198686	50.47903862133093	38.251424489702735
33	0.019293014818465664	61.37700366800084	50.210524336345294	38.06497639655815
34	0.0206404961980077	61.28227127965664	49.993154491590175	37.914063217729684
