#	Epoch	E	rho	ae	total
0	0.047317054193726484	65.86403365575036	76.42053140869527	56.01050122276837
1	0.04105831999271318	65.57790064788954	76.24692242751068	55.87475477410796
2	0.032416205747878735	64.88001562345714	75.60720703056768	55.39675784634037
3	0.03414189100693884	64.6534068395591	75.15785009962966	55.07695464955765
4	0.03184357732110952	64.57149168983855	74.70799259867513	54.76511076731292
5	0.03025024120196897	64.43903276614233	74.24704052208276	54.442836700937754
6	0.030593748232698177	64.28322447067032	73.81119696534981	54.13646316383492
7	0.03129009064242019	64.04674950324352	73.42009087738474	53.85584541436072
8	0.03294630596090108	63.910644235296694	72.9531710251501	53.52961469643306
9	0.033382256984494936	63.77495077560913	72.61027281862769	53.28789275461619
10	0.035674951196339205	63.578667772529734	72.0664618785141	52.90583222901266
11	0.03525907013179218	63.506969006502274	71.7005410430954	52.65230164730314
12	0.03541698816714233	63.36521998140442	71.22964404777893	52.3231696961902
13	0.036999470677106676	63.294252695415864	70.87822479027089	52.07980791061619
14	0.03785091433980684	63.13430312463048	70.47422341464876	51.795254258205794
15	0.03793758240826536	63.059346887638405	70.02020148544757	51.481863753578416
16	0.03717953669830393	63.06780421436018	69.59533111746471	51.19346330236635
17	0.03680267670935121	63.00611357689996	69.26393782615291	50.96440427099237
18	0.037567799523208045	62.940337493566275	68.92138552942117	50.727646602162174
19	0.03852029443844479	62.82965481815316	68.56214398151212	50.47683083561779
20	0.04141604902859368	62.76657197997211	68.22833257473344	50.246455992256614
21	0.04017332491461871	62.75915076637109	67.75098178398295	49.92188604405957
22	0.04023655071819875	62.656888238738226	67.41610582627682	49.68824652349218
23	0.0403403295357782	62.6480473778041	67.10928618062609	49.47958944926555
24	0.04166932797314441	62.64199866650281	66.77783569188374	49.25458661873217
25	0.04189714619365665	62.600833730399	66.43245074319556	49.017894815531626
26	0.044738227436329436	62.55999324691044	66.12109417412434	48.80458314588701
27	0.04337331306315027	62.54833484091992	65.70283298624969	48.52044893863524
28	0.04467240755385994	62.457684154844955	65.43285068928436	48.331942362810906
29	0.042045793655746594	62.54965532872652	65.05010224103889	48.07866111642819
30	0.04502525279812239	62.628215655561526	64.81247970637754	47.92333627778569
31	0.0489311536392347	62.354414544510846	64.6392809413025	47.78871620731612
32	0.04760361916444784	62.42629080322242	64.15629714172036	47.466766596183255
33	0.04637651401803403	62.69667151331129	63.86868167569347	47.29019939208526
34	0.04607836172859811	62.75779272240095	63.60694198839213	47.11752204295864
35	0.04991151097456752	62.51067375589345	63.298736687102576	46.89342561228745
