#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
54	 12 	 HN 	 NH 	 0.0012191999271572971 	 0.0012191999271572971
54	 10 	 NO 	 NO 	 0.00010416606615276647 	 0.00010416606615276647
54	 19 	 HO 	 OH 	 1.5091717014040625e-05 	 1.5091717014040625e-05
54	 18 	 H3N 	 NH3 	 0.0005856402268053466 	 0.0005856402268053466
54	 7 	 CO 	 OC 	 0.00035482276828503956 	 0.00035482276828503956
54	 8 	 HLi 	 LiH 	 2.99735065037487e-09 	 2.99735065037487e-09
54	 13 	 O3 	 O3 	 0.0043559357065830005 	 0.0043559357065830005
55	 6 	 C2H2 	 C2H2 	 0.00013991846472217537 	 0.00013991846472217537
55	 3 	 CHN 	 CNH 	 0.003795599536584466 	 0.003795599536584466
55	 4 	 CO2 	 CO2 	 0.006883797064595157 	 0.006883797064595157
55	 1 	 N2 	 N2 	 1.4311313222177822e-06 	 1.4311313222177822e-06
55	 22 	 CH4O 	 CH4O 	 0.00025700779470182 	 0.00025700779470182
55	 10 	 NO 	 NO 	 0.00010497212997604606 	 0.00010497212997604606
55	 14 	 N2O 	 N2O 	 0.004057642748917144 	 0.004057642748917144
55	 2 	 FLi 	 LiF 	 0.007049287414541671 	 0.007049287414541671
55	 12 	 HN 	 NH 	 0.0012265941180066217 	 0.0012265941180066217
55	 7 	 CO 	 OC 	 0.00035229906230833095 	 0.00035229906230833095
55	 24 	 C 	 C 	 4.939620568553825e-05 	 4.939620568553825e-05
55	 13 	 O3 	 O3 	 0.004397171455227498 	 0.004397171455227498
55	 15 	 CH3 	 CH3 	 2.085223332510457e-05 	 2.085223332510457e-05
55	 21 	 HN2O 	 HON2 	 0.004686280369916344 	 0.004686280369916344
55	 25 	 Li 	 Li 	 4.477772921625133e-05 	 4.477772921625133e-05
55	 20 	 CH 	 CH 	 2.4178595188001387e-06 	 2.4178595188001387e-06
55	 8 	 HLi 	 LiH 	 4.686004936633422e-09 	 4.686004936633422e-09
55	 19 	 HO 	 OH 	 1.5292612592977388e-05 	 1.5292612592977388e-05
55	 0 	 H2 	 H2 	 6.235775118369101e-08 	 6.235775118369101e-08
55	 5 	 F2 	 F2 	 0.00022189045489758003 	 0.00022189045489758003
55	 16 	 CH2 	 CH2 	 0.0031075826431272973 	 0.0031075826431272973
55	 18 	 H3N 	 NH3 	 0.000592446272727645 	 0.000592446272727645
55	 17 	 H2O 	 OH2 	 0.00024563207220716567 	 0.00024563207220716567
55	 9 	 Na2 	 Na2 	 1.3352434279489224e-07 	 1.3352434279489224e-07
55	 11 	 NO2 	 NO2 	 0.005148766031108097 	 0.005148766031108097
55	 23 	 HF2 	 HF2 	 0.0027139222930462953 	 0.0027139222930462953
56	 4 	 CO2 	 CO2 	 0.0068198573908479524 	 0.0068198573908479524
56	 10 	 NO 	 NO 	 0.00010680879404942384 	 0.00010680879404942384
56	 13 	 O3 	 O3 	 0.004423925738716238 	 0.004423925738716238
56	 21 	 HN2O 	 HON2 	 0.004709287538415084 	 0.004709287538415084
56	 17 	 H2O 	 OH2 	 0.00024575450811211666 	 0.00024575450811211666
56	 0 	 H2 	 H2 	 1.2483746582319213e-07 	 1.2483746582319213e-07
56	 2 	 FLi 	 LiF 	 0.00701371294846506 	 0.00701371294846506
56	 5 	 F2 	 F2 	 0.00022363825073788406 	 0.00022363825073788406
56	 3 	 CHN 	 CNH 	 0.0037560809904786294 	 0.0037560809904786294
56	 15 	 CH3 	 CH3 	 2.1780953402253207e-05 	 2.1780953402253207e-05
56	 23 	 HF2 	 HF2 	 0.002722016777384506 	 0.002722016777384506
56	 1 	 N2 	 N2 	 2.158227856171622e-06 	 2.158227856171622e-06
56	 19 	 HO 	 OH 	 1.554342045742027e-05 	 1.554342045742027e-05
56	 14 	 N2O 	 N2O 	 0.004124931093427717 	 0.004124931093427717
56	 25 	 Li 	 Li 	 4.477410425326669e-05 	 4.477410425326669e-05
56	 16 	 CH2 	 CH2 	 0.003119742909722523 	 0.003119742909722523
56	 24 	 C 	 C 	 5.170815196736771e-05 	 5.170815196736771e-05
56	 8 	 HLi 	 LiH 	 4.775701413566314e-09 	 4.775701413566314e-09
56	 11 	 NO2 	 NO2 	 0.005182819509882705 	 0.005182819509882705
56	 7 	 CO 	 OC 	 0.00034612996425392934 	 0.00034612996425392934
56	 9 	 Na2 	 Na2 	 1.5893231218084111e-07 	 1.5893231218084111e-07
56	 6 	 C2H2 	 C2H2 	 0.00013482050296614057 	 0.00013482050296614057
56	 12 	 HN 	 NH 	 0.001244651229042356 	 0.001244651229042356
56	 20 	 CH 	 CH 	 2.429397142839506e-06 	 2.429397142839506e-06
56	 22 	 CH4O 	 CH4O 	 0.00025920858777168953 	 0.00025920858777168953
56	 18 	 H3N 	 NH3 	 0.0005966463781535527 	 0.0005966463781535527
57	 0 	 H2 	 H2 	 1.346060194595683e-07 	 1.346060194595683e-07
57	 4 	 CO2 	 CO2 	 0.006768414569253986 	 0.006768414569253986
57	 13 	 O3 	 O3 	 0.00445286822392132 	 0.00445286822392132
57	 3 	 CHN 	 CNH 	 0.0037371432932576435 	 0.0037371432932576435
57	 21 	 HN2O 	 HON2 	 0.004740908208421317 	 0.004740908208421317
57	 16 	 CH2 	 CH2 	 0.0031247736975068266 	 0.0031247736975068266
57	 6 	 C2H2 	 C2H2 	 0.00013255716827103987 	 0.00013255716827103987
57	 8 	 HLi 	 LiH 	 3.0589851042070626e-09 	 3.0589851042070626e-09
57	 11 	 NO2 	 NO2 	 0.005225870844829054 	 0.005225870844829054
57	 15 	 CH3 	 CH3 	 2.2437347733566468e-05 	 2.2437347733566468e-05
57	 1 	 N2 	 N2 	 2.4740810318150275e-06 	 2.4740810318150275e-06
57	 25 	 Li 	 Li 	 4.2993963591387075e-05 	 4.2993963591387075e-05
57	 24 	 C 	 C 	 5.2903385995337884e-05 	 5.2903385995337884e-05
57	 14 	 N2O 	 N2O 	 0.004176316967665319 	 0.004176316967665319
57	 20 	 CH 	 CH 	 2.4359349444883776e-06 	 2.4359349444883776e-06
57	 12 	 HN 	 NH 	 0.0012594560234034436 	 0.0012594560234034436
57	 5 	 F2 	 F2 	 0.0002286269893151187 	 0.0002286269893151187
57	 9 	 Na2 	 Na2 	 1.940259057174423e-07 	 1.940259057174423e-07
57	 2 	 FLi 	 LiF 	 0.006982372484669606 	 0.006982372484669606
57	 22 	 CH4O 	 CH4O 	 0.00026066151874497165 	 0.00026066151874497165
57	 19 	 HO 	 OH 	 1.600760273686273e-05 	 1.600760273686273e-05
57	 10 	 NO 	 NO 	 0.00011065161048897721 	 0.00011065161048897721
57	 7 	 CO 	 OC 	 0.00033964400694931173 	 0.00033964400694931173
57	 18 	 H3N 	 NH3 	 0.0006043723897421958 	 0.0006043723897421958
57	 23 	 HF2 	 HF2 	 0.0027454561242809933 	 0.0027454561242809933
57	 17 	 H2O 	 OH2 	 0.00024960185201761717 	 0.00024960185201761717
58	 17 	 H2O 	 OH2 	 0.00024944769711297626 	 0.00024944769711297626
58	 15 	 CH3 	 CH3 	 2.2875948181197387e-05 	 2.2875948181197387e-05
58	 19 	 HO 	 OH 	 1.613457898502783e-05 	 1.613457898502783e-05
58	 24 	 C 	 C 	 5.4083628981680796e-05 	 5.4083628981680796e-05
58	 0 	 H2 	 H2 	 6.997624079286289e-08 	 6.997624079286289e-08
58	 23 	 HF2 	 HF2 	 0.002747881549622271 	 0.002747881549622271
58	 7 	 CO 	 OC 	 0.000339187604439796 	 0.000339187604439796
58	 13 	 O3 	 O3 	 0.004506050827723195 	 0.004506050827723195
58	 6 	 C2H2 	 C2H2 	 0.00012968246174367812 	 0.00012968246174367812
58	 21 	 HN2O 	 HON2 	 0.00477620419503114 	 0.00477620419503114
58	 1 	 N2 	 N2 	 2.4080050336910887e-06 	 2.4080050336910887e-06
58	 18 	 H3N 	 NH3 	 0.0006045685990146094 	 0.0006045685990146094
58	 11 	 NO2 	 NO2 	 0.005250627887896584 	 0.005250627887896584
58	 2 	 FLi 	 LiF 	 0.0069866205372551855 	 0.0069866205372551855
58	 16 	 CH2 	 CH2 	 0.003133288719743127 	 0.003133288719743127
58	 8 	 HLi 	 LiH 	 3.2579976494785187e-09 	 3.2579976494785187e-09
58	 14 	 N2O 	 N2O 	 0.00419838490087583 	 0.00419838490087583
58	 4 	 CO2 	 CO2 	 0.0067016214284723544 	 0.0067016214284723544
58	 20 	 CH 	 CH 	 2.3943816587936475e-06 	 2.3943816587936475e-06
58	 3 	 CHN 	 CNH 	 0.0037084045982878782 	 0.0037084045982878782
58	 9 	 Na2 	 Na2 	 2.2329605464395942e-07 	 2.2329605464395942e-07
58	 22 	 CH4O 	 CH4O 	 0.00026147750333868923 	 0.00026147750333868923
58	 25 	 Li 	 Li 	 4.440530174669084e-05 	 4.440530174669084e-05
58	 10 	 NO 	 NO 	 0.00011195139438319641 	 0.00011195139438319641
58	 5 	 F2 	 F2 	 0.00023195162784040048 	 0.00023195162784040048
58	 12 	 HN 	 NH 	 0.0012773250366767755 	 0.0012773250366767755
59	 15 	 CH3 	 CH3 	 2.332847330990639e-05 	 2.332847330990639e-05
59	 2 	 FLi 	 LiF 	 0.006971592381406956 	 0.006971592381406956
59	 21 	 HN2O 	 HON2 	 0.004806549624147061 	 0.004806549624147061
59	 22 	 CH4O 	 CH4O 	 0.00026189646994702873 	 0.00026189646994702873
59	 20 	 CH 	 CH 	 2.403102922202908e-06 	 2.403102922202908e-06
59	 4 	 CO2 	 CO2 	 0.006625275727155572 	 0.006625275727155572
59	 9 	 Na2 	 Na2 	 2.6182978178841224e-07 	 2.6182978178841224e-07
59	 18 	 H3N 	 NH3 	 0.0006120925626739263 	 0.0006120925626739263
59	 19 	 HO 	 OH 	 1.6614007060412944e-05 	 1.6614007060412944e-05
59	 6 	 C2H2 	 C2H2 	 0.00012372402975606084 	 0.00012372402975606084
59	 8 	 HLi 	 LiH 	 1.728238560335606e-09 	 1.728238560335606e-09
59	 1 	 N2 	 N2 	 3.26002978729906e-06 	 3.26002978729906e-06
59	 12 	 HN 	 NH 	 0.0012935227640016292 	 0.0012935227640016292
59	 5 	 F2 	 F2 	 0.00023609011755840967 	 0.00023609011755840967
59	 14 	 N2O 	 N2O 	 0.004305252745369456 	 0.004305252745369456
59	 13 	 O3 	 O3 	 0.004617077089677329 	 0.004617077089677329
59	 17 	 H2O 	 OH2 	 0.0002517713582560852 	 0.0002517713582560852
59	 16 	 CH2 	 CH2 	 0.0031610199166718553 	 0.0031610199166718553
59	 25 	 Li 	 Li 	 4.48164553771913e-05 	 4.48164553771913e-05
59	 7 	 CO 	 OC 	 0.00032847892660108893 	 0.00032847892660108893
59	 0 	 H2 	 H2 	 1.3377209151482948e-07 	 1.3377209151482948e-07
59	 23 	 HF2 	 HF2 	 0.002778476444902518 	 0.002778476444902518
59	 11 	 NO2 	 NO2 	 0.005367808564777892 	 0.005367808564777892
59	 3 	 CHN 	 CNH 	 0.0036639164288598037 	 0.0036639164288598037
59	 10 	 NO 	 NO 	 0.00011527093633683673 	 0.00011527093633683673
59	 24 	 C 	 C 	 5.806751107492895e-05 	 5.806751107492895e-05
60	 3 	 CHN 	 CNH 	 0.0036564077434416433 	 0.0036564077434416433
60	 21 	 HN2O 	 HON2 	 0.004855207071091762 	 0.004855207071091762
60	 7 	 CO 	 OC 	 0.00032764344261867914 	 0.00032764344261867914
60	 9 	 Na2 	 Na2 	 3.074991788112378e-07 	 3.074991788112378e-07
60	 19 	 HO 	 OH 	 1.6964015495816146e-05 	 1.6964015495816146e-05
60	 2 	 FLi 	 LiF 	 0.006932591449869132 	 0.006932591449869132
60	 15 	 CH3 	 CH3 	 2.4366671365894542e-05 	 2.4366671365894542e-05
60	 12 	 HN 	 NH 	 0.0012992933134009469 	 0.0012992933134009469
60	 11 	 NO2 	 NO2 	 0.005363936384872538 	 0.005363936384872538
60	 22 	 CH4O 	 CH4O 	 0.0002636765049751721 	 0.0002636765049751721
60	 17 	 H2O 	 OH2 	 0.00025378775229285117 	 0.00025378775229285117
60	 25 	 Li 	 Li 	 4.537362232084548e-05 	 4.537362232084548e-05
60	 24 	 C 	 C 	 5.889831378417993e-05 	 5.889831378417993e-05
60	 14 	 N2O 	 N2O 	 0.004314280067621964 	 0.004314280067621964
60	 1 	 N2 	 N2 	 3.600781629851702e-06 	 3.600781629851702e-06
60	 4 	 CO2 	 CO2 	 0.006555478436566555 	 0.006555478436566555
60	 10 	 NO 	 NO 	 0.00011530846927355815 	 0.00011530846927355815
60	 13 	 O3 	 O3 	 0.00462447552443867 	 0.00462447552443867
60	 20 	 CH 	 CH 	 2.309335190663801e-06 	 2.309335190663801e-06
60	 0 	 H2 	 H2 	 1.7255763796618198e-07 	 1.7255763796618198e-07
60	 23 	 HF2 	 HF2 	 0.0027946522619430292 	 0.0027946522619430292
60	 5 	 F2 	 F2 	 0.00023952411195245275 	 0.00023952411195245275
60	 16 	 CH2 	 CH2 	 0.0031645439167555206 	 0.0031645439167555206
60	 18 	 H3N 	 NH3 	 0.0006215416815050423 	 0.0006215416815050423
60	 8 	 HLi 	 LiH 	 2.6739216246005666e-08 	 2.6739216246005666e-08
60	 6 	 C2H2 	 C2H2 	 0.00011872357400369558 	 0.00011872357400369558
61	 17 	 H2O 	 OH2 	 0.0002542794659851133 	 0.0002542794659851133
61	 20 	 CH 	 CH 	 2.3414363538280245e-06 	 2.3414363538280245e-06
61	 21 	 HN2O 	 HON2 	 0.004890812554971959 	 0.004890812554971959
61	 8 	 HLi 	 LiH 	 1.971369509270315e-08 	 1.971369509270315e-08
61	 1 	 N2 	 N2 	 3.4522054006068265e-06 	 3.4522054006068265e-06
61	 25 	 Li 	 Li 	 4.5066485428429256e-05 	 4.5066485428429256e-05
61	 6 	 C2H2 	 C2H2 	 0.00011262486116001043 	 0.00011262486116001043
61	 12 	 HN 	 NH 	 0.0013178371569397428 	 0.0013178371569397428
61	 19 	 HO 	 OH 	 1.743911003210521e-05 	 1.743911003210521e-05
61	 4 	 CO2 	 CO2 	 0.006487143696272275 	 0.006487143696272275
61	 13 	 O3 	 O3 	 0.004683401406067696 	 0.004683401406067696
61	 0 	 H2 	 H2 	 9.768894144134222e-08 	 9.768894144134222e-08
61	 15 	 CH3 	 CH3 	 2.6585273242850645e-05 	 2.6585273242850645e-05
61	 23 	 HF2 	 HF2 	 0.0028089048227010584 	 0.0028089048227010584
61	 14 	 N2O 	 N2O 	 0.0044059445014080715 	 0.0044059445014080715
61	 7 	 CO 	 OC 	 0.0003188417197876026 	 0.0003188417197876026
61	 18 	 H3N 	 NH3 	 0.0006330055519548182 	 0.0006330055519548182
61	 2 	 FLi 	 LiF 	 0.006901709535207916 	 0.006901709535207916
61	 5 	 F2 	 F2 	 0.0002443351517872804 	 0.0002443351517872804
61	 24 	 C 	 C 	 6.155860342475409e-05 	 6.155860342475409e-05
61	 10 	 NO 	 NO 	 0.00011987487205019858 	 0.00011987487205019858
61	 16 	 CH2 	 CH2 	 0.0031938551968974703 	 0.0031938551968974703
61	 9 	 Na2 	 Na2 	 4.637350714119759e-07 	 4.637350714119759e-07
61	 22 	 CH4O 	 CH4O 	 0.00026645657338391905 	 0.00026645657338391905
61	 3 	 CHN 	 CNH 	 0.003605419458640674 	 0.003605419458640674
61	 11 	 NO2 	 NO2 	 0.005477755836459974 	 0.005477755836459974
62	 21 	 HN2O 	 HON2 	 0.00493434735591861 	 0.00493434735591861
62	 5 	 F2 	 F2 	 0.0002443724626340239 	 0.0002443724626340239
62	 22 	 CH4O 	 CH4O 	 0.0002662783091311345 	 0.0002662783091311345
62	 9 	 Na2 	 Na2 	 4.4927129168345434e-07 	 4.4927129168345434e-07
62	 0 	 H2 	 H2 	 1.9844265135180063e-07 	 1.9844265135180063e-07
62	 1 	 N2 	 N2 	 4.311663794002585e-06 	 4.311663794002585e-06
62	 4 	 CO2 	 CO2 	 0.00644028040114641 	 0.00644028040114641
62	 6 	 C2H2 	 C2H2 	 0.00011593669013152666 	 0.00011593669013152666
62	 18 	 H3N 	 NH3 	 0.0006318280876497162 	 0.0006318280876497162
62	 2 	 FLi 	 LiF 	 0.006875569163955017 	 0.006875569163955017
62	 14 	 N2O 	 N2O 	 0.004434312176440996 	 0.004434312176440996
62	 16 	 CH2 	 CH2 	 0.003190029513687023 	 0.003190029513687023
62	 3 	 CHN 	 CNH 	 0.0035919692579610128 	 0.0035919692579610128
62	 20 	 CH 	 CH 	 2.37358384116152e-06 	 2.37358384116152e-06
62	 23 	 HF2 	 HF2 	 0.0028223313837669687 	 0.0028223313837669687
62	 10 	 NO 	 NO 	 0.00012099785928079731 	 0.00012099785928079731
62	 8 	 HLi 	 LiH 	 8.659374448704542e-09 	 8.659374448704542e-09
62	 24 	 C 	 C 	 6.33452616017722e-05 	 6.33452616017722e-05
62	 17 	 H2O 	 OH2 	 0.00025749031596375535 	 0.00025749031596375535
62	 19 	 HO 	 OH 	 1.7809229157763164e-05 	 1.7809229157763164e-05
62	 25 	 Li 	 Li 	 4.763767772867703e-05 	 4.763767772867703e-05
62	 15 	 CH3 	 CH3 	 2.7384042808936372e-05 	 2.7384042808936372e-05
62	 13 	 O3 	 O3 	 0.004769369808944661 	 0.004769369808944661
62	 11 	 NO2 	 NO2 	 0.005514071095908733 	 0.005514071095908733
62	 12 	 HN 	 NH 	 0.0013450268036241395 	 0.0013450268036241395
62	 7 	 CO 	 OC 	 0.00031346383249579094 	 0.00031346383249579094
63	 14 	 N2O 	 N2O 	 0.004457534837994979 	 0.004457534837994979
63	 4 	 CO2 	 CO2 	 0.0063677551516845305 	 0.0063677551516845305
63	 6 	 C2H2 	 C2H2 	 0.00011245481781259068 	 0.00011245481781259068
63	 19 	 HO 	 OH 	 1.8123777698885416e-05 	 1.8123777698885416e-05
63	 16 	 CH2 	 CH2 	 0.0032040111422345103 	 0.0032040111422345103
63	 11 	 NO2 	 NO2 	 0.005544662054236014 	 0.005544662054236014
63	 8 	 HLi 	 LiH 	 1.0163287151264118e-08 	 1.0163287151264118e-08
63	 3 	 CHN 	 CNH 	 0.0035534441625641637 	 0.0035534441625641637
63	 13 	 O3 	 O3 	 0.004820430805542111 	 0.004820430805542111
63	 18 	 H3N 	 NH3 	 0.0006423986316048336 	 0.0006423986316048336
63	 15 	 CH3 	 CH3 	 2.848749700562015e-05 	 2.848749700562015e-05
63	 0 	 H2 	 H2 	 1.2715804710965614e-07 	 1.2715804710965614e-07
63	 12 	 HN 	 NH 	 0.0013572888996803813 	 0.0013572888996803813
63	 7 	 CO 	 OC 	 0.00030878708864013883 	 0.00030878708864013883
63	 5 	 F2 	 F2 	 0.00025123569417879413 	 0.00025123569417879413
63	 21 	 HN2O 	 HON2 	 0.0050039927425294594 	 0.0050039927425294594
63	 20 	 CH 	 CH 	 2.345341816590499e-06 	 2.345341816590499e-06
63	 17 	 H2O 	 OH2 	 0.0002593491459745948 	 0.0002593491459745948
63	 25 	 Li 	 Li 	 4.942919250412346e-05 	 4.942919250412346e-05
63	 24 	 C 	 C 	 6.509307498320937e-05 	 6.509307498320937e-05
63	 9 	 Na2 	 Na2 	 5.475801064681308e-07 	 5.475801064681308e-07
63	 22 	 CH4O 	 CH4O 	 0.00026938602028794487 	 0.00026938602028794487
63	 2 	 FLi 	 LiF 	 0.00685349902922047 	 0.00685349902922047
63	 23 	 HF2 	 HF2 	 0.002854096570367519 	 0.002854096570367519
63	 1 	 N2 	 N2 	 5.284676462122355e-06 	 5.284676462122355e-06
63	 10 	 NO 	 NO 	 0.0001244976348721742 	 0.0001244976348721742
64	 8 	 HLi 	 LiH 	 2.7012583197071084e-08 	 2.7012583197071084e-08
64	 3 	 CHN 	 CNH 	 0.0035273527771200056 	 0.0035273527771200056
64	 11 	 NO2 	 NO2 	 0.005566003094855041 	 0.005566003094855041
64	 22 	 CH4O 	 CH4O 	 0.00026890263116973487 	 0.00026890263116973487
64	 9 	 Na2 	 Na2 	 5.784676649841679e-07 	 5.784676649841679e-07
64	 14 	 N2O 	 N2O 	 0.004524582430390203 	 0.004524582430390203
64	 18 	 H3N 	 NH3 	 0.0006471754024381125 	 0.0006471754024381125
64	 6 	 C2H2 	 C2H2 	 0.00010968960996753349 	 0.00010968960996753349
64	 23 	 HF2 	 HF2 	 0.0028530489935749757 	 0.0028530489935749757
64	 1 	 N2 	 N2 	 5.126334083228136e-06 	 5.126334083228136e-06
64	 25 	 Li 	 Li 	 4.657122738711913e-05 	 4.657122738711913e-05
64	 16 	 CH2 	 CH2 	 0.003206205074837955 	 0.003206205074837955
64	 7 	 CO 	 OC 	 0.0003079512054792069 	 0.0003079512054792069
64	 5 	 F2 	 F2 	 0.00025126591527981025 	 0.00025126591527981025
64	 0 	 H2 	 H2 	 2.939873864058534e-07 	 2.939873864058534e-07
64	 2 	 FLi 	 LiF 	 0.006836335728082457 	 0.006836335728082457
64	 24 	 C 	 C 	 6.588247523765358e-05 	 6.588247523765358e-05
64	 15 	 CH3 	 CH3 	 2.7826216426739016e-05 	 2.7826216426739016e-05
64	 10 	 NO 	 NO 	 0.0001222301952337 	 0.0001222301952337
64	 19 	 HO 	 OH 	 1.8794408343669374e-05 	 1.8794408343669374e-05
64	 21 	 HN2O 	 HON2 	 0.004987153933379759 	 0.004987153933379759
64	 12 	 HN 	 NH 	 0.0013582169770257576 	 0.0013582169770257576
64	 17 	 H2O 	 OH2 	 0.0002656203386180683 	 0.0002656203386180683
64	 20 	 CH 	 CH 	 2.191076053535228e-06 	 2.191076053535228e-06
64	 4 	 CO2 	 CO2 	 0.0063396309224736744 	 0.0063396309224736744
64	 13 	 O3 	 O3 	 0.00477058433724744 	 0.00477058433724744
65	 16 	 CH2 	 CH2 	 0.0032070333460918724 	 0.0032070333460918724
65	 22 	 CH4O 	 CH4O 	 0.0002679339986346202 	 0.0002679339986346202
65	 10 	 NO 	 NO 	 0.00012326593474600565 	 0.00012326593474600565
65	 11 	 NO2 	 NO2 	 0.005548078656707095 	 0.005548078656707095
65	 0 	 H2 	 H2 	 2.140832291220466e-07 	 2.140832291220466e-07
65	 23 	 HF2 	 HF2 	 0.002859588205804813 	 0.002859588205804813
65	 18 	 H3N 	 NH3 	 0.0006511308606113519 	 0.0006511308606113519
65	 25 	 Li 	 Li 	 4.76161968715918e-05 	 4.76161968715918e-05
65	 17 	 H2O 	 OH2 	 0.0002658439400705553 	 0.0002658439400705553
65	 12 	 HN 	 NH 	 0.0013733613422386435 	 0.0013733613422386435
65	 7 	 CO 	 OC 	 0.00030499125812386084 	 0.00030499125812386084
65	 14 	 N2O 	 N2O 	 0.0045373435081763735 	 0.0045373435081763735
65	 1 	 N2 	 N2 	 5.71135854219506e-06 	 5.71135854219506e-06
65	 6 	 C2H2 	 C2H2 	 0.00010149814375926649 	 0.00010149814375926649
65	 4 	 CO2 	 CO2 	 0.006277912206210325 	 0.006277912206210325
65	 20 	 CH 	 CH 	 2.2732754150141922e-06 	 2.2732754150141922e-06
65	 21 	 HN2O 	 HON2 	 0.0050383346215900834 	 0.0050383346215900834
65	 9 	 Na2 	 Na2 	 7.602703431928854e-07 	 7.602703431928854e-07
65	 8 	 HLi 	 LiH 	 2.170212800978261e-08 	 2.170212800978261e-08
65	 13 	 O3 	 O3 	 0.0048773208513784114 	 0.0048773208513784114
65	 24 	 C 	 C 	 6.922394688182231e-05 	 6.922394688182231e-05
65	 15 	 CH3 	 CH3 	 3.0262530539169582e-05 	 3.0262530539169582e-05
65	 5 	 F2 	 F2 	 0.0002569696087375615 	 0.0002569696087375615
65	 3 	 CHN 	 CNH 	 0.0034944512829940496 	 0.0034944512829940496
65	 2 	 FLi 	 LiF 	 0.006807002404198563 	 0.006807002404198563
65	 19 	 HO 	 OH 	 1.921258351138522e-05 	 1.921258351138522e-05
66	 2 	 FLi 	 LiF 	 0.006810234674959748 	 0.006810234674959748
66	 1 	 N2 	 N2 	 6.198269901488887e-06 	 6.198269901488887e-06
66	 20 	 CH 	 CH 	 2.2939726921329634e-06 	 2.2939726921329634e-06
66	 4 	 CO2 	 CO2 	 0.006205918129941733 	 0.006205918129941733
66	 15 	 CH3 	 CH3 	 3.1242329130629e-05 	 3.1242329130629e-05
66	 18 	 H3N 	 NH3 	 0.0006625514703036293 	 0.0006625514703036293
66	 10 	 NO 	 NO 	 0.0001285912388291036 	 0.0001285912388291036
66	 9 	 Na2 	 Na2 	 9.173036161643327e-07 	 9.173036161643327e-07
66	 11 	 NO2 	 NO2 	 0.005703935269283624 	 0.005703935269283624
66	 7 	 CO 	 OC 	 0.0002946012854920525 	 0.0002946012854920525
66	 8 	 HLi 	 LiH 	 2.224642309181302e-08 	 2.224642309181302e-08
66	 19 	 HO 	 OH 	 1.9554470567411276e-05 	 1.9554470567411276e-05
66	 12 	 HN 	 NH 	 0.0014103003945066975 	 0.0014103003945066975
66	 25 	 Li 	 Li 	 4.826512036332785e-05 	 4.826512036332785e-05
66	 17 	 H2O 	 OH2 	 0.00026659282422884323 	 0.00026659282422884323
66	 24 	 C 	 C 	 7.18542251097136e-05 	 7.18542251097136e-05
66	 0 	 H2 	 H2 	 2.06155656677554e-07 	 2.06155656677554e-07
66	 3 	 CHN 	 CNH 	 0.003454651828961622 	 0.003454651828961622
66	 6 	 C2H2 	 C2H2 	 0.00010092872216423406 	 0.00010092872216423406
66	 14 	 N2O 	 N2O 	 0.004678766181348233 	 0.004678766181348233
66	 5 	 F2 	 F2 	 0.00026325290476934826 	 0.00026325290476934826
66	 22 	 CH4O 	 CH4O 	 0.00027245712102778484 	 0.00027245712102778484
66	 16 	 CH2 	 CH2 	 0.0032585477704248646 	 0.0032585477704248646
66	 13 	 O3 	 O3 	 0.004980812796757031 	 0.004980812796757031
66	 23 	 HF2 	 HF2 	 0.0029024864762701432 	 0.0029024864762701432
66	 21 	 HN2O 	 HON2 	 0.005123430582951186 	 0.005123430582951186
67	 0 	 H2 	 H2 	 2.1583683358632751e-07 	 2.1583683358632751e-07
67	 3 	 CHN 	 CNH 	 0.003435373352895365 	 0.003435373352895365
67	 18 	 H3N 	 NH3 	 0.0006715426869366377 	 0.0006715426869366377
67	 15 	 CH3 	 CH3 	 3.209017668361839e-05 	 3.209017668361839e-05
67	 19 	 HO 	 OH 	 2.0002164557409426e-05 	 2.0002164557409426e-05
67	 4 	 CO2 	 CO2 	 0.006126082187038704 	 0.006126082187038704
67	 14 	 N2O 	 N2O 	 0.0046847418489820375 	 0.0046847418489820375
67	 23 	 HF2 	 HF2 	 0.002910785659255753 	 0.002910785659255753
67	 8 	 HLi 	 LiH 	 4.3847178413615286e-08 	 4.3847178413615286e-08
67	 22 	 CH4O 	 CH4O 	 0.000273330522124098 	 0.000273330522124098
67	 1 	 N2 	 N2 	 7.112485933886265e-06 	 7.112485933886265e-06
67	 7 	 CO 	 OC 	 0.0002899688658679811 	 0.0002899688658679811
67	 2 	 FLi 	 LiF 	 0.006765696595858762 	 0.006765696595858762
67	 11 	 NO2 	 NO2 	 0.005762572664184229 	 0.005762572664184229
67	 16 	 CH2 	 CH2 	 0.0032656358012492217 	 0.0032656358012492217
67	 25 	 Li 	 Li 	 4.920010922151347e-05 	 4.920010922151347e-05
67	 5 	 F2 	 F2 	 0.0002668268234811783 	 0.0002668268234811783
67	 9 	 Na2 	 Na2 	 9.992961493764655e-07 	 9.992961493764655e-07
67	 17 	 H2O 	 OH2 	 0.00026980631593535544 	 0.00026980631593535544
67	 6 	 C2H2 	 C2H2 	 9.864555476823481e-05 	 9.864555476823481e-05
67	 20 	 CH 	 CH 	 2.286395478793978e-06 	 2.286395478793978e-06
67	 10 	 NO 	 NO 	 0.0001318843858532704 	 0.0001318843858532704
67	 13 	 O3 	 O3 	 0.005016025388460386 	 0.005016025388460386
