#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
67	 24 	 C 	 C 	 7.422449557357319e-05 	 7.422449557357319e-05
67	 12 	 HN 	 NH 	 0.0014299911598128527 	 0.0014299911598128527
67	 21 	 HN2O 	 HON2 	 0.005159782002630168 	 0.005159782002630168
68	 16 	 CH2 	 CH2 	 0.0032688028366059454 	 0.0032688028366059454
68	 8 	 HLi 	 LiH 	 4.825742477867514e-08 	 4.825742477867514e-08
68	 12 	 HN 	 NH 	 0.001432639715702844 	 0.001432639715702844
68	 22 	 CH4O 	 CH4O 	 0.000273523838597157 	 0.000273523838597157
68	 25 	 Li 	 Li 	 4.65492223901334e-05 	 4.65492223901334e-05
68	 10 	 NO 	 NO 	 0.0001316912376299715 	 0.0001316912376299715
68	 23 	 HF2 	 HF2 	 0.0029218619598331574 	 0.0029218619598331574
68	 11 	 NO2 	 NO2 	 0.005752041728843813 	 0.005752041728843813
68	 6 	 C2H2 	 C2H2 	 9.810901330138432e-05 	 9.810901330138432e-05
68	 17 	 H2O 	 OH2 	 0.0002731897908110305 	 0.0002731897908110305
68	 9 	 Na2 	 Na2 	 1.0840952251428363e-06 	 1.0840952251428363e-06
68	 0 	 H2 	 H2 	 2.3718620171864886e-07 	 2.3718620171864886e-07
68	 13 	 O3 	 O3 	 0.004974557150009506 	 0.004974557150009506
68	 3 	 CHN 	 CNH 	 0.0034079748650323954 	 0.0034079748650323954
68	 15 	 CH3 	 CH3 	 3.309984810528058e-05 	 3.309984810528058e-05
68	 4 	 CO2 	 CO2 	 0.006102534178345826 	 0.006102534178345826
68	 7 	 CO 	 OC 	 0.000289948176267909 	 0.000289948176267909
68	 5 	 F2 	 F2 	 0.0002667819785692867 	 0.0002667819785692867
68	 24 	 C 	 C 	 7.541309391389228e-05 	 7.541309391389228e-05
68	 1 	 N2 	 N2 	 7.470209354938678e-06 	 7.470209354938678e-06
68	 21 	 HN2O 	 HON2 	 0.005158855105523498 	 0.005158855105523498
68	 2 	 FLi 	 LiF 	 0.006750680558145139 	 0.006750680558145139
68	 14 	 N2O 	 N2O 	 0.004726905865260029 	 0.004726905865260029
68	 18 	 H3N 	 NH3 	 0.00068294165240789 	 0.00068294165240789
68	 19 	 HO 	 OH 	 2.0518461646248656e-05 	 2.0518461646248656e-05
68	 20 	 CH 	 CH 	 2.2058588762791162e-06 	 2.2058588762791162e-06
69	 5 	 F2 	 F2 	 0.0002684584841416333 	 0.0002684584841416333
69	 8 	 HLi 	 LiH 	 7.894757511727246e-08 	 7.894757511727246e-08
69	 10 	 NO 	 NO 	 0.00013254015529692777 	 0.00013254015529692777
69	 19 	 HO 	 OH 	 2.0665404287891894e-05 	 2.0665404287891894e-05
69	 14 	 N2O 	 N2O 	 0.00474278554843121 	 0.00474278554843121
69	 12 	 HN 	 NH 	 0.001443029060457071 	 0.001443029060457071
69	 21 	 HN2O 	 HON2 	 0.005178012173089096 	 0.005178012173089096
69	 15 	 CH3 	 CH3 	 3.416945885326018e-05 	 3.416945885326018e-05
69	 17 	 H2O 	 OH2 	 0.00027788606440699355 	 0.00027788606440699355
69	 18 	 H3N 	 NH3 	 0.0006893081763170574 	 0.0006893081763170574
69	 1 	 N2 	 N2 	 7.735643110218284e-06 	 7.735643110218284e-06
69	 7 	 CO 	 OC 	 0.00028658055637769027 	 0.00028658055637769027
69	 2 	 FLi 	 LiF 	 0.006746095804293135 	 0.006746095804293135
69	 11 	 NO2 	 NO2 	 0.005756180408551996 	 0.005756180408551996
69	 13 	 O3 	 O3 	 0.005001504496774518 	 0.005001504496774518
69	 25 	 Li 	 Li 	 4.6761045698342214e-05 	 4.6761045698342214e-05
69	 22 	 CH4O 	 CH4O 	 0.0002736674851907468 	 0.0002736674851907468
69	 20 	 CH 	 CH 	 2.2022685189858295e-06 	 2.2022685189858295e-06
69	 23 	 HF2 	 HF2 	 0.0029377209192821014 	 0.0029377209192821014
69	 16 	 CH2 	 CH2 	 0.003284223782550027 	 0.003284223782550027
69	 9 	 Na2 	 Na2 	 1.2794103877525526e-06 	 1.2794103877525526e-06
69	 6 	 C2H2 	 C2H2 	 9.551101147462774e-05 	 9.551101147462774e-05
69	 24 	 C 	 C 	 7.735424452511308e-05 	 7.735424452511308e-05
69	 0 	 H2 	 H2 	 3.311798999924119e-07 	 3.311798999924119e-07
69	 3 	 CHN 	 CNH 	 0.0033744340912052182 	 0.0033744340912052182
69	 4 	 CO2 	 CO2 	 0.006038268642003753 	 0.006038268642003753
70	 1 	 N2 	 N2 	 7.970358575884718e-06 	 7.970358575884718e-06
70	 19 	 HO 	 OH 	 2.1409389580545684e-05 	 2.1409389580545684e-05
70	 5 	 F2 	 F2 	 0.0002720350599845565 	 0.0002720350599845565
70	 0 	 H2 	 H2 	 3.7299147788771855e-07 	 3.7299147788771855e-07
70	 15 	 CH3 	 CH3 	 3.55892325192785e-05 	 3.55892325192785e-05
70	 14 	 N2O 	 N2O 	 0.004777252565197264 	 0.004777252565197264
70	 9 	 Na2 	 Na2 	 1.3833387468398502e-06 	 1.3833387468398502e-06
70	 12 	 HN 	 NH 	 0.0014664596358608026 	 0.0014664596358608026
70	 10 	 NO 	 NO 	 0.00013369149831348237 	 0.00013369149831348237
70	 24 	 C 	 C 	 7.902033187524448e-05 	 7.902033187524448e-05
70	 7 	 CO 	 OC 	 0.00028230250234100994 	 0.00028230250234100994
70	 25 	 Li 	 Li 	 5.110089110345142e-05 	 5.110089110345142e-05
70	 20 	 CH 	 CH 	 2.182954539650375e-06 	 2.182954539650375e-06
70	 17 	 H2O 	 OH2 	 0.0002814392231380335 	 0.0002814392231380335
70	 18 	 H3N 	 NH3 	 0.0007014336285385834 	 0.0007014336285385834
70	 4 	 CO2 	 CO2 	 0.00598858409888315 	 0.00598858409888315
70	 6 	 C2H2 	 C2H2 	 9.262724593705577e-05 	 9.262724593705577e-05
70	 11 	 NO2 	 NO2 	 0.005844366156114063 	 0.005844366156114063
70	 21 	 HN2O 	 HON2 	 0.005245367207025539 	 0.005245367207025539
70	 23 	 HF2 	 HF2 	 0.00296289961566792 	 0.00296289961566792
70	 2 	 FLi 	 LiF 	 0.006696701609548658 	 0.006696701609548658
70	 22 	 CH4O 	 CH4O 	 0.000276359904079972 	 0.000276359904079972
70	 3 	 CHN 	 CNH 	 0.0033366484656988417 	 0.0033366484656988417
70	 16 	 CH2 	 CH2 	 0.003313633713710322 	 0.003313633713710322
70	 13 	 O3 	 O3 	 0.005151734438166369 	 0.005151734438166369
70	 8 	 HLi 	 LiH 	 6.607764621939739e-08 	 6.607764621939739e-08
71	 23 	 HF2 	 HF2 	 0.002971197879577828 	 0.002971197879577828
71	 5 	 F2 	 F2 	 0.0002782387435908869 	 0.0002782387435908869
71	 14 	 N2O 	 N2O 	 0.0048648519302071265 	 0.0048648519302071265
71	 7 	 CO 	 OC 	 0.00027527998672253725 	 0.00027527998672253725
71	 12 	 HN 	 NH 	 0.001488116091797425 	 0.001488116091797425
71	 9 	 Na2 	 Na2 	 1.6048986076068726e-06 	 1.6048986076068726e-06
71	 21 	 HN2O 	 HON2 	 0.00527377370607982 	 0.00527377370607982
71	 22 	 CH4O 	 CH4O 	 0.0002766427394342624 	 0.0002766427394342624
71	 8 	 HLi 	 LiH 	 1.029409745923345e-07 	 1.029409745923345e-07
71	 18 	 H3N 	 NH3 	 0.0007066885381252872 	 0.0007066885381252872
71	 15 	 CH3 	 CH3 	 3.69555768129162e-05 	 3.69555768129162e-05
71	 1 	 N2 	 N2 	 9.139063029248479e-06 	 9.139063029248479e-06
71	 10 	 NO 	 NO 	 0.0001368281783680603 	 0.0001368281783680603
71	 19 	 HO 	 OH 	 2.2016268276454475e-05 	 2.2016268276454475e-05
71	 11 	 NO2 	 NO2 	 0.005869491875226849 	 0.005869491875226849
71	 24 	 C 	 C 	 8.155253346221075e-05 	 8.155253346221075e-05
71	 25 	 Li 	 Li 	 5.0454221866118104e-05 	 5.0454221866118104e-05
71	 2 	 FLi 	 LiF 	 0.006690475879879527 	 0.006690475879879527
71	 0 	 H2 	 H2 	 4.659373892095201e-07 	 4.659373892095201e-07
71	 17 	 H2O 	 OH2 	 0.00028550766499131825 	 0.00028550766499131825
71	 16 	 CH2 	 CH2 	 0.0033097445047645976 	 0.0033097445047645976
71	 13 	 O3 	 O3 	 0.005072573949944554 	 0.005072573949944554
71	 3 	 CHN 	 CNH 	 0.003321767936766294 	 0.003321767936766294
71	 20 	 CH 	 CH 	 2.126638092999729e-06 	 2.126638092999729e-06
71	 4 	 CO2 	 CO2 	 0.005949005170762498 	 0.005949005170762498
71	 6 	 C2H2 	 C2H2 	 8.807656756114355e-05 	 8.807656756114355e-05
72	 22 	 CH4O 	 CH4O 	 0.0002759274317030993 	 0.0002759274317030993
72	 18 	 H3N 	 NH3 	 0.0007124294312180641 	 0.0007124294312180641
72	 11 	 NO2 	 NO2 	 0.0058687435810775845 	 0.0058687435810775845
72	 0 	 H2 	 H2 	 5.747487894952062e-07 	 5.747487894952062e-07
72	 12 	 HN 	 NH 	 0.0014974954615836426 	 0.0014974954615836426
72	 1 	 N2 	 N2 	 9.345430562218352e-06 	 9.345430562218352e-06
72	 5 	 F2 	 F2 	 0.00028096285080153334 	 0.00028096285080153334
72	 10 	 NO 	 NO 	 0.00013809894570609478 	 0.00013809894570609478
72	 16 	 CH2 	 CH2 	 0.003326189481937269 	 0.003326189481937269
72	 20 	 CH 	 CH 	 2.1725075164429746e-06 	 2.1725075164429746e-06
72	 3 	 CHN 	 CNH 	 0.0032924520540660316 	 0.0032924520540660316
72	 19 	 HO 	 OH 	 2.2507573290023685e-05 	 2.2507573290023685e-05
72	 21 	 HN2O 	 HON2 	 0.00530273063428491 	 0.00530273063428491
72	 15 	 CH3 	 CH3 	 3.936827700758703e-05 	 3.936827700758703e-05
72	 17 	 H2O 	 OH2 	 0.000287723126789473 	 0.000287723126789473
72	 8 	 HLi 	 LiH 	 1.3582897832203985e-07 	 1.3582897832203985e-07
72	 2 	 FLi 	 LiF 	 0.00666475050079732 	 0.00666475050079732
72	 24 	 C 	 C 	 8.447614907142144e-05 	 8.447614907142144e-05
72	 13 	 O3 	 O3 	 0.00517683084304493 	 0.00517683084304493
72	 6 	 C2H2 	 C2H2 	 8.641244788844562e-05 	 8.641244788844562e-05
72	 7 	 CO 	 OC 	 0.00027076554696132515 	 0.00027076554696132515
72	 4 	 CO2 	 CO2 	 0.0058524877490314636 	 0.0058524877490314636
72	 25 	 Li 	 Li 	 4.836361882292823e-05 	 4.836361882292823e-05
72	 9 	 Na2 	 Na2 	 2.0306830986298924e-06 	 2.0306830986298924e-06
72	 23 	 HF2 	 HF2 	 0.0030020261310965695 	 0.0030020261310965695
72	 14 	 N2O 	 N2O 	 0.004927300212578698 	 0.004927300212578698
73	 17 	 H2O 	 OH2 	 0.00029015267719665445 	 0.00029015267719665445
73	 8 	 HLi 	 LiH 	 1.2972769457614992e-07 	 1.2972769457614992e-07
73	 23 	 HF2 	 HF2 	 0.003005355229884465 	 0.003005355229884465
73	 15 	 CH3 	 CH3 	 4.071517409914257e-05 	 4.071517409914257e-05
73	 0 	 H2 	 H2 	 4.236057236445399e-07 	 4.236057236445399e-07
73	 4 	 CO2 	 CO2 	 0.005809608232812201 	 0.005809608232812201
73	 14 	 N2O 	 N2O 	 0.0049516489477651445 	 0.0049516489477651445
73	 2 	 FLi 	 LiF 	 0.006636776878509868 	 0.006636776878509868
73	 12 	 HN 	 NH 	 0.0015297219701356625 	 0.0015297219701356625
73	 11 	 NO2 	 NO2 	 0.005994328725719041 	 0.005994328725719041
73	 1 	 N2 	 N2 	 1.0090075662698015e-05 	 1.0090075662698015e-05
73	 18 	 H3N 	 NH3 	 0.0007335778430719363 	 0.0007335778430719363
73	 7 	 CO 	 OC 	 0.0002654290423040555 	 0.0002654290423040555
73	 9 	 Na2 	 Na2 	 2.243301898082674e-06 	 2.243301898082674e-06
73	 25 	 Li 	 Li 	 4.926542976401994e-05 	 4.926542976401994e-05
73	 5 	 F2 	 F2 	 0.00028857867463690195 	 0.00028857867463690195
73	 21 	 HN2O 	 HON2 	 0.0053736481236999955 	 0.0053736481236999955
73	 16 	 CH2 	 CH2 	 0.0033613568901857227 	 0.0033613568901857227
73	 10 	 NO 	 NO 	 0.00014342022840183125 	 0.00014342022840183125
73	 6 	 C2H2 	 C2H2 	 8.18307364101265e-05 	 8.18307364101265e-05
73	 24 	 C 	 C 	 8.703146065291058e-05 	 8.703146065291058e-05
73	 13 	 O3 	 O3 	 0.005263647934212821 	 0.005263647934212821
73	 3 	 CHN 	 CNH 	 0.003241842100324822 	 0.003241842100324822
73	 19 	 HO 	 OH 	 2.3251330758501552e-05 	 2.3251330758501552e-05
73	 22 	 CH4O 	 CH4O 	 0.00027919024237583003 	 0.00027919024237583003
73	 20 	 CH 	 CH 	 2.1620541893931535e-06 	 2.1620541893931535e-06
74	 0 	 H2 	 H2 	 4.256493233679513e-07 	 4.256493233679513e-07
74	 25 	 Li 	 Li 	 5.098556010378187e-05 	 5.098556010378187e-05
74	 17 	 H2O 	 OH2 	 0.00029086849351557574 	 0.00029086849351557574
74	 8 	 HLi 	 LiH 	 1.418657478627587e-07 	 1.418657478627587e-07
74	 11 	 NO2 	 NO2 	 0.006007253214532191 	 0.006007253214532191
74	 18 	 H3N 	 NH3 	 0.0007367560598896688 	 0.0007367560598896688
74	 3 	 CHN 	 CNH 	 0.0032247178000406524 	 0.0032247178000406524
74	 9 	 Na2 	 Na2 	 2.3859934810985413e-06 	 2.3859934810985413e-06
74	 20 	 CH 	 CH 	 2.143201946982339e-06 	 2.143201946982339e-06
74	 2 	 FLi 	 LiF 	 0.00661074832399375 	 0.00661074832399375
74	 10 	 NO 	 NO 	 0.00014275653432472814 	 0.00014275653432472814
74	 14 	 N2O 	 N2O 	 0.004986335065703025 	 0.004986335065703025
74	 13 	 O3 	 O3 	 0.005226347141791269 	 0.005226347141791269
74	 7 	 CO 	 OC 	 0.00026424273786380227 	 0.00026424273786380227
74	 4 	 CO2 	 CO2 	 0.0057674797118864645 	 0.0057674797118864645
74	 22 	 CH4O 	 CH4O 	 0.0002789161578561994 	 0.0002789161578561994
74	 15 	 CH3 	 CH3 	 4.271547617547178e-05 	 4.271547617547178e-05
74	 21 	 HN2O 	 HON2 	 0.005390023776896594 	 0.005390023776896594
74	 19 	 HO 	 OH 	 2.397531727281345e-05 	 2.397531727281345e-05
74	 23 	 HF2 	 HF2 	 0.003031052100554601 	 0.003031052100554601
74	 24 	 C 	 C 	 9.029281938485297e-05 	 9.029281938485297e-05
74	 5 	 F2 	 F2 	 0.00029203390861971465 	 0.00029203390861971465
74	 16 	 CH2 	 CH2 	 0.0033704289154764555 	 0.0033704289154764555
74	 6 	 C2H2 	 C2H2 	 7.561290347018997e-05 	 7.561290347018997e-05
74	 1 	 N2 	 N2 	 1.1417017117429076e-05 	 1.1417017117429076e-05
74	 12 	 HN 	 NH 	 0.0015561743631473612 	 0.0015561743631473612
75	 11 	 NO2 	 NO2 	 0.0060344092861825535 	 0.0060344092861825535
75	 0 	 H2 	 H2 	 4.878750837875545e-07 	 4.878750837875545e-07
75	 22 	 CH4O 	 CH4O 	 0.0002801392787256859 	 0.0002801392787256859
75	 5 	 F2 	 F2 	 0.0002927009098392558 	 0.0002927009098392558
75	 24 	 C 	 C 	 8.929923504774434e-05 	 8.929923504774434e-05
75	 8 	 HLi 	 LiH 	 1.7567539163184442e-07 	 1.7567539163184442e-07
75	 13 	 O3 	 O3 	 0.0052963762638495206 	 0.0052963762638495206
75	 23 	 HF2 	 HF2 	 0.003035998038837796 	 0.003035998038837796
75	 14 	 N2O 	 N2O 	 0.005010495297452276 	 0.005010495297452276
75	 12 	 HN 	 NH 	 0.0015532688309461914 	 0.0015532688309461914
75	 4 	 CO2 	 CO2 	 0.00573687859872147 	 0.00573687859872147
75	 25 	 Li 	 Li 	 5.5321210830350154e-05 	 5.5321210830350154e-05
75	 2 	 FLi 	 LiF 	 0.006603708052669108 	 0.006603708052669108
75	 15 	 CH3 	 CH3 	 4.3574664459127083e-05 	 4.3574664459127083e-05
75	 21 	 HN2O 	 HON2 	 0.005408982831380077 	 0.005408982831380077
75	 18 	 H3N 	 NH3 	 0.0007463687702070728 	 0.0007463687702070728
75	 9 	 Na2 	 Na2 	 2.8368236352533704e-06 	 2.8368236352533704e-06
75	 7 	 CO 	 OC 	 0.0002594160662967748 	 0.0002594160662967748
75	 1 	 N2 	 N2 	 1.152551744478608e-05 	 1.152551744478608e-05
75	 3 	 CHN 	 CNH 	 0.0031881204142791843 	 0.0031881204142791843
75	 19 	 HO 	 OH 	 2.414808548110854e-05 	 2.414808548110854e-05
75	 10 	 NO 	 NO 	 0.00014534287748983523 	 0.00014534287748983523
75	 6 	 C2H2 	 C2H2 	 7.944927240282412e-05 	 7.944927240282412e-05
75	 17 	 H2O 	 OH2 	 0.0002969373006517753 	 0.0002969373006517753
75	 20 	 CH 	 CH 	 2.09788274647414e-06 	 2.09788274647414e-06
75	 16 	 CH2 	 CH2 	 0.003378384088941371 	 0.003378384088941371
76	 23 	 HF2 	 HF2 	 0.00304865484578026 	 0.00304865484578026
76	 17 	 H2O 	 OH2 	 0.0003015527744089804 	 0.0003015527744089804
76	 20 	 CH 	 CH 	 4.161407047411153e-06 	 4.161407047411153e-06
76	 9 	 Na2 	 Na2 	 2.777495632935507e-06 	 2.777495632935507e-06
76	 15 	 CH3 	 CH3 	 4.2912378770808783e-05 	 4.2912378770808783e-05
76	 14 	 N2O 	 N2O 	 0.005038224722580985 	 0.005038224722580985
76	 1 	 N2 	 N2 	 1.1464717868671126e-05 	 1.1464717868671126e-05
76	 13 	 O3 	 O3 	 0.005259686254412984 	 0.005259686254412984
76	 11 	 NO2 	 NO2 	 0.006026626807689609 	 0.006026626807689609
76	 2 	 FLi 	 LiF 	 0.006599417275671947 	 0.006599417275671947
76	 4 	 CO2 	 CO2 	 0.00574401558549336 	 0.00574401558549336
76	 22 	 CH4O 	 CH4O 	 0.0002804483186183734 	 0.0002804483186183734
76	 10 	 NO 	 NO 	 0.00014393231574144782 	 0.00014393231574144782
76	 3 	 CHN 	 CNH 	 0.0031887720431460786 	 0.0031887720431460786
76	 8 	 HLi 	 LiH 	 2.5428067274387675e-07 	 2.5428067274387675e-07
76	 24 	 C 	 C 	 9.050131110680738e-05 	 9.050131110680738e-05
76	 6 	 C2H2 	 C2H2 	 7.748924221816122e-05 	 7.748924221816122e-05
76	 5 	 F2 	 F2 	 0.0002945901033905813 	 0.0002945901033905813
76	 7 	 CO 	 OC 	 0.0002593711750092792 	 0.0002593711750092792
76	 21 	 HN2O 	 HON2 	 0.005413161898160464 	 0.005413161898160464
76	 16 	 CH2 	 CH2 	 0.00335015184822499 	 0.00335015184822499
76	 12 	 HN 	 NH 	 0.0015499074218877252 	 0.0015499074218877252
76	 25 	 Li 	 Li 	 5.078718004577019e-05 	 5.078718004577019e-05
76	 18 	 H3N 	 NH3 	 0.000734672283551806 	 0.000734672283551806
76	 19 	 HO 	 OH 	 2.471818076137097e-05 	 2.471818076137097e-05
76	 0 	 H2 	 H2 	 8.245781488379852e-07 	 8.245781488379852e-07
77	 14 	 N2O 	 N2O 	 0.005044554503256082 	 0.005044554503256082
77	 12 	 HN 	 NH 	 0.0015501771248448346 	 0.0015501771248448346
77	 8 	 HLi 	 LiH 	 3.214749299210733e-07 	 3.214749299210733e-07
77	 7 	 CO 	 OC 	 0.0002596278757523779 	 0.0002596278757523779
77	 10 	 NO 	 NO 	 0.00014357442631742824 	 0.00014357442631742824
77	 25 	 Li 	 Li 	 5.304716324096598e-05 	 5.304716324096598e-05
77	 9 	 Na2 	 Na2 	 2.2043034441462546e-06 	 2.2043034441462546e-06
77	 15 	 CH3 	 CH3 	 3.860198462076785e-05 	 3.860198462076785e-05
77	 0 	 H2 	 H2 	 8.505219216266262e-07 	 8.505219216266262e-07
77	 13 	 O3 	 O3 	 0.005192781244301652 	 0.005192781244301652
77	 21 	 HN2O 	 HON2 	 0.005396603937301962 	 0.005396603937301962
77	 4 	 CO2 	 CO2 	 0.005769376433808078 	 0.005769376433808078
77	 6 	 C2H2 	 C2H2 	 7.776608241638936e-05 	 7.776608241638936e-05
77	 19 	 HO 	 OH 	 2.4800689414949187e-05 	 2.4800689414949187e-05
77	 16 	 CH2 	 CH2 	 0.0033473849678916506 	 0.0033473849678916506
77	 20 	 CH 	 CH 	 3.966931578270371e-06 	 3.966931578270371e-06
77	 1 	 N2 	 N2 	 1.184001642149193e-05 	 1.184001642149193e-05
77	 24 	 C 	 C 	 8.860626703702343e-05 	 8.860626703702343e-05
77	 5 	 F2 	 F2 	 0.0002866847206126182 	 0.0002866847206126182
77	 17 	 H2O 	 OH2 	 0.000297376986114373 	 0.000297376986114373
77	 11 	 NO2 	 NO2 	 0.00582187493389312 	 0.00582187493389312
77	 2 	 FLi 	 LiF 	 0.00667549457469509 	 0.00667549457469509
77	 18 	 H3N 	 NH3 	 0.0006903336133233355 	 0.0006903336133233355
77	 23 	 HF2 	 HF2 	 0.002990488194083118 	 0.002990488194083118
77	 3 	 CHN 	 CNH 	 0.003262647764405375 	 0.003262647764405375
77	 22 	 CH4O 	 CH4O 	 0.0002727782633516891 	 0.0002727782633516891
78	 8 	 HLi 	 LiH 	 3.5609225986373236e-07 	 3.5609225986373236e-07
78	 24 	 C 	 C 	 7.88412172735281e-05 	 7.88412172735281e-05
78	 18 	 H3N 	 NH3 	 0.0006685399401976248 	 0.0006685399401976248
78	 23 	 HF2 	 HF2 	 0.0029686518686485954 	 0.0029686518686485954
78	 15 	 CH3 	 CH3 	 2.5129127623041265e-05 	 2.5129127623041265e-05
78	 20 	 CH 	 CH 	 1.420648400219248e-06 	 1.420648400219248e-06
78	 5 	 F2 	 F2 	 0.00027138542484319173 	 0.00027138542484319173
78	 17 	 H2O 	 OH2 	 0.00029555009000165137 	 0.00029555009000165137
78	 19 	 HO 	 OH 	 2.2977778972683402e-05 	 2.2977778972683402e-05
78	 7 	 CO 	 OC 	 0.0002896046735379752 	 0.0002896046735379752
78	 22 	 CH4O 	 CH4O 	 0.0002696174487887313 	 0.0002696174487887313
78	 4 	 CO2 	 CO2 	 0.006201474631271894 	 0.006201474631271894
78	 9 	 Na2 	 Na2 	 2.708986681896908e-06 	 2.708986681896908e-06
78	 16 	 CH2 	 CH2 	 0.003179982144845132 	 0.003179982144845132
78	 14 	 N2O 	 N2O 	 0.004655013764951342 	 0.004655013764951342
78	 1 	 N2 	 N2 	 9.50358046705724e-06 	 9.50358046705724e-06
78	 2 	 FLi 	 LiF 	 0.006707217656165961 	 0.006707217656165961
78	 12 	 HN 	 NH 	 0.0013994532987345344 	 0.0013994532987345344
78	 0 	 H2 	 H2 	 7.486071668301734e-07 	 7.486071668301734e-07
78	 21 	 HN2O 	 HON2 	 0.005092821515760718 	 0.005092821515760718
78	 6 	 C2H2 	 C2H2 	 9.208959321838002e-05 	 9.208959321838002e-05
78	 11 	 NO2 	 NO2 	 0.005623495484918016 	 0.005623495484918016
78	 25 	 Li 	 Li 	 4.5791923564843725e-05 	 4.5791923564843725e-05
78	 3 	 CHN 	 CNH 	 0.0032774401446673067 	 0.0032774401446673067
78	 13 	 O3 	 O3 	 0.004802463007470444 	 0.004802463007470444
78	 10 	 NO 	 NO 	 0.00012679826226849134 	 0.00012679826226849134
79	 21 	 HN2O 	 HON2 	 0.005095215598751974 	 0.005095215598751974
79	 19 	 HO 	 OH 	 2.2888530719374204e-05 	 2.2888530719374204e-05
79	 6 	 C2H2 	 C2H2 	 8.569911147327368e-05 	 8.569911147327368e-05
79	 16 	 CH2 	 CH2 	 0.0031800896972513084 	 0.0031800896972513084
79	 1 	 N2 	 N2 	 9.65544259570703e-06 	 9.65544259570703e-06
79	 22 	 CH4O 	 CH4O 	 0.0002705735025377141 	 0.0002705735025377141
79	 7 	 CO 	 OC 	 0.0002887204040840691 	 0.0002887204040840691
79	 11 	 NO2 	 NO2 	 0.005613298358121013 	 0.005613298358121013
79	 5 	 F2 	 F2 	 0.0002728138327008117 	 0.0002728138327008117
79	 9 	 Na2 	 Na2 	 2.85977295089404e-06 	 2.85977295089404e-06
79	 24 	 C 	 C 	 7.608914165157184e-05 	 7.608914165157184e-05
79	 18 	 H3N 	 NH3 	 0.0006538219996475524 	 0.0006538219996475524
79	 25 	 Li 	 Li 	 4.815989667985327e-05 	 4.815989667985327e-05
79	 0 	 H2 	 H2 	 7.178406697773877e-07 	 7.178406697773877e-07
79	 13 	 O3 	 O3 	 0.004784451134034822 	 0.004784451134034822
79	 4 	 CO2 	 CO2 	 0.0061801609480917185 	 0.0061801609480917185
79	 2 	 FLi 	 LiF 	 0.006706793486377276 	 0.006706793486377276
79	 3 	 CHN 	 CNH 	 0.0032624590866013317 	 0.0032624590866013317
79	 17 	 H2O 	 OH2 	 0.000293146877725007 	 0.000293146877725007
79	 20 	 CH 	 CH 	 1.2888305510938616e-06 	 1.2888305510938616e-06
79	 15 	 CH3 	 CH3 	 2.3197901993122546e-05 	 2.3197901993122546e-05
79	 23 	 HF2 	 HF2 	 0.0029774167925426726 	 0.0029774167925426726
79	 8 	 HLi 	 LiH 	 5.522248666738121e-07 	 5.522248666738121e-07
79	 14 	 N2O 	 N2O 	 0.0047111326049858624 	 0.0047111326049858624
79	 12 	 HN 	 NH 	 0.001411835733636923 	 0.001411835733636923
79	 10 	 NO 	 NO 	 0.0001288662729615064 	 0.0001288662729615064
80	 19 	 HO 	 OH 	 2.3152937962816223e-05 	 2.3152937962816223e-05
80	 1 	 N2 	 N2 	 1.0197233256600781e-05 	 1.0197233256600781e-05
80	 15 	 CH3 	 CH3 	 2.402655656658333e-05 	 2.402655656658333e-05
80	 16 	 CH2 	 CH2 	 0.0031903221757244395 	 0.0031903221757244395
80	 10 	 NO 	 NO 	 0.000128187106599675 	 0.000128187106599675
80	 8 	 HLi 	 LiH 	 5.602869475473514e-07 	 5.602869475473514e-07
80	 25 	 Li 	 Li 	 4.7737805771757166e-05 	 4.7737805771757166e-05
80	 24 	 C 	 C 	 7.892627443287338e-05 	 7.892627443287338e-05
80	 18 	 H3N 	 NH3 	 0.0006644835653940252 	 0.0006644835653940252
80	 6 	 C2H2 	 C2H2 	 8.745439492522189e-05 	 8.745439492522189e-05
80	 12 	 HN 	 NH 	 0.0014212616017398874 	 0.0014212616017398874
80	 5 	 F2 	 F2 	 0.0002770201516528125 	 0.0002770201516528125
80	 9 	 Na2 	 Na2 	 3.082546378642989e-06 	 3.082546378642989e-06
80	 17 	 H2O 	 OH2 	 0.00029748404137093786 	 0.00029748404137093786
80	 22 	 CH4O 	 CH4O 	 0.0002717062273950968 	 0.0002717062273950968
80	 13 	 O3 	 O3 	 0.0047961680108808535 	 0.0047961680108808535
80	 7 	 CO 	 OC 	 0.00028393915021741905 	 0.00028393915021741905
80	 2 	 FLi 	 LiF 	 0.0066861748934580936 	 0.0066861748934580936
80	 0 	 H2 	 H2 	 7.413495733093049e-07 	 7.413495733093049e-07
80	 23 	 HF2 	 HF2 	 0.0029847331885761753 	 0.0029847331885761753
80	 21 	 HN2O 	 HON2 	 0.005126538093531605 	 0.005126538093531605
80	 20 	 CH 	 CH 	 1.2572407093669052e-06 	 1.2572407093669052e-06
80	 4 	 CO2 	 CO2 	 0.006137057571004115 	 0.006137057571004115
80	 11 	 NO2 	 NO2 	 0.005655943476980624 	 0.005655943476980624
80	 3 	 CHN 	 CNH 	 0.0032194873621682525 	 0.0032194873621682525
80	 14 	 N2O 	 N2O 	 0.004724381578102376 	 0.004724381578102376
81	 22 	 CH4O 	 CH4O 	 0.00027200213706887353 	 0.00027200213706887353
