#	Epoch	E	rho	ae	total
0	0.009346631689977408	63.358627739410096	52.799058186128946	39.93237776635105
1	0.013639218942615784	63.11066486264004	52.85564309637082	39.95029295718651
2	0.011015307477699972	63.39395994262194	52.52080392067753	39.75134291816251
3	0.00903383243479043	63.417449553305396	52.387706007226726	39.66525780522493
4	0.013138162153185445	63.550850105264615	52.08643412915701	39.4772225306071
5	0.012893569727730338	63.49868969035854	51.92842662688632	39.36878903402558
6	0.01183791818581719	63.32110072833921	51.73786839529536	39.22876006895416
7	0.010809452128895026	63.20057737850625	51.55268500520212	39.09689244808539
8	0.01151292848805631	63.14427012586747	51.40677309350751	38.99617105796859
9	0.011822044625485202	63.084144401299255	51.27526766656203	38.90463952994427
