#	Epoch	E	rho	ae	total
0	0.0017543046686045905	19.74897020716843	1.5206127107890235	4.5450556078858835
1	0.0012905951660938956	19.74729620050975	1.5189929775654818	4.54440554507058
2	0.001295425056390591	19.58334447736466	1.5500333665916168	4.514071175484253
3	0.0017660806172567843	19.11163025728148	1.612146471498202	4.422956090829817
4	0.0020694456493508986	18.824456145986684	1.648909829478027	4.367824118827701
5	0.0014910142550467523	18.538424690443204	1.695662099202216	4.315265552645401
6	0.0018596192384294815	18.389175033551858	1.7015977095778083	4.284407907952016
7	0.0022284900877933634	18.084785356406034	1.7374045662831452	4.226435495738911
8	0.0017167905459197763	17.665917340624485	1.7681005921631427	4.143382237166942
9	0.0022741897299425533	17.52834812040655	1.7720139157534815	4.114934172524849
10	0.0023139756832469285	17.247618635821244	1.7913603864547587	4.059438248792849
11	0.0020507638389986906	16.858289926354914	1.8089055091131117	3.9807771974495374
12	0.002265207976731096	16.730502239726853	1.8124838003275638	3.9545602966218594
13	0.002565194663750359	16.47003687019547	1.8070516678998052	3.8982664881811173
14	0.0024468074160950053	16.107680539185814	1.799734529993816	3.820077158056163
15	0.0029782125068657313	15.988364721074731	1.7962721040886553	3.7941499751120142
16	0.0029836773164735944	15.744578970960506	1.7939763599625707	3.7422792749507283
17	0.0030356611991503857	15.507252373930214	1.7653411842460105	3.685495907164648
18	0.003357830754740395	15.274928166189243	1.7493671934244148	3.6328283493119553
19	0.0033758440416731027	15.0472686695326	1.7380070901790032	3.582246317007037
20	0.003251705702961953	14.728125576095177	1.695679570754327	3.504940243655532
