0	H2	H2	rho	3.900218242436262e-05	
0	H	H	E	2.2484409244492513e-10	
0	H	H	E	3.906728816126474e-10	
1	H	H	E	1.8242946690508919e-10	
1	H2	H2	rho	3.899557072306668e-05	
1	H	H	E	1.5069770964389672e-10	
2	H2	H2	rho	3.835073809191288e-05	
2	H	H	E	1.5443519997050112e-10	
2	H	H	E	1.8119001537441207e-10	
3	H	H	E	1.4223142485811386e-10	
3	H2	H2	rho	3.65254411091037e-05	
3	H	H	E	4.815767244719069e-10	
4	H	H	E	3.827517496583066e-10	
4	H2	H2	rho	3.5436014919217585e-05	
4	H	H	E	4.737693094651659e-10	
5	H	H	E	2.040081498725126e-10	
5	H2	H2	rho	3.436731900032341e-05	
5	H	H	E	2.406165518780118e-10	
6	H2	H2	rho	3.381617584146069e-05	
6	H	H	E	4.6491414781247396e-10	
6	H	H	E	2.2672259457493512e-10	
7	H2	H2	rho	3.2705946138727816e-05	
7	H	H	E	3.8893484126301703e-10	
7	H	H	E	6.042987730156375e-10	
8	H	H	E	2.6167814845046494e-10	
8	H2	H2	rho	3.1208463548577686e-05	
8	H	H	E	3.2779580726143985e-10	
9	H2	H2	rho	3.0724298783015994e-05	
9	H	H	E	6.549131431134816e-10	
9	H	H	E	3.794746424417554e-10	
10	H2	H2	rho	2.974803486067282e-05	
10	H	H	E	5.30526152048133e-10	
10	H	H	E	5.40370540483485e-10	
11	H	H	E	4.334193754404732e-10	
11	H2	H2	rho	2.842019392410395e-05	
11	H	H	E	4.0770708922845643e-10	
12	H2	H2	rho	2.7990970519350525e-05	
12	H	H	E	4.904835624701103e-10	
12	H	H	E	5.357498730991265e-10	
13	H2	H2	rho	2.7126211450559825e-05	
13	H	H	E	6.646751557311051e-10	
13	H	H	E	6.513695768555583e-10	
14	H	H	E	5.247637488870257e-10	
14	H2	H2	rho	2.5945737235246548e-05	
14	H	H	E	6.726095574044777e-10	
15	H2	H2	rho	2.5562780645410704e-05	
15	H	H	E	1.0016232852829743e-09	
15	H	H	E	7.72326661927318e-10	
16	H2	H2	rho	2.478917669728118e-05	
16	H	H	E	7.32262217646682e-10	
16	H	H	E	1.0482038481211318e-09	
17	H2	H2	rho	2.4047487618876428e-05	
17	H	H	E	1.001612894676049e-09	
17	H	H	E	8.414348885293829e-10	
18	H2	H2	rho	2.3332343048224145e-05	
18	H	H	E	1.0091767069563116e-09	
18	H	H	E	1.245828768539779e-09	
19	H2	H2	rho	2.264202944130974e-05	
19	H	H	E	9.6284446142255e-10	
19	H	H	E	1.3164201373174083e-09	
20	H	H	E	1.0529815765713908e-09	
20	H2	H2	rho	2.1691768298522888e-05	
20	H	H	E	1.0617364191636665e-09	
