#	Epoch	E	rho	ae	total
0	0.04733704525725309	63.3089560561008	76.47314412595036	55.898981758930276
1	0.05231726089010011	63.3466292543287	76.45564921998579	55.889593220005914
2	0.023766910033722218	62.681043437743554	75.70265095389624	55.33486990720402
3	0.030238737274017723	62.31904712520617	75.27534197110344	55.022387936967604
4	0.03500104309434414	62.18259990210826	74.91706277901655	54.76987713651188
5	0.02975983431636134	62.07898269828505	74.39748622887386	54.40837755350079
6	0.029533405331950886	62.030091363167145	73.98975244615072	54.126847011908296
7	0.03134313401484014	61.73116706313925	73.66983860877234	53.891164849863195
8	0.03213588953970473	61.56395962301909	73.12566860992013	53.50972839201126
9	0.033196402633877506	61.366647725089535	72.72277623890353	53.22315816176604
10	0.03534063622475547	61.23374857331868	72.42271824137171	53.01064565734371
11	0.03476673873458163	61.15319329315922	71.88158430972965	52.636371517688545
12	0.03408048992283438	61.11542613089096	71.5001324250054	52.373708880830776
13	0.035505262681302774	60.921073521956075	71.19784618182157	52.15612689594913
14	0.037605923196087326	60.79344248018275	70.69523002294653	51.80580398926521
15	0.03711891337084199	60.77183529092612	70.41421222580601	51.61278156905303
16	0.036159397806684826	60.703253116036315	69.92880429547856	51.27761531356662
17	0.03592570502848439	60.6690932503762	69.62230555162469	51.06661066275318
18	0.03827246556336996	60.50768224432168	69.23694354830872	50.794513824298626
19	0.03959142774661936	60.46056373208165	68.85524986576496	50.531707407266786
20	0.03838141921145663	60.36108005465863	68.45739900316858	50.25463214214017
