#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
61	 25 	 Li 	 Li 	 6.4999829248036495e-06 	 6.4999829248036495e-06
61	 10 	 NO 	 NO 	 1.604072772422945e-05 	 1.604072772422945e-05
61	 1 	 N2 	 N2 	 4.976265715119242e-06 	 4.976265715119242e-06
61	 2 	 FLi 	 LiF 	 0.007484447292482638 	 0.007484447292482638
61	 20 	 CH 	 CH 	 2.0250104302646443e-08 	 2.0250104302646443e-08
61	 3 	 CHN 	 CNH 	 0.002904145873062059 	 0.002904145873062059
61	 23 	 HF2 	 HF2 	 0.001749760827320853 	 0.001749760827320853
61	 8 	 HLi 	 LiH 	 8.206705828822627e-06 	 8.206705828822627e-06
61	 0 	 H2 	 H2 	 4.183733663955553e-06 	 4.183733663955553e-06
61	 15 	 CH3 	 CH3 	 1.1299741758151784e-08 	 1.1299741758151784e-08
61	 9 	 Na2 	 Na2 	 3.2636622457300966e-06 	 3.2636622457300966e-06
61	 14 	 N2O 	 N2O 	 0.0033517316759758093 	 0.0033517316759758093
61	 13 	 O3 	 O3 	 0.0025597307397833098 	 0.0025597307397833098
61	 17 	 H2O 	 OH2 	 0.0002544214006994323 	 0.0002544214006994323
61	 7 	 CO 	 OC 	 0.0004040322015219487 	 0.0004040322015219487
61	 24 	 C 	 C 	 5.196946287776398e-05 	 5.196946287776398e-05
61	 22 	 CH4O 	 CH4O 	 0.00012038980884642719 	 0.00012038980884642719
61	 6 	 C2H2 	 C2H2 	 5.350130835933887e-05 	 5.350130835933887e-05
61	 12 	 HN 	 NH 	 0.000852321481411455 	 0.000852321481411455
61	 16 	 CH2 	 CH2 	 0.0028368737328967543 	 0.0028368737328967543
61	 21 	 HN2O 	 HON2 	 0.002875463785114657 	 0.002875463785114657
61	 19 	 HO 	 OH 	 1.179881423152887e-05 	 1.179881423152887e-05
61	 5 	 F2 	 F2 	 0.00014213179951370317 	 0.00014213179951370317
61	 11 	 NO2 	 NO2 	 0.003346436024403986 	 0.003346436024403986
61	 4 	 CO2 	 CO2 	 0.008237968845797371 	 0.008237968845797371
62	 4 	 CO2 	 CO2 	 0.008246255211558575 	 0.008246255211558575
62	 1 	 N2 	 N2 	 4.6753449845760075e-06 	 4.6753449845760075e-06
62	 24 	 C 	 C 	 5.196557105182375e-05 	 5.196557105182375e-05
62	 25 	 Li 	 Li 	 6.333296880704603e-06 	 6.333296880704603e-06
62	 12 	 HN 	 NH 	 0.0008527314140111581 	 0.0008527314140111581
62	 16 	 CH2 	 CH2 	 0.002836626213650554 	 0.002836626213650554
62	 20 	 CH 	 CH 	 1.9841518931337824e-08 	 1.9841518931337824e-08
62	 8 	 HLi 	 LiH 	 8.339891363655981e-06 	 8.339891363655981e-06
62	 15 	 CH3 	 CH3 	 8.579569623105181e-09 	 8.579569623105181e-09
62	 2 	 FLi 	 LiF 	 0.0074854844602371875 	 0.0074854844602371875
62	 6 	 C2H2 	 C2H2 	 5.34210376757075e-05 	 5.34210376757075e-05
62	 19 	 HO 	 OH 	 1.1756833744083095e-05 	 1.1756833744083095e-05
62	 14 	 N2O 	 N2O 	 0.0033522174582001733 	 0.0033522174582001733
62	 23 	 HF2 	 HF2 	 0.0017502814847144082 	 0.0017502814847144082
62	 22 	 CH4O 	 CH4O 	 0.000120404839631029 	 0.000120404839631029
62	 0 	 H2 	 H2 	 4.472523910580104e-06 	 4.472523910580104e-06
62	 17 	 H2O 	 OH2 	 0.0002541418186136401 	 0.0002541418186136401
62	 11 	 NO2 	 NO2 	 0.003346716841175287 	 0.003346716841175287
62	 9 	 Na2 	 Na2 	 3.2691215518365235e-06 	 3.2691215518365235e-06
62	 13 	 O3 	 O3 	 0.0025596872684454843 	 0.0025596872684454843
62	 7 	 CO 	 OC 	 0.00040430970591955105 	 0.00040430970591955105
62	 5 	 F2 	 F2 	 0.0001421073573541029 	 0.0001421073573541029
62	 3 	 CHN 	 CNH 	 0.002902153614962713 	 0.002902153614962713
62	 18 	 H3N 	 NH3 	 0.0005252499992905755 	 0.0005252499992905755
62	 10 	 NO 	 NO 	 1.596697387755359e-05 	 1.596697387755359e-05
62	 21 	 HN2O 	 HON2 	 0.002874216155470684 	 0.002874216155470684
63	 19 	 HO 	 OH 	 1.178945943388971e-05 	 1.178945943388971e-05
63	 12 	 HN 	 NH 	 0.0008524065864669489 	 0.0008524065864669489
63	 25 	 Li 	 Li 	 5.1158383496689226e-06 	 5.1158383496689226e-06
63	 23 	 HF2 	 HF2 	 0.0017501705541152553 	 0.0017501705541152553
63	 11 	 NO2 	 NO2 	 0.003347853670194807 	 0.003347853670194807
63	 20 	 CH 	 CH 	 1.994603017516631e-08 	 1.994603017516631e-08
63	 10 	 NO 	 NO 	 1.5954513167420497e-05 	 1.5954513167420497e-05
63	 4 	 CO2 	 CO2 	 0.008249555780612091 	 0.008249555780612091
63	 22 	 CH4O 	 CH4O 	 0.0001203740996739921 	 0.0001203740996739921
63	 24 	 C 	 C 	 5.0879740595053984e-05 	 5.0879740595053984e-05
63	 1 	 N2 	 N2 	 5.012308924436579e-06 	 5.012308924436579e-06
63	 0 	 H2 	 H2 	 4.111401460400219e-06 	 4.111401460400219e-06
63	 17 	 H2O 	 OH2 	 0.0002542043506578481 	 0.0002542043506578481
63	 8 	 HLi 	 LiH 	 8.220862561954314e-06 	 8.220862561954314e-06
63	 18 	 H3N 	 NH3 	 0.0005247046739449419 	 0.0005247046739449419
63	 9 	 Na2 	 Na2 	 3.2744684922473232e-06 	 3.2744684922473232e-06
63	 6 	 C2H2 	 C2H2 	 5.332238507296666e-05 	 5.332238507296666e-05
63	 16 	 CH2 	 CH2 	 0.0028363338722330405 	 0.0028363338722330405
63	 13 	 O3 	 O3 	 0.0025625493639103917 	 0.0025625493639103917
63	 14 	 N2O 	 N2O 	 0.003355273972304244 	 0.003355273972304244
63	 3 	 CHN 	 CNH 	 0.002903155520754315 	 0.002903155520754315
63	 15 	 CH3 	 CH3 	 1.4663004528001953e-08 	 1.4663004528001953e-08
63	 21 	 HN2O 	 HON2 	 0.0028759617950440265 	 0.0028759617950440265
63	 5 	 F2 	 F2 	 0.00014207482641199416 	 0.00014207482641199416
63	 7 	 CO 	 OC 	 0.00040430279502594167 	 0.00040430279502594167
63	 2 	 FLi 	 LiF 	 0.007487386696689652 	 0.007487386696689652
64	 11 	 NO2 	 NO2 	 0.0033484991346239908 	 0.0033484991346239908
64	 15 	 CH3 	 CH3 	 8.661068752802711e-09 	 8.661068752802711e-09
64	 2 	 FLi 	 LiF 	 0.007487666664440576 	 0.007487666664440576
64	 14 	 N2O 	 N2O 	 0.0033533346314529007 	 0.0033533346314529007
64	 19 	 HO 	 OH 	 1.1812173562694427e-05 	 1.1812173562694427e-05
64	 3 	 CHN 	 CNH 	 0.00290211089741594 	 0.00290211089741594
64	 17 	 H2O 	 OH2 	 0.00025470384965981256 	 0.00025470384965981256
64	 12 	 HN 	 NH 	 0.0008525043232310165 	 0.0008525043232310165
64	 5 	 F2 	 F2 	 0.00014224426697133087 	 0.00014224426697133087
64	 20 	 CH 	 CH 	 1.906344261841199e-08 	 1.906344261841199e-08
64	 23 	 HF2 	 HF2 	 0.0017510625339113713 	 0.0017510625339113713
64	 25 	 Li 	 Li 	 5.706981994473196e-06 	 5.706981994473196e-06
64	 0 	 H2 	 H2 	 4.283825299380927e-06 	 4.283825299380927e-06
64	 22 	 CH4O 	 CH4O 	 0.00012051350933096322 	 0.00012051350933096322
64	 10 	 NO 	 NO 	 1.6062314226753283e-05 	 1.6062314226753283e-05
64	 8 	 HLi 	 LiH 	 8.32616720441822e-06 	 8.32616720441822e-06
64	 16 	 CH2 	 CH2 	 0.0028374772677740266 	 0.0028374772677740266
64	 21 	 HN2O 	 HON2 	 0.002877171276058283 	 0.002877171276058283
64	 13 	 O3 	 O3 	 0.0025602728968467862 	 0.0025602728968467862
64	 9 	 Na2 	 Na2 	 3.2751228389975895e-06 	 3.2751228389975895e-06
64	 18 	 H3N 	 NH3 	 0.0005259214777189622 	 0.0005259214777189622
64	 24 	 C 	 C 	 5.237349978151961e-05 	 5.237349978151961e-05
64	 6 	 C2H2 	 C2H2 	 5.6700452587640334e-05 	 5.6700452587640334e-05
64	 1 	 N2 	 N2 	 4.778999399910138e-06 	 4.778999399910138e-06
64	 4 	 CO2 	 CO2 	 0.008232522209765164 	 0.008232522209765164
64	 7 	 CO 	 OC 	 0.0004037060539261156 	 0.0004037060539261156
65	 25 	 Li 	 Li 	 5.092874400660562e-06 	 5.092874400660562e-06
65	 20 	 CH 	 CH 	 1.7670542974100707e-08 	 1.7670542974100707e-08
65	 4 	 CO2 	 CO2 	 0.008215311806445195 	 0.008215311806445195
65	 8 	 HLi 	 LiH 	 8.45014594571033e-06 	 8.45014594571033e-06
65	 17 	 H2O 	 OH2 	 0.00025642333498105774 	 0.00025642333498105774
65	 6 	 C2H2 	 C2H2 	 5.22355135443369e-05 	 5.22355135443369e-05
65	 16 	 CH2 	 CH2 	 0.0028643843979763895 	 0.0028643843979763895
65	 13 	 O3 	 O3 	 0.002631787497648634 	 0.002631787497648634
65	 10 	 NO 	 NO 	 1.7993960662222757e-05 	 1.7993960662222757e-05
65	 2 	 FLi 	 LiF 	 0.007448860144197589 	 0.007448860144197589
65	 12 	 HN 	 NH 	 0.0008743029758119545 	 0.0008743029758119545
65	 11 	 NO2 	 NO2 	 0.0034620895596594293 	 0.0034620895596594293
65	 21 	 HN2O 	 HON2 	 0.0029650528463491827 	 0.0029650528463491827
65	 7 	 CO 	 OC 	 0.00039291504272683295 	 0.00039291504272683295
65	 18 	 H3N 	 NH3 	 0.0005431603468127191 	 0.0005431603468127191
65	 3 	 CHN 	 CNH 	 0.0028915267753845137 	 0.0028915267753845137
65	 22 	 CH4O 	 CH4O 	 0.0001261461504595242 	 0.0001261461504595242
65	 19 	 HO 	 OH 	 1.2591202609290195e-05 	 1.2591202609290195e-05
65	 5 	 F2 	 F2 	 0.00014922079115696783 	 0.00014922079115696783
65	 1 	 N2 	 N2 	 5.420506710768479e-06 	 5.420506710768479e-06
65	 9 	 Na2 	 Na2 	 2.976739545968548e-06 	 2.976739545968548e-06
65	 24 	 C 	 C 	 4.861190889304769e-05 	 4.861190889304769e-05
65	 15 	 CH3 	 CH3 	 1.1240995206318729e-07 	 1.1240995206318729e-07
65	 14 	 N2O 	 N2O 	 0.0035163948954051944 	 0.0035163948954051944
65	 23 	 HF2 	 HF2 	 0.0017837423632099103 	 0.0017837423632099103
65	 0 	 H2 	 H2 	 5.241846230727416e-06 	 5.241846230727416e-06
66	 20 	 CH 	 CH 	 4.23445716203439e-08 	 4.23445716203439e-08
66	 16 	 CH2 	 CH2 	 0.0029017321934087545 	 0.0029017321934087545
66	 14 	 N2O 	 N2O 	 0.0035243854359950704 	 0.0035243854359950704
66	 1 	 N2 	 N2 	 5.94812436862715e-06 	 5.94812436862715e-06
66	 4 	 CO2 	 CO2 	 0.008025297155983116 	 0.008025297155983116
66	 5 	 F2 	 F2 	 0.00015046072347378174 	 0.00015046072347378174
66	 24 	 C 	 C 	 4.835431149950881e-05 	 4.835431149950881e-05
66	 15 	 CH3 	 CH3 	 1.6212098551301437e-07 	 1.6212098551301437e-07
66	 21 	 HN2O 	 HON2 	 0.003002210719487385 	 0.003002210719487385
66	 10 	 NO 	 NO 	 1.9810867861952247e-05 	 1.9810867861952247e-05
66	 17 	 H2O 	 OH2 	 0.0002601070390326315 	 0.0002601070390326315
66	 22 	 CH4O 	 CH4O 	 0.00012750063172839896 	 0.00012750063172839896
66	 18 	 H3N 	 NH3 	 0.0005497462450017025 	 0.0005497462450017025
66	 11 	 NO2 	 NO2 	 0.0035179539114946284 	 0.0035179539114946284
66	 23 	 HF2 	 HF2 	 0.001786551187405472 	 0.001786551187405472
66	 3 	 CHN 	 CNH 	 0.0028876669429324766 	 0.0028876669429324766
66	 9 	 Na2 	 Na2 	 2.926133019532187e-06 	 2.926133019532187e-06
66	 12 	 HN 	 NH 	 0.000887535651198568 	 0.000887535651198568
66	 19 	 HO 	 OH 	 1.26990857077509e-05 	 1.26990857077509e-05
66	 7 	 CO 	 OC 	 0.00038870894450356627 	 0.00038870894450356627
66	 13 	 O3 	 O3 	 0.0027118145999684793 	 0.0027118145999684793
66	 0 	 H2 	 H2 	 4.932116936451097e-06 	 4.932116936451097e-06
66	 8 	 HLi 	 LiH 	 9.584780303468302e-06 	 9.584780303468302e-06
66	 6 	 C2H2 	 C2H2 	 5.2946160641847214e-05 	 5.2946160641847214e-05
66	 25 	 Li 	 Li 	 6.320462419687916e-06 	 6.320462419687916e-06
66	 2 	 FLi 	 LiF 	 0.007424544152911068 	 0.007424544152911068
67	 19 	 HO 	 OH 	 1.272129344695854e-05 	 1.272129344695854e-05
67	 15 	 CH3 	 CH3 	 1.5266450486944282e-07 	 1.5266450486944282e-07
67	 7 	 CO 	 OC 	 0.0003887069453241983 	 0.0003887069453241983
67	 23 	 HF2 	 HF2 	 0.0017871537126790294 	 0.0017871537126790294
67	 10 	 NO 	 NO 	 1.9857551559787846e-05 	 1.9857551559787846e-05
67	 11 	 NO2 	 NO2 	 0.0035223137460789716 	 0.0035223137460789716
67	 13 	 O3 	 O3 	 0.0027128644230552967 	 0.0027128644230552967
67	 8 	 HLi 	 LiH 	 9.426591347640029e-06 	 9.426591347640029e-06
67	 20 	 CH 	 CH 	 3.1289026234826375e-09 	 3.1289026234826375e-09
67	 25 	 Li 	 Li 	 6.1812772968027105e-06 	 6.1812772968027105e-06
67	 6 	 C2H2 	 C2H2 	 4.983525694173183e-05 	 4.983525694173183e-05
67	 16 	 CH2 	 CH2 	 0.002907281657462075 	 0.002907281657462075
67	 21 	 HN2O 	 HON2 	 0.0030071711278585314 	 0.0030071711278585314
67	 5 	 F2 	 F2 	 0.00015082848006935746 	 0.00015082848006935746
67	 4 	 CO2 	 CO2 	 0.0080041346451087 	 0.0080041346451087
67	 3 	 CHN 	 CNH 	 0.0028861737533980177 	 0.0028861737533980177
67	 9 	 Na2 	 Na2 	 2.930694880248907e-06 	 2.930694880248907e-06
67	 18 	 H3N 	 NH3 	 0.0005510615638742665 	 0.0005510615638742665
67	 12 	 HN 	 NH 	 0.0008886882760129921 	 0.0008886882760129921
67	 0 	 H2 	 H2 	 5.267566733289092e-06 	 5.267566733289092e-06
67	 22 	 CH4O 	 CH4O 	 0.00012778501402499695 	 0.00012778501402499695
67	 24 	 C 	 C 	 4.834446577406075e-05 	 4.834446577406075e-05
67	 17 	 H2O 	 OH2 	 0.00026085835834876395 	 0.00026085835834876395
67	 2 	 FLi 	 LiF 	 0.0074207050103221065 	 0.0074207050103221065
67	 1 	 N2 	 N2 	 5.369973175447011e-06 	 5.369973175447011e-06
67	 14 	 N2O 	 N2O 	 0.0035375683153516455 	 0.0035375683153516455
68	 4 	 CO2 	 CO2 	 0.008003281621106645 	 0.008003281621106645
68	 6 	 C2H2 	 C2H2 	 4.969645237146252e-05 	 4.969645237146252e-05
68	 18 	 H3N 	 NH3 	 0.0005504169547855995 	 0.0005504169547855995
68	 5 	 F2 	 F2 	 0.0001508686561285914 	 0.0001508686561285914
68	 24 	 C 	 C 	 4.6919310994103275e-05 	 4.6919310994103275e-05
68	 25 	 Li 	 Li 	 6.576628515632596e-06 	 6.576628515632596e-06
68	 17 	 H2O 	 OH2 	 0.00026039705291396357 	 0.00026039705291396357
68	 19 	 HO 	 OH 	 1.2785628830622544e-05 	 1.2785628830622544e-05
68	 9 	 Na2 	 Na2 	 2.921779384939547e-06 	 2.921779384939547e-06
68	 21 	 HN2O 	 HON2 	 0.003009084530863534 	 0.003009084530863534
68	 22 	 CH4O 	 CH4O 	 0.0001278432383372297 	 0.0001278432383372297
68	 20 	 CH 	 CH 	 2.5175487164923124e-09 	 2.5175487164923124e-09
68	 1 	 N2 	 N2 	 6.0395374054181814e-06 	 6.0395374054181814e-06
68	 23 	 HF2 	 HF2 	 0.0017883314866929225 	 0.0017883314866929225
68	 7 	 CO 	 OC 	 0.00038790206416452973 	 0.00038790206416452973
68	 12 	 HN 	 NH 	 0.0008884378514696998 	 0.0008884378514696998
68	 0 	 H2 	 H2 	 5.258738930636421e-06 	 5.258738930636421e-06
68	 15 	 CH3 	 CH3 	 1.8078556587871388e-07 	 1.8078556587871388e-07
68	 3 	 CHN 	 CNH 	 0.0028865516964363606 	 0.0028865516964363606
68	 13 	 O3 	 O3 	 0.0027160911470075926 	 0.0027160911470075926
68	 16 	 CH2 	 CH2 	 0.0029090320150030736 	 0.0029090320150030736
68	 8 	 HLi 	 LiH 	 9.708276953917984e-06 	 9.708276953917984e-06
68	 14 	 N2O 	 N2O 	 0.003544037634447487 	 0.003544037634447487
68	 11 	 NO2 	 NO2 	 0.0035300314352463753 	 0.0035300314352463753
68	 2 	 FLi 	 LiF 	 0.00741620483630374 	 0.00741620483630374
68	 10 	 NO 	 NO 	 2.011443530781295e-05 	 2.011443530781295e-05
69	 14 	 N2O 	 N2O 	 0.0035445521449084093 	 0.0035445521449084093
69	 1 	 N2 	 N2 	 6.003349410487697e-06 	 6.003349410487697e-06
69	 20 	 CH 	 CH 	 2.28503525238115e-09 	 2.28503525238115e-09
69	 7 	 CO 	 OC 	 0.00038800532878501025 	 0.00038800532878501025
69	 16 	 CH2 	 CH2 	 0.0029088122624825893 	 0.0029088122624825893
69	 25 	 Li 	 Li 	 5.589774414718396e-06 	 5.589774414718396e-06
69	 10 	 NO 	 NO 	 1.9994156117367594e-05 	 1.9994156117367594e-05
69	 13 	 O3 	 O3 	 0.0027168546800576386 	 0.0027168546800576386
69	 18 	 H3N 	 NH3 	 0.0005516003450767309 	 0.0005516003450767309
69	 15 	 CH3 	 CH3 	 1.620493046052348e-07 	 1.620493046052348e-07
69	 23 	 HF2 	 HF2 	 0.001788104156684004 	 0.001788104156684004
69	 12 	 HN 	 NH 	 0.0008880350246556806 	 0.0008880350246556806
69	 8 	 HLi 	 LiH 	 9.606141968985204e-06 	 9.606141968985204e-06
69	 22 	 CH4O 	 CH4O 	 0.00012776098176195823 	 0.00012776098176195823
69	 6 	 C2H2 	 C2H2 	 4.9093009668322145e-05 	 4.9093009668322145e-05
69	 24 	 C 	 C 	 4.8342219632253796e-05 	 4.8342219632253796e-05
69	 2 	 FLi 	 LiF 	 0.007422304464973406 	 0.007422304464973406
69	 0 	 H2 	 H2 	 5.525910581875516e-06 	 5.525910581875516e-06
69	 19 	 HO 	 OH 	 1.2722664279198347e-05 	 1.2722664279198347e-05
69	 17 	 H2O 	 OH2 	 0.0002608907337556374 	 0.0002608907337556374
69	 3 	 CHN 	 CNH 	 0.0028867355542283777 	 0.0028867355542283777
69	 9 	 Na2 	 Na2 	 2.9501002550760726e-06 	 2.9501002550760726e-06
69	 21 	 HN2O 	 HON2 	 0.0030060163231698904 	 0.0030060163231698904
69	 11 	 NO2 	 NO2 	 0.003520779059510913 	 0.003520779059510913
69	 4 	 CO2 	 CO2 	 0.008008159939686961 	 0.008008159939686961
69	 5 	 F2 	 F2 	 0.00015063898842127856 	 0.00015063898842127856
70	 18 	 H3N 	 NH3 	 0.0005498469286716589 	 0.0005498469286716589
70	 10 	 NO 	 NO 	 1.9844526780654394e-05 	 1.9844526780654394e-05
70	 24 	 C 	 C 	 4.829200085997522e-05 	 4.829200085997522e-05
70	 22 	 CH4O 	 CH4O 	 0.00012764284933672023 	 0.00012764284933672023
70	 4 	 CO2 	 CO2 	 0.008014992166372043 	 0.008014992166372043
70	 5 	 F2 	 F2 	 0.0001506228306470841 	 0.0001506228306470841
70	 7 	 CO 	 OC 	 0.00038895222562696966 	 0.00038895222562696966
70	 15 	 CH3 	 CH3 	 1.628907291639744e-07 	 1.628907291639744e-07
70	 13 	 O3 	 O3 	 0.002709541827106716 	 0.002709541827106716
70	 19 	 HO 	 OH 	 1.2726402481563062e-05 	 1.2726402481563062e-05
70	 17 	 H2O 	 OH2 	 0.0002603678089166357 	 0.0002603678089166357
70	 2 	 FLi 	 LiF 	 0.0074313925934998415 	 0.0074313925934998415
70	 14 	 N2O 	 N2O 	 0.0035355559485938793 	 0.0035355559485938793
70	 21 	 HN2O 	 HON2 	 0.0030056933472957805 	 0.0030056933472957805
70	 16 	 CH2 	 CH2 	 0.002907050683537129 	 0.002907050683537129
70	 11 	 NO2 	 NO2 	 0.003519515914241654 	 0.003519515914241654
70	 12 	 HN 	 NH 	 0.0008881669805417319 	 0.0008881669805417319
70	 0 	 H2 	 H2 	 5.265151491808589e-06 	 5.265151491808589e-06
70	 1 	 N2 	 N2 	 5.984678871172341e-06 	 5.984678871172341e-06
70	 3 	 CHN 	 CNH 	 0.00288682503650725 	 0.00288682503650725
70	 23 	 HF2 	 HF2 	 0.0017876680466704486 	 0.0017876680466704486
70	 6 	 C2H2 	 C2H2 	 4.931658206446774e-05 	 4.931658206446774e-05
70	 20 	 CH 	 CH 	 3.0063038058390463e-09 	 3.0063038058390463e-09
70	 8 	 HLi 	 LiH 	 9.578812556244612e-06 	 9.578812556244612e-06
70	 9 	 Na2 	 Na2 	 2.9481431868550543e-06 	 2.9481431868550543e-06
70	 25 	 Li 	 Li 	 6.205688632314536e-06 	 6.205688632314536e-06
71	 7 	 CO 	 OC 	 0.00038892198878808193 	 0.00038892198878808193
71	 11 	 NO2 	 NO2 	 0.0035172415261015442 	 0.0035172415261015442
71	 1 	 N2 	 N2 	 5.754763375302342e-06 	 5.754763375302342e-06
71	 24 	 C 	 C 	 4.853013433324528e-05 	 4.853013433324528e-05
71	 15 	 CH3 	 CH3 	 1.647487067095333e-07 	 1.647487067095333e-07
71	 25 	 Li 	 Li 	 5.742864181395672e-06 	 5.742864181395672e-06
71	 14 	 N2O 	 N2O 	 0.0035272433096910625 	 0.0035272433096910625
71	 2 	 FLi 	 LiF 	 0.007424622324713992 	 0.007424622324713992
71	 16 	 CH2 	 CH2 	 0.002904330781133496 	 0.002904330781133496
71	 22 	 CH4O 	 CH4O 	 0.00012744196077007645 	 0.00012744196077007645
71	 12 	 HN 	 NH 	 0.0008864311295300725 	 0.0008864311295300725
71	 18 	 H3N 	 NH3 	 0.0005509971061505508 	 0.0005509971061505508
71	 4 	 CO2 	 CO2 	 0.008015937471951725 	 0.008015937471951725
71	 9 	 Na2 	 Na2 	 2.9547486485320114e-06 	 2.9547486485320114e-06
71	 5 	 F2 	 F2 	 0.00015049254998931346 	 0.00015049254998931346
71	 3 	 CHN 	 CNH 	 0.0028857594046931166 	 0.0028857594046931166
71	 21 	 HN2O 	 HON2 	 0.0030017856973505964 	 0.0030017856973505964
71	 23 	 HF2 	 HF2 	 0.001786852810698887 	 0.001786852810698887
71	 20 	 CH 	 CH 	 3.5613409013951757e-09 	 3.5613409013951757e-09
71	 17 	 H2O 	 OH2 	 0.0002599199658193532 	 0.0002599199658193532
71	 6 	 C2H2 	 C2H2 	 4.970900679529224e-05 	 4.970900679529224e-05
71	 13 	 O3 	 O3 	 0.0027070884095825505 	 0.0027070884095825505
71	 0 	 H2 	 H2 	 5.025708613403234e-06 	 5.025708613403234e-06
71	 10 	 NO 	 NO 	 1.9732099996587332e-05 	 1.9732099996587332e-05
71	 8 	 HLi 	 LiH 	 9.35677222203161e-06 	 9.35677222203161e-06
71	 19 	 HO 	 OH 	 1.2710604802686955e-05 	 1.2710604802686955e-05
72	 6 	 C2H2 	 C2H2 	 5.296116089638016e-05 	 5.296116089638016e-05
72	 20 	 CH 	 CH 	 4.077561242501115e-09 	 4.077561242501115e-09
72	 14 	 N2O 	 N2O 	 0.0035284333923351952 	 0.0035284333923351952
72	 13 	 O3 	 O3 	 0.002707208599546309 	 0.002707208599546309
72	 2 	 FLi 	 LiF 	 0.007438262478131836 	 0.007438262478131836
72	 18 	 H3N 	 NH3 	 0.0005497071938822545 	 0.0005497071938822545
72	 3 	 CHN 	 CNH 	 0.002886174379753935 	 0.002886174379753935
72	 10 	 NO 	 NO 	 1.967635608390097e-05 	 1.967635608390097e-05
72	 24 	 C 	 C 	 4.7033902024693256e-05 	 4.7033902024693256e-05
72	 21 	 HN2O 	 HON2 	 0.0030011756967869225 	 0.0030011756967869225
72	 7 	 CO 	 OC 	 0.00038930379757270815 	 0.00038930379757270815
72	 25 	 Li 	 Li 	 5.817386327697456e-06 	 5.817386327697456e-06
72	 5 	 F2 	 F2 	 0.0001504235503829139 	 0.0001504235503829139
72	 8 	 HLi 	 LiH 	 9.536816636988277e-06 	 9.536816636988277e-06
72	 9 	 Na2 	 Na2 	 2.9493290351719657e-06 	 2.9493290351719657e-06
72	 11 	 NO2 	 NO2 	 0.003515622583346024 	 0.003515622583346024
72	 1 	 N2 	 N2 	 5.967869079185817e-06 	 5.967869079185817e-06
72	 0 	 H2 	 H2 	 5.071635156304449e-06 	 5.071635156304449e-06
72	 19 	 HO 	 OH 	 1.27217044656901e-05 	 1.27217044656901e-05
72	 4 	 CO2 	 CO2 	 0.00801426700176289 	 0.00801426700176289
72	 22 	 CH4O 	 CH4O 	 0.0001273674680174551 	 0.0001273674680174551
72	 16 	 CH2 	 CH2 	 0.0029033688982127155 	 0.0029033688982127155
72	 12 	 HN 	 NH 	 0.0008868809146534759 	 0.0008868809146534759
72	 17 	 H2O 	 OH2 	 0.0002606526321506943 	 0.0002606526321506943
72	 23 	 HF2 	 HF2 	 0.0017869144486848613 	 0.0017869144486848613
72	 15 	 CH3 	 CH3 	 1.4350202640165945e-07 	 1.4350202640165945e-07
73	 19 	 HO 	 OH 	 1.2722012728808545e-05 	 1.2722012728808545e-05
73	 8 	 HLi 	 LiH 	 9.557680554653756e-06 	 9.557680554653756e-06
73	 14 	 N2O 	 N2O 	 0.0035279895086885293 	 0.0035279895086885293
73	 10 	 NO 	 NO 	 1.9680267318735776e-05 	 1.9680267318735776e-05
73	 23 	 HF2 	 HF2 	 0.0017869958553396164 	 0.0017869958553396164
73	 12 	 HN 	 NH 	 0.0008870495335025814 	 0.0008870495335025814
73	 2 	 FLi 	 LiF 	 0.007432546066848215 	 0.007432546066848215
73	 22 	 CH4O 	 CH4O 	 0.00012738066078461012 	 0.00012738066078461012
73	 11 	 NO2 	 NO2 	 0.0035161335150969185 	 0.0035161335150969185
73	 0 	 H2 	 H2 	 5.069550246077684e-06 	 5.069550246077684e-06
73	 21 	 HN2O 	 HON2 	 0.003001137147727284 	 0.003001137147727284
73	 4 	 CO2 	 CO2 	 0.008023456708762542 	 0.008023456708762542
73	 13 	 O3 	 O3 	 0.002705555196269999 	 0.002705555196269999
73	 1 	 N2 	 N2 	 5.917973716121112e-06 	 5.917973716121112e-06
73	 18 	 H3N 	 NH3 	 0.0005498637567397904 	 0.0005498637567397904
73	 9 	 Na2 	 Na2 	 2.969627391550461e-06 	 2.969627391550461e-06
73	 17 	 H2O 	 OH2 	 0.0002609299352172689 	 0.0002609299352172689
73	 15 	 CH3 	 CH3 	 1.4819208445209136e-07 	 1.4819208445209136e-07
73	 16 	 CH2 	 CH2 	 0.002903477307473404 	 0.002903477307473404
73	 25 	 Li 	 Li 	 6.85583117840772e-06 	 6.85583117840772e-06
73	 6 	 C2H2 	 C2H2 	 5.3193998713232506e-05 	 5.3193998713232506e-05
73	 24 	 C 	 C 	 4.857298209864893e-05 	 4.857298209864893e-05
73	 5 	 F2 	 F2 	 0.0001504580866727256 	 0.0001504580866727256
73	 7 	 CO 	 OC 	 0.00038924062883378757 	 0.00038924062883378757
73	 20 	 CH 	 CH 	 4.053622626874863e-09 	 4.053622626874863e-09
73	 3 	 CHN 	 CNH 	 0.0028860471649639918 	 0.0028860471649639918
74	 25 	 Li 	 Li 	 5.2341682334974185e-06 	 5.2341682334974185e-06
74	 5 	 F2 	 F2 	 0.00015025043769091264 	 0.00015025043769091264
74	 13 	 O3 	 O3 	 0.002701959231178947 	 0.002701959231178947
