0	N	N	E	7.070156963907009e-09	
0	O	O	E	2.7456102890732833e-09	
0	NO2	NO2	
0	N	N	E	7.069309833112415e-09	
0	O	O	E	2.586388842777759e-09	
0	NO	NO	rho	0.0002013231172273636	
0	Cl2	Cl2	rho	7.877541612002437e-05	
0	Cl	Cl	E	7.934811686655892e-07	
0	H	H	rho	9.859412912023082e-06	E	4.2143519308950283e-11	
0	N	N	E	7.449118028484799e-09	
0	HN	NH	
0	Na	Na	E	3.814606376097854e-08	
0	Cl	Cl	E	7.933581844873069e-07	
0	CO2	CO2	rho	0.00040072347331614286	
0	C	C	E	6.752744538249817e-09	
0	O	O	E	2.789137588733499e-09	
0	N	N	E	6.8772781812581895e-09	
0	O	O	E	2.6144328405405533e-09	
0	N2O	N2O	
0	FLi	LiF	rho	0.0010793577902330198	
0	F	F	E	1.1768640637359237e-10	
0	Li	Li	rho	2.760994003815944e-05	E	1.5819843192757998e-10	
0	CO	OC	rho	0.00034128350401055205	
0	C	C	E	6.856419092153931e-09	
0	O	O	E	2.688420150670224e-09	
0	N2	N2	rho	0.000292738133860197	
0	N	N	E	7.721790475239884e-09	
0	N	N	E	7.400363490462418e-09	
0	Li	Li	rho	2.7639943073059072e-05	E	1.544839165779608e-10	
0	H	H	rho	9.859534123257767e-06	E	3.402927971961479e-11	
0	C	C	E	7.000936255652148e-09	
0	H	H	rho	9.859569579276942e-06	E	3.1559496832792935e-11	
0	CH2	CH2	
0	O	O	E	2.5392517424290177e-09	
0	Na2	Na2	rho	0.0001020407998860805	
0	Na	Na	E	3.803141324608274e-08	
0	H	H	rho	9.85905412370237e-06	E	7.322252389745248e-11	
0	O	O	E	2.4306084656801532e-09	
0	HO	OH	rho	0.009235318847910732	
0	H	H	rho	9.859189614641471e-06	E	6.24843147659735e-11	
0	N	N	E	7.783498687686802e-09	
0	H3N	NH3	
0	H	H	rho	9.859583541718686e-06	E	3.0651917828045585e-11	
0	O	O	E	2.5265431643884643e-09	
0	H2O	OH2	
0	O	O	E	2.415039142518254e-09	
0	O3	O3	
0	F2	F2	rho	7.109109434001951e-05	
0	F	F	E	1.6310683932235325e-10	
0	HLi	LiH	rho	5.073922343675234e-05	
0	H	H	rho	9.859379325309846e-06	E	4.455816887346284e-11	
0	Li	Li	rho	2.7617060239855764e-05	E	1.5904008790256172e-10	
0	F	F	E	2.1935057434195505e-10	
0	HCl	ClH	rho	0.00015196440419019998	
0	Cl	Cl	E	7.935756569507194e-07	
0	H	H	rho	9.859365785435624e-06	E	4.568410524456201e-11	
0	C	C	E	6.77492715837077e-09	
0	C2H2	C2H2	rho	0.0004726172619527977	
0	C	C	E	7.1845431720085764e-09	
0	H	H	rho	9.858997790075586e-06	E	7.70581303130759e-11	
0	CHN	CNH	rho	0.0007281121555206361	
0	C	C	E	7.126741450725008e-09	
0	H	H	rho	9.859686115829694e-06	E	2.404390821504041e-11	
0	N	N	E	7.299573507484365e-09	
0	H2	H2	rho	3.90588500137341e-05	
0	H	H	rho	9.859554928239792e-06	E	3.256198678441261e-11	
0	C	C	E	6.9771670460378145e-09	
0	H	H	rho	9.859277671428656e-06	E	5.4860505802846057e-11	
0	CH3	CH3	
1	C	C	E	7.176204118744429e-09	
1	H	H	rho	9.859524405114774e-06	E	3.605017251129681e-11	
1	CH3	CH3	
1	HLi	LiH	rho	4.990158696594183e-05	
1	H	H	rho	9.808490603533481e-06	E	3.310848516456788e-11	
1	Li	Li	rho	2.7204934783831835e-05	E	1.1599479223690326e-11	
1	H	H	rho	9.76857613190991e-06	E	4.256683571155228e-11	
1	O	O	E	9.5125973355416e-09	
1	H2O	OH2	
1	H	H	rho	9.736261543226746e-06	E	3.4091996897548626e-11	
1	N	N	E	1.8095371940972273e-08	
1	H3N	NH3	
1	H	H	rho	9.707952611490936e-06	E	3.992211079617467e-11	
1	N	N	E	2.1687647061857137e-08	
1	HN	NH	
1	HCl	ClH	rho	0.00015055962468561127	
1	Cl	Cl	E	1.265039959800609e-07	
1	H	H	rho	9.682104312857283e-06	E	3.8241498850338704e-11	
1	Cl	Cl	E	8.814968396584599e-08	
1	O	O	E	2.464203202038304e-08	
1	O3	O3	
1	C	C	E	2.619038318421759e-08	
1	F2	F2	rho	6.492823142210808e-05	
1	F	F	E	9.338503413015992e-08	
1	Na	Na	E	1.4185431831284252e-07	
1	F	F	E	1.0695404882475014e-07	
1	N	N	E	3.7407221824172626e-08	
1	CO2	CO2	rho	0.0004006140074644213	
1	C	C	E	2.6802353519503595e-08	
1	O	O	E	3.18273308855802e-08	
1	Na2	Na2	rho	9.035449895663311e-05	
1	Na	Na	E	1.1289337745652256e-07	
1	Li	Li	rho	2.487279638753454e-05	E	8.774308116879205e-10	
1	FLi	LiF	rho	0.00104988844775353	
1	F	F	E	9.103096859161542e-08	
1	Li	Li	rho	2.4805976191277726e-05	E	9.721766705332737e-10	
1	CO	OC	rho	0.00033708089954151443	
1	C	C	E	2.783314094539326e-08	
1	O	O	E	3.201015389757807e-08	
1	Cl2	Cl2	rho	7.23728415689817e-05	
1	Cl	Cl	E	7.8290273859635e-11	
1	N	N	E	3.629669985878043e-08	
1	O	O	E	3.195733049022522e-08	
1	N2O	N2O	
1	CHN	CNH	rho	0.0007121333619243225	
1	C	C	E	2.8705807867483837e-08	
1	H	H	rho	9.59881230367115e-06	E	7.885621954092787e-11	
1	N	N	E	3.739802069728585e-08	
1	N	N	E	3.8631161167414234e-08	
1	O	O	E	3.314497089989551e-08	
1	NO	NO	rho	0.00019598292063267273	
1	C	C	E	3.024094000172457e-08	
1	H	H	rho	9.585515216625006e-06	E	6.252836073612864e-11	
1	CH2	CH2	
1	H	H	rho	9.580008618744708e-06	E	3.055829057746997e-11	
1	O	O	E	3.5003239233536214e-08	
1	HO	OH	rho	0.009228362107557519	
1	O	O	E	3.642334130788536e-08	
1	N2	N2	rho	0.0002859471232772206	
1	N	N	E	4.1634120635946394e-08	
1	N	N	E	4.045853543450798e-08	
1	O	O	E	3.64390636644444e-08	
1	NO2	NO2	
1	H	H	rho	9.565969602505833e-06	E	6.096425279084718e-11	
1	H2	H2	rho	3.515525633517979e-05	
1	H	H	rho	9.564110276263422e-06	E	5.416180394546079e-11	
1	C2H2	C2H2	rho	0.00045266027497114407	
1	C	C	E	3.215700259138178e-08	
1	H	H	rho	9.562242720409753e-06	E	3.8936147838376724e-11	
2	N	N	E	4.0738158147656194e-08	
2	H	H	rho	9.562574102315977e-06	E	9.340070921262264e-11	
2	N	N	E	3.993304710812746e-08	
2	H3N	NH3	
2	H	H	rho	9.564960714739585e-06	E	5.616319303529751e-11	
2	O	O	E	3.476307147231811e-08	
