#	Epoch	E	rho	ae	total
0	0.02937571111951932	94.6795423903892	51.92412392486911	42.29888595292497
1	0.02224811288818986	94.22966432698992	51.7380128565193	42.12229231977588
2	0.020595092066194837	93.93641917844526	51.2093121519445	41.74895397671213
3	0.018965935603583263	93.78750295042056	50.65014809537794	41.36376418746219
4	0.01914604504074613	93.53448572960156	50.176934251820626	41.01627160480611
5	0.019862809781201956	93.37579389343406	49.72221903062358	40.68259925312252
6	0.02203693279094648	93.30425342430155	49.355306507758016	40.382446383261495
7	0.02809557972909147	92.95834198210355	48.86859601008795	40.028463504567696
8	0.018936060670266926	93.01473472601087	48.50329592405504	39.73633729908253
9	0.02221899429198274	92.88864268909131	48.085445267008765	39.434338995208584
10	0.030220534768296625	92.59704227068825	47.82457836355828	39.20135605357254
11	0.02628997034921528	92.59769294254873	47.50675730449335	38.939439062898096
12	0.026107217118716157	92.45935436611917	47.14443599228465	38.66530915906023
13	0.024166415704852652	92.48851631620006	46.8147901469534	38.41585439983748
