#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
241	 3 	 CHN 	 CNH 	 0.002175916017347481 	 0.002175916017347481
241	 4 	 CO2 	 CO2 	 0.0018091613768028204 	 0.0018091613768028204
241	 16 	 CH2 	 CH2 	 0.006070984830956685 	 0.006070984830956685
241	 9 	 Na2 	 Na2 	 9.084721694430846e-06 	 9.084721694430846e-06
241	 17 	 H2O 	 OH2 	 9.703473926563736e-06 	 9.703473926563736e-06
241	 19 	 HO 	 OH 	 3.4402498284138943e-09 	 3.4402498284138943e-09
241	 18 	 H3N 	 NH3 	 0.0009391501805623802 	 0.0009391501805623802
241	 5 	 F2 	 F2 	 0.0003520717599727756 	 0.0003520717599727756
241	 0 	 H2 	 H2 	 4.900524409763496e-06 	 4.900524409763496e-06
241	 24 	 C 	 C 	 2.3668974329235054e-06 	 2.3668974329235054e-06
241	 23 	 HF2 	 HF2 	 0.0038462922735931298 	 0.0038462922735931298
241	 14 	 N2O 	 N2O 	 0.011414107565534971 	 0.011414107565534971
241	 2 	 FLi 	 LiF 	 0.005492822798234173 	 0.005492822798234173
241	 11 	 NO2 	 NO2 	 0.01415025259835904 	 0.01415025259835904
241	 22 	 CH4O 	 CH4O 	 0.00043743522638539477 	 0.00043743522638539477
241	 12 	 HN 	 NH 	 0.0031110681197548205 	 0.0031110681197548205
241	 7 	 CO 	 OC 	 4.1511598812112834e-05 	 4.1511598812112834e-05
241	 8 	 HLi 	 LiH 	 8.547144834335882e-09 	 8.547144834335882e-09
241	 25 	 Li 	 Li 	 0.0001338043702330591 	 0.0001338043702330591
242	 22 	 CH4O 	 CH4O 	 0.0004374352750407977 	 0.0004374352750407977
242	 4 	 CO2 	 CO2 	 0.0018108247814109344 	 0.0018108247814109344
242	 16 	 CH2 	 CH2 	 0.006069777385631312 	 0.006069777385631312
242	 12 	 HN 	 NH 	 0.0031109416416216285 	 0.0031109416416216285
242	 19 	 HO 	 OH 	 7.167854746419666e-09 	 7.167854746419666e-09
242	 21 	 HN2O 	 HON2 	 0.009544406324297398 	 0.009544406324297398
242	 5 	 F2 	 F2 	 0.00035231001534706416 	 0.00035231001534706416
242	 17 	 H2O 	 OH2 	 9.48035456839248e-06 	 9.48035456839248e-06
242	 8 	 HLi 	 LiH 	 2.858137061322995e-09 	 2.858137061322995e-09
242	 7 	 CO 	 OC 	 4.1469542369325794e-05 	 4.1469542369325794e-05
242	 14 	 N2O 	 N2O 	 0.011411085667548141 	 0.011411085667548141
242	 20 	 CH 	 CH 	 1.6329279709230593e-05 	 1.6329279709230593e-05
242	 25 	 Li 	 Li 	 0.00012710433835860658 	 0.00012710433835860658
242	 23 	 HF2 	 HF2 	 0.0038462925115960644 	 0.0038462925115960644
242	 2 	 FLi 	 LiF 	 0.0054932069056369175 	 0.0054932069056369175
242	 13 	 O3 	 O3 	 0.01572085703178479 	 0.01572085703178479
242	 24 	 C 	 C 	 2.383431683883355e-06 	 2.383431683883355e-06
242	 15 	 CH3 	 CH3 	 0.0005588611113438921 	 0.0005588611113438921
242	 1 	 N2 	 N2 	 8.524323906177055e-05 	 8.524323906177055e-05
242	 0 	 H2 	 H2 	 5.120651626634978e-06 	 5.120651626634978e-06
242	 9 	 Na2 	 Na2 	 9.087579070978025e-06 	 9.087579070978025e-06
242	 11 	 NO2 	 NO2 	 0.01414731405329604 	 0.01414731405329604
242	 18 	 H3N 	 NH3 	 0.0009387136147008929 	 0.0009387136147008929
242	 6 	 C2H2 	 C2H2 	 1.1399392618582784 	 1.1399392618582784
242	 3 	 CHN 	 CNH 	 0.0021628979736018385 	 0.0021628979736018385
242	 10 	 NO 	 NO 	 0.0005853227734559116 	 0.0005853227734559116
243	 8 	 HLi 	 LiH 	 3.099288468283677e-09 	 3.099288468283677e-09
243	 24 	 C 	 C 	 2.4366593107433657e-06 	 2.4366593107433657e-06
243	 14 	 N2O 	 N2O 	 0.011403874441705427 	 0.011403874441705427
243	 3 	 CHN 	 CNH 	 0.0021749691544892553 	 0.0021749691544892553
243	 25 	 Li 	 Li 	 0.0001292148009725597 	 0.0001292148009725597
243	 0 	 H2 	 H2 	 5.058483566197112e-06 	 5.058483566197112e-06
243	 11 	 NO2 	 NO2 	 0.014145874926707507 	 0.014145874926707507
243	 1 	 N2 	 N2 	 8.649396572491525e-05 	 8.649396572491525e-05
243	 2 	 FLi 	 LiF 	 0.005493370870030643 	 0.005493370870030643
243	 17 	 H2O 	 OH2 	 9.383399557580103e-06 	 9.383399557580103e-06
243	 19 	 HO 	 OH 	 3.3821025321376767e-09 	 3.3821025321376767e-09
243	 22 	 CH4O 	 CH4O 	 0.0004374330476528897 	 0.0004374330476528897
243	 18 	 H3N 	 NH3 	 0.0009389849217517556 	 0.0009389849217517556
243	 9 	 Na2 	 Na2 	 9.077309506944238e-06 	 9.077309506944238e-06
243	 20 	 CH 	 CH 	 1.6288721457665074e-05 	 1.6288721457665074e-05
243	 6 	 C2H2 	 C2H2 	 2.5574276228318853 	 2.5574276228318853
243	 7 	 CO 	 OC 	 4.140923810132097e-05 	 4.140923810132097e-05
243	 12 	 HN 	 NH 	 0.0031105701834641636 	 0.0031105701834641636
243	 5 	 F2 	 F2 	 0.0003521381144047706 	 0.0003521381144047706
243	 13 	 O3 	 O3 	 0.01575882659214851 	 0.01575882659214851
243	 4 	 CO2 	 CO2 	 0.001815088042062448 	 0.001815088042062448
243	 10 	 NO 	 NO 	 0.0005852427063937329 	 0.0005852427063937329
243	 15 	 CH3 	 CH3 	 0.0005594366061119814 	 0.0005594366061119814
243	 23 	 HF2 	 HF2 	 0.003846291352833622 	 0.003846291352833622
243	 16 	 CH2 	 CH2 	 0.006069733916700152 	 0.006069733916700152
243	 21 	 HN2O 	 HON2 	 0.00954439935655286 	 0.00954439935655286
244	 9 	 Na2 	 Na2 	 9.084009759015063e-06 	 9.084009759015063e-06
244	 11 	 NO2 	 NO2 	 0.014149160618611737 	 0.014149160618611737
244	 24 	 C 	 C 	 2.4493087611275605e-06 	 2.4493087611275605e-06
244	 17 	 H2O 	 OH2 	 9.42206683727294e-06 	 9.42206683727294e-06
244	 7 	 CO 	 OC 	 4.131545817757736e-05 	 4.131545817757736e-05
244	 13 	 O3 	 O3 	 0.015759244610049874 	 0.015759244610049874
244	 4 	 CO2 	 CO2 	 0.0018085866838566343 	 0.0018085866838566343
244	 12 	 HN 	 NH 	 0.0031110262013477386 	 0.0031110262013477386
244	 6 	 C2H2 	 C2H2 	 1.6107462969961568 	 1.6107462969961568
244	 25 	 Li 	 Li 	 0.0001299605730959922 	 0.0001299605730959922
244	 15 	 CH3 	 CH3 	 0.0005587249666326755 	 0.0005587249666326755
244	 20 	 CH 	 CH 	 1.6308383039989257e-05 	 1.6308383039989257e-05
244	 18 	 H3N 	 NH3 	 0.0009379891478291973 	 0.0009379891478291973
244	 0 	 H2 	 H2 	 4.7527897859518e-06 	 4.7527897859518e-06
244	 21 	 HN2O 	 HON2 	 0.009544389418534525 	 0.009544389418534525
244	 2 	 FLi 	 LiF 	 0.005489599291976684 	 0.005489599291976684
244	 22 	 CH4O 	 CH4O 	 0.00043743237454454666 	 0.00043743237454454666
244	 1 	 N2 	 N2 	 8.565258497473522e-05 	 8.565258497473522e-05
244	 5 	 F2 	 F2 	 0.0003521704806205706 	 0.0003521704806205706
244	 14 	 N2O 	 N2O 	 0.011411605771351618 	 0.011411605771351618
244	 10 	 NO 	 NO 	 0.0005854085518918924 	 0.0005854085518918924
244	 8 	 HLi 	 LiH 	 5.81131893189861e-09 	 5.81131893189861e-09
244	 23 	 HF2 	 HF2 	 0.003846292622052104 	 0.003846292622052104
244	 16 	 CH2 	 CH2 	 0.006068756758594938 	 0.006068756758594938
244	 3 	 CHN 	 CNH 	 0.002161936846370462 	 0.002161936846370462
244	 19 	 HO 	 OH 	 6.6368295960235596e-09 	 6.6368295960235596e-09
245	 21 	 HN2O 	 HON2 	 0.009544384356096542 	 0.009544384356096542
245	 4 	 CO2 	 CO2 	 0.001810428690755961 	 0.001810428690755961
245	 7 	 CO 	 OC 	 4.144262704180126e-05 	 4.144262704180126e-05
245	 6 	 C2H2 	 C2H2 	 2.3703506957096865 	 2.3703506957096865
245	 17 	 H2O 	 OH2 	 9.367829706159516e-06 	 9.367829706159516e-06
245	 23 	 HF2 	 HF2 	 0.0038462873854603597 	 0.0038462873854603597
245	 19 	 HO 	 OH 	 3.5596345177479804e-09 	 3.5596345177479804e-09
245	 15 	 CH3 	 CH3 	 0.0005586510826184194 	 0.0005586510826184194
245	 8 	 HLi 	 LiH 	 5.121054596350819e-09 	 5.121054596350819e-09
245	 25 	 Li 	 Li 	 0.00013464980757032507 	 0.00013464980757032507
245	 22 	 CH4O 	 CH4O 	 0.00043743091389844156 	 0.00043743091389844156
245	 2 	 FLi 	 LiF 	 0.005489865449251272 	 0.005489865449251272
245	 10 	 NO 	 NO 	 0.0005840309179848322 	 0.0005840309179848322
245	 13 	 O3 	 O3 	 0.01575690225977248 	 0.01575690225977248
245	 16 	 CH2 	 CH2 	 0.006070139011138897 	 0.006070139011138897
245	 11 	 NO2 	 NO2 	 0.014147786205918937 	 0.014147786205918937
245	 0 	 H2 	 H2 	 4.721295414402445e-06 	 4.721295414402445e-06
245	 5 	 F2 	 F2 	 0.00035222204119825647 	 0.00035222204119825647
245	 20 	 CH 	 CH 	 1.6347188684303165e-05 	 1.6347188684303165e-05
245	 14 	 N2O 	 N2O 	 0.011409545980951537 	 0.011409545980951537
245	 9 	 Na2 	 Na2 	 9.069886810844418e-06 	 9.069886810844418e-06
245	 24 	 C 	 C 	 2.3870074166768234e-06 	 2.3870074166768234e-06
245	 1 	 N2 	 N2 	 8.388030988738713e-05 	 8.388030988738713e-05
245	 18 	 H3N 	 NH3 	 0.0009390910959427445 	 0.0009390910959427445
245	 3 	 CHN 	 CNH 	 0.0021447819320298167 	 0.0021447819320298167
245	 12 	 HN 	 NH 	 0.003109957263831727 	 0.003109957263831727
246	 23 	 HF2 	 HF2 	 0.003846292342755064 	 0.003846292342755064
246	 22 	 CH4O 	 CH4O 	 0.0004374297021092807 	 0.0004374297021092807
246	 18 	 H3N 	 NH3 	 0.0009384088416879217 	 0.0009384088416879217
246	 7 	 CO 	 OC 	 4.1358405453504646e-05 	 4.1358405453504646e-05
246	 20 	 CH 	 CH 	 1.631158894992861e-05 	 1.631158894992861e-05
246	 2 	 FLi 	 LiF 	 0.005488102110224643 	 0.005488102110224643
246	 4 	 CO2 	 CO2 	 0.0018126740686453546 	 0.0018126740686453546
246	 19 	 HO 	 OH 	 6.556991798659147e-09 	 6.556991798659147e-09
246	 25 	 Li 	 Li 	 0.00013074050109243915 	 0.00013074050109243915
246	 10 	 NO 	 NO 	 0.0005839317693071158 	 0.0005839317693071158
246	 0 	 H2 	 H2 	 5.999870873354217e-06 	 5.999870873354217e-06
246	 13 	 O3 	 O3 	 0.015758033883499365 	 0.015758033883499365
246	 5 	 F2 	 F2 	 0.0003521921956642528 	 0.0003521921956642528
246	 24 	 C 	 C 	 2.366150966688055e-06 	 2.366150966688055e-06
246	 3 	 CHN 	 CNH 	 0.002169690878797678 	 0.002169690878797678
246	 16 	 CH2 	 CH2 	 0.006070066139598311 	 0.006070066139598311
246	 6 	 C2H2 	 C2H2 	 1.6643337927440136 	 1.6643337927440136
246	 15 	 CH3 	 CH3 	 0.0005585396266538592 	 0.0005585396266538592
246	 1 	 N2 	 N2 	 8.58530394809189e-05 	 8.58530394809189e-05
246	 8 	 HLi 	 LiH 	 5.374258708356005e-09 	 5.374258708356005e-09
246	 14 	 N2O 	 N2O 	 0.01141159534602623 	 0.01141159534602623
246	 9 	 Na2 	 Na2 	 9.066310424788225e-06 	 9.066310424788225e-06
246	 21 	 HN2O 	 HON2 	 0.009544355982636527 	 0.009544355982636527
246	 17 	 H2O 	 OH2 	 9.429195067390577e-06 	 9.429195067390577e-06
246	 12 	 HN 	 NH 	 0.003111932027345955 	 0.003111932027345955
246	 11 	 NO2 	 NO2 	 0.014148184439658602 	 0.014148184439658602
247	 10 	 NO 	 NO 	 0.0005853227360798874 	 0.0005853227360798874
247	 23 	 HF2 	 HF2 	 0.003846288070092069 	 0.003846288070092069
247	 19 	 HO 	 OH 	 6.370194447908125e-09 	 6.370194447908125e-09
247	 1 	 N2 	 N2 	 8.62161831511847e-05 	 8.62161831511847e-05
247	 16 	 CH2 	 CH2 	 0.006070880063826429 	 0.006070880063826429
247	 0 	 H2 	 H2 	 5.849452612320824e-06 	 5.849452612320824e-06
247	 11 	 NO2 	 NO2 	 0.01412642003789534 	 0.01412642003789534
247	 5 	 F2 	 F2 	 0.00035209865606165283 	 0.00035209865606165283
247	 9 	 Na2 	 Na2 	 9.082171214131333e-06 	 9.082171214131333e-06
247	 8 	 HLi 	 LiH 	 8.703604112198496e-09 	 8.703604112198496e-09
247	 6 	 C2H2 	 C2H2 	 1.4828638194020232 	 1.4828638194020232
247	 15 	 CH3 	 CH3 	 0.0005591578136226414 	 0.0005591578136226414
247	 13 	 O3 	 O3 	 0.01575977166391465 	 0.01575977166391465
247	 14 	 N2O 	 N2O 	 0.011404352831679733 	 0.011404352831679733
247	 25 	 Li 	 Li 	 0.00012910257607474056 	 0.00012910257607474056
247	 24 	 C 	 C 	 2.4339318224355534e-06 	 2.4339318224355534e-06
247	 20 	 CH 	 CH 	 1.6307258484380718e-05 	 1.6307258484380718e-05
247	 7 	 CO 	 OC 	 4.153354603285924e-05 	 4.153354603285924e-05
247	 21 	 HN2O 	 HON2 	 0.009544956653845466 	 0.009544956653845466
247	 3 	 CHN 	 CNH 	 0.0021693898638218945 	 0.0021693898638218945
247	 12 	 HN 	 NH 	 0.003111937390446401 	 0.003111937390446401
247	 18 	 H3N 	 NH3 	 0.0009376896838265449 	 0.0009376896838265449
247	 22 	 CH4O 	 CH4O 	 0.0004374764451516983 	 0.0004374764451516983
247	 2 	 FLi 	 LiF 	 0.0055002837118992304 	 0.0055002837118992304
247	 4 	 CO2 	 CO2 	 0.001812161646866639 	 0.001812161646866639
247	 17 	 H2O 	 OH2 	 9.743190474170871e-06 	 9.743190474170871e-06
248	 19 	 HO 	 OH 	 6.518148905320037e-09 	 6.518148905320037e-09
248	 3 	 CHN 	 CNH 	 0.0021484385671031647 	 0.0021484385671031647
248	 12 	 HN 	 NH 	 0.0031116342035149625 	 0.0031116342035149625
248	 5 	 F2 	 F2 	 0.00035219572422094154 	 0.00035219572422094154
248	 6 	 C2H2 	 C2H2 	 1.581155043833401 	 1.581155043833401
248	 11 	 NO2 	 NO2 	 0.014127197502911854 	 0.014127197502911854
248	 24 	 C 	 C 	 2.4230622370269325e-06 	 2.4230622370269325e-06
248	 4 	 CO2 	 CO2 	 0.0018095568245347824 	 0.0018095568245347824
248	 16 	 CH2 	 CH2 	 0.006071094858934869 	 0.006071094858934869
248	 10 	 NO 	 NO 	 0.0005851875221267887 	 0.0005851875221267887
248	 8 	 HLi 	 LiH 	 2.999666738564169e-09 	 2.999666738564169e-09
248	 2 	 FLi 	 LiF 	 0.005490710979322345 	 0.005490710979322345
248	 22 	 CH4O 	 CH4O 	 0.00043749164123763187 	 0.00043749164123763187
248	 20 	 CH 	 CH 	 1.6301391184329116e-05 	 1.6301391184329116e-05
248	 17 	 H2O 	 OH2 	 9.695767785373807e-06 	 9.695767785373807e-06
248	 21 	 HN2O 	 HON2 	 0.00954535732588203 	 0.00954535732588203
248	 7 	 CO 	 OC 	 4.173635971313852e-05 	 4.173635971313852e-05
248	 14 	 N2O 	 N2O 	 0.011413691791157516 	 0.011413691791157516
248	 13 	 O3 	 O3 	 0.015759805539790693 	 0.015759805539790693
248	 0 	 H2 	 H2 	 4.935178796468552e-06 	 4.935178796468552e-06
248	 1 	 N2 	 N2 	 8.645781495813368e-05 	 8.645781495813368e-05
248	 9 	 Na2 	 Na2 	 9.088498986456218e-06 	 9.088498986456218e-06
248	 25 	 Li 	 Li 	 0.00012637106333938117 	 0.00012637106333938117
248	 23 	 HF2 	 HF2 	 0.0038465208731610742 	 0.0038465208731610742
248	 15 	 CH3 	 CH3 	 0.0005588465757061464 	 0.0005588465757061464
248	 18 	 H3N 	 NH3 	 0.0009394754369245716 	 0.0009394754369245716
249	 16 	 CH2 	 CH2 	 0.006070722216001605 	 0.006070722216001605
249	 7 	 CO 	 OC 	 4.148840553388867e-05 	 4.148840553388867e-05
249	 23 	 HF2 	 HF2 	 0.003846516529994445 	 0.003846516529994445
249	 17 	 H2O 	 OH2 	 9.382280504012207e-06 	 9.382280504012207e-06
249	 5 	 F2 	 F2 	 0.00035210948659783296 	 0.00035210948659783296
249	 14 	 N2O 	 N2O 	 0.011405536895543604 	 0.011405536895543604
249	 25 	 Li 	 Li 	 0.00013038307794973266 	 0.00013038307794973266
249	 18 	 H3N 	 NH3 	 0.0009384808637375924 	 0.0009384808637375924
249	 24 	 C 	 C 	 2.3966609933013478e-06 	 2.3966609933013478e-06
249	 8 	 HLi 	 LiH 	 9.921670000335114e-09 	 9.921670000335114e-09
249	 13 	 O3 	 O3 	 0.015758259807299956 	 0.015758259807299956
249	 19 	 HO 	 OH 	 6.375484652125554e-09 	 6.375484652125554e-09
249	 9 	 Na2 	 Na2 	 9.083428471937842e-06 	 9.083428471937842e-06
249	 0 	 H2 	 H2 	 4.838832131165726e-06 	 4.838832131165726e-06
249	 22 	 CH4O 	 CH4O 	 0.0004374945330363665 	 0.0004374945330363665
249	 6 	 C2H2 	 C2H2 	 2.307970299321624 	 2.307970299321624
249	 4 	 CO2 	 CO2 	 0.0018117835658787932 	 0.0018117835658787932
249	 10 	 NO 	 NO 	 0.0005843229114782737 	 0.0005843229114782737
249	 12 	 HN 	 NH 	 0.0031110657430867663 	 0.0031110657430867663
249	 2 	 FLi 	 LiF 	 0.005494165387207074 	 0.005494165387207074
249	 3 	 CHN 	 CNH 	 0.0021347558774112243 	 0.0021347558774112243
249	 21 	 HN2O 	 HON2 	 0.009546458267833987 	 0.009546458267833987
249	 15 	 CH3 	 CH3 	 0.0005587921300170894 	 0.0005587921300170894
249	 1 	 N2 	 N2 	 8.60706233474596e-05 	 8.60706233474596e-05
249	 20 	 CH 	 CH 	 1.6368142698586583e-05 	 1.6368142698586583e-05
249	 11 	 NO2 	 NO2 	 0.014130237633791457 	 0.014130237633791457
250	 24 	 C 	 C 	 2.440416495095151e-06 	 2.440416495095151e-06
250	 10 	 NO 	 NO 	 0.0005855556278041284 	 0.0005855556278041284
250	 3 	 CHN 	 CNH 	 0.0021432060212710226 	 0.0021432060212710226
250	 0 	 H2 	 H2 	 5.599119204117751e-06 	 5.599119204117751e-06
250	 7 	 CO 	 OC 	 4.1289748474457615e-05 	 4.1289748474457615e-05
250	 18 	 H3N 	 NH3 	 0.0009389065686852872 	 0.0009389065686852872
250	 17 	 H2O 	 OH2 	 9.394891974234795e-06 	 9.394891974234795e-06
250	 16 	 CH2 	 CH2 	 0.00606925548863508 	 0.00606925548863508
250	 5 	 F2 	 F2 	 0.0003520340432241865 	 0.0003520340432241865
250	 14 	 N2O 	 N2O 	 0.01141752920523897 	 0.01141752920523897
250	 23 	 HF2 	 HF2 	 0.0038469313087808954 	 0.0038469313087808954
250	 21 	 HN2O 	 HON2 	 0.009547446641333363 	 0.009547446641333363
250	 13 	 O3 	 O3 	 0.01572571946212689 	 0.01572571946212689
250	 22 	 CH4O 	 CH4O 	 0.0004376032313143901 	 0.0004376032313143901
250	 8 	 HLi 	 LiH 	 8.085029334404694e-09 	 8.085029334404694e-09
250	 2 	 FLi 	 LiF 	 0.005495453919139741 	 0.005495453919139741
250	 20 	 CH 	 CH 	 1.6364064881041957e-05 	 1.6364064881041957e-05
250	 15 	 CH3 	 CH3 	 0.0005589008571585436 	 0.0005589008571585436
250	 19 	 HO 	 OH 	 6.022932817185499e-09 	 6.022932817185499e-09
250	 9 	 Na2 	 Na2 	 9.068660962237387e-06 	 9.068660962237387e-06
250	 25 	 Li 	 Li 	 0.00012988040762536589 	 0.00012988040762536589
250	 11 	 NO2 	 NO2 	 0.014130472379989687 	 0.014130472379989687
250	 4 	 CO2 	 CO2 	 0.0018080215932178485 	 0.0018080215932178485
250	 1 	 N2 	 N2 	 8.655897652423629e-05 	 8.655897652423629e-05
250	 12 	 HN 	 NH 	 0.0031121273063637054 	 0.0031121273063637054
250	 6 	 C2H2 	 C2H2 	 2.3753609951423518 	 2.3753609951423518
251	 18 	 H3N 	 NH3 	 0.000939283820558427 	 0.000939283820558427
251	 16 	 CH2 	 CH2 	 0.006071800636774926 	 0.006071800636774926
251	 6 	 C2H2 	 C2H2 	 1.1597069333314918 	 1.1597069333314918
251	 2 	 FLi 	 LiF 	 0.005496704437494103 	 0.005496704437494103
251	 24 	 C 	 C 	 2.444543626504611e-06 	 2.444543626504611e-06
251	 23 	 HF2 	 HF2 	 0.0038469732198108736 	 0.0038469732198108736
251	 25 	 Li 	 Li 	 0.0001332649304486661 	 0.0001332649304486661
251	 3 	 CHN 	 CNH 	 0.002168214243366673 	 0.002168214243366673
251	 15 	 CH3 	 CH3 	 0.000559378495193627 	 0.000559378495193627
251	 22 	 CH4O 	 CH4O 	 0.0004376104735071343 	 0.0004376104735071343
251	 14 	 N2O 	 N2O 	 0.011417098002812478 	 0.011417098002812478
251	 7 	 CO 	 OC 	 4.126544932198677e-05 	 4.126544932198677e-05
251	 4 	 CO2 	 CO2 	 0.0018114725052317665 	 0.0018114725052317665
251	 9 	 Na2 	 Na2 	 9.071221268925606e-06 	 9.071221268925606e-06
251	 5 	 F2 	 F2 	 0.000352139425932093 	 0.000352139425932093
251	 1 	 N2 	 N2 	 8.506679007048998e-05 	 8.506679007048998e-05
251	 20 	 CH 	 CH 	 1.6365360594614193e-05 	 1.6365360594614193e-05
251	 17 	 H2O 	 OH2 	 9.446846933143745e-06 	 9.446846933143745e-06
251	 21 	 HN2O 	 HON2 	 0.009547637463130063 	 0.009547637463130063
251	 11 	 NO2 	 NO2 	 0.01415174774162505 	 0.01415174774162505
251	 19 	 HO 	 OH 	 3.716816503624068e-09 	 3.716816503624068e-09
251	 13 	 O3 	 O3 	 0.015760782252440802 	 0.015760782252440802
251	 8 	 HLi 	 LiH 	 8.87320582802608e-09 	 8.87320582802608e-09
251	 12 	 HN 	 NH 	 0.0031111382026224074 	 0.0031111382026224074
251	 10 	 NO 	 NO 	 0.0005856417131003104 	 0.0005856417131003104
251	 0 	 H2 	 H2 	 5.788916108232428e-06 	 5.788916108232428e-06
252	 20 	 CH 	 CH 	 1.6297317279109916e-05 	 1.6297317279109916e-05
252	 16 	 CH2 	 CH2 	 0.006072355475207412 	 0.006072355475207412
252	 13 	 O3 	 O3 	 0.01576049602910447 	 0.01576049602910447
252	 19 	 HO 	 OH 	 6.746910080493601e-09 	 6.746910080493601e-09
252	 7 	 CO 	 OC 	 4.1305060749101535e-05 	 4.1305060749101535e-05
252	 8 	 HLi 	 LiH 	 3.1510483402066523e-09 	 3.1510483402066523e-09
252	 23 	 HF2 	 HF2 	 0.0038469774630590786 	 0.0038469774630590786
252	 21 	 HN2O 	 HON2 	 0.00954764824143397 	 0.00954764824143397
252	 14 	 N2O 	 N2O 	 0.011419603806171153 	 0.011419603806171153
252	 24 	 C 	 C 	 2.371972192944937e-06 	 2.371972192944937e-06
252	 6 	 C2H2 	 C2H2 	 2.679978350775651 	 2.679978350775651
252	 12 	 HN 	 NH 	 0.003111134485794759 	 0.003111134485794759
252	 15 	 CH3 	 CH3 	 0.0005590045634017764 	 0.0005590045634017764
252	 0 	 H2 	 H2 	 4.706510373141181e-06 	 4.706510373141181e-06
252	 10 	 NO 	 NO 	 0.000585675354941363 	 0.000585675354941363
252	 11 	 NO2 	 NO2 	 0.014152721566466962 	 0.014152721566466962
252	 3 	 CHN 	 CNH 	 0.0021477233803539244 	 0.0021477233803539244
252	 1 	 N2 	 N2 	 8.51902921038888e-05 	 8.51902921038888e-05
252	 17 	 H2O 	 OH2 	 9.432356741652066e-06 	 9.432356741652066e-06
252	 22 	 CH4O 	 CH4O 	 0.0004376114759799471 	 0.0004376114759799471
252	 25 	 Li 	 Li 	 0.00013432641210457178 	 0.00013432641210457178
252	 9 	 Na2 	 Na2 	 9.069667267897131e-06 	 9.069667267897131e-06
252	 4 	 CO2 	 CO2 	 0.0018111411926574408 	 0.0018111411926574408
252	 18 	 H3N 	 NH3 	 0.0009391082557357979 	 0.0009391082557357979
252	 5 	 F2 	 F2 	 0.0003520727866719147 	 0.0003520727866719147
252	 2 	 FLi 	 LiF 	 0.005490096321533149 	 0.005490096321533149
253	 13 	 O3 	 O3 	 0.0157615928874526 	 0.0157615928874526
253	 5 	 F2 	 F2 	 0.000352159466109856 	 0.000352159466109856
253	 25 	 Li 	 Li 	 0.00013254468067848884 	 0.00013254468067848884
253	 14 	 N2O 	 N2O 	 0.011416243640413892 	 0.011416243640413892
253	 17 	 H2O 	 OH2 	 9.426773166051452e-06 	 9.426773166051452e-06
253	 9 	 Na2 	 Na2 	 9.084065777579631e-06 	 9.084065777579631e-06
253	 6 	 C2H2 	 C2H2 	 3.0338228237506466 	 3.0338228237506466
253	 24 	 C 	 C 	 2.384317343160308e-06 	 2.384317343160308e-06
253	 18 	 H3N 	 NH3 	 0.0009383421941029469 	 0.0009383421941029469
253	 20 	 CH 	 CH 	 1.6323515407109068e-05 	 1.6323515407109068e-05
253	 8 	 HLi 	 LiH 	 3.6475522776691375e-09 	 3.6475522776691375e-09
253	 2 	 FLi 	 LiF 	 0.005488053028708679 	 0.005488053028708679
253	 3 	 CHN 	 CNH 	 0.0021551747527050807 	 0.0021551747527050807
253	 21 	 HN2O 	 HON2 	 0.0095476353232975 	 0.0095476353232975
253	 16 	 CH2 	 CH2 	 0.0060694324878253865 	 0.0060694324878253865
253	 15 	 CH3 	 CH3 	 0.0005583164232743074 	 0.0005583164232743074
253	 12 	 HN 	 NH 	 0.0031122047252071373 	 0.0031122047252071373
253	 0 	 H2 	 H2 	 5.579103885129725e-06 	 5.579103885129725e-06
253	 19 	 HO 	 OH 	 6.5689336864451215e-09 	 6.5689336864451215e-09
253	 11 	 NO2 	 NO2 	 0.014152810959789331 	 0.014152810959789331
253	 1 	 N2 	 N2 	 8.654013801307125e-05 	 8.654013801307125e-05
253	 23 	 HF2 	 HF2 	 0.003846985966372858 	 0.003846985966372858
253	 22 	 CH4O 	 CH4O 	 0.0004376096685500279 	 0.0004376096685500279
253	 4 	 CO2 	 CO2 	 0.0018100288731379929 	 0.0018100288731379929
253	 7 	 CO 	 OC 	 4.138354232227125e-05 	 4.138354232227125e-05
253	 10 	 NO 	 NO 	 0.0005845238007416984 	 0.0005845238007416984
254	 15 	 CH3 	 CH3 	 0.0005593365852751688 	 0.0005593365852751688
254	 11 	 NO2 	 NO2 	 0.01415417910459535 	 0.01415417910459535
254	 4 	 CO2 	 CO2 	 0.0018105055647121711 	 0.0018105055647121711
254	 12 	 HN 	 NH 	 0.0031111695651683245 	 0.0031111695651683245
