#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
12	 17 	 H2O 	 OH2 	 0.00017663390544593363 	 0.00017663390544593363
12	 22 	 CH4O 	 CH4O 	 0.00013480037922318868 	 0.00013480037922318868
12	 20 	 CH 	 CH 	 1.0014618077960523e-05 	 1.0014618077960523e-05
12	 5 	 F2 	 F2 	 1.378789926887614e-05 	 1.378789926887614e-05
12	 13 	 O3 	 O3 	 0.0007136221422867395 	 0.0007136221422867395
12	 8 	 HLi 	 LiH 	 1.3214889125834538e-05 	 1.3214889125834538e-05
12	 9 	 Na2 	 Na2 	 1.9431337058241027e-07 	 1.9431337058241027e-07
12	 12 	 HN 	 NH 	 0.00045290216807873873 	 0.00045290216807873873
12	 25 	 Li 	 Li 	 2.9647874121780248e-06 	 2.9647874121780248e-06
12	 1 	 N2 	 N2 	 0.0001122462160824288 	 0.0001122462160824288
12	 21 	 HN2O 	 HON2 	 0.001941161656019976 	 0.001941161656019976
12	 24 	 C 	 C 	 4.117875728305521e-05 	 4.117875728305521e-05
12	 3 	 CHN 	 CNH 	 0.007518583181711451 	 0.007518583181711451
12	 19 	 HO 	 OH 	 6.660249008953555e-07 	 6.660249008953555e-07
12	 7 	 CO 	 OC 	 0.0010729766599247273 	 0.0010729766599247273
12	 16 	 CH2 	 CH2 	 0.0026555371870618945 	 0.0026555371870618945
12	 6 	 C2H2 	 C2H2 	 0.0007521645577809007 	 0.0007521645577809007
12	 18 	 H3N 	 NH3 	 0.00037688951304718117 	 0.00037688951304718117
13	 4 	 CO2 	 CO2 	 0.014499589932589568 	 0.014499589932589568
13	 15 	 CH3 	 CH3 	 1.300250356952018e-05 	 1.300250356952018e-05
13	 7 	 CO 	 OC 	 0.0010576301843994804 	 0.0010576301843994804
13	 19 	 HO 	 OH 	 7.700551843134047e-07 	 7.700551843134047e-07
13	 17 	 H2O 	 OH2 	 0.00018252821359464528 	 0.00018252821359464528
13	 24 	 C 	 C 	 3.507895552624607e-05 	 3.507895552624607e-05
13	 0 	 H2 	 H2 	 2.0493216239919486e-05 	 2.0493216239919486e-05
13	 11 	 NO2 	 NO2 	 0.0012814601888884091 	 0.0012814601888884091
13	 21 	 HN2O 	 HON2 	 0.0020670399758875393 	 0.0020670399758875393
13	 5 	 F2 	 F2 	 1.9359147778611277e-05 	 1.9359147778611277e-05
13	 20 	 CH 	 CH 	 1.0310786146055007e-05 	 1.0310786146055007e-05
13	 8 	 HLi 	 LiH 	 1.4320949515295737e-05 	 1.4320949515295737e-05
13	 14 	 N2O 	 N2O 	 0.00052531580169675 	 0.00052531580169675
13	 10 	 NO 	 NO 	 2.3911139049698556e-06 	 2.3911139049698556e-06
13	 23 	 HF2 	 HF2 	 0.001520693930069952 	 0.001520693930069952
13	 6 	 C2H2 	 C2H2 	 0.0007248874938848906 	 0.0007248874938848906
13	 1 	 N2 	 N2 	 9.680602118127503e-05 	 9.680602118127503e-05
13	 3 	 CHN 	 CNH 	 0.0073332974180808 	 0.0073332974180808
13	 12 	 HN 	 NH 	 0.00047607775857709013 	 0.00047607775857709013
13	 9 	 Na2 	 Na2 	 1.7389462321891044e-07 	 1.7389462321891044e-07
13	 16 	 CH2 	 CH2 	 0.002692621043757749 	 0.002692621043757749
13	 25 	 Li 	 Li 	 4.070850978232566e-06 	 4.070850978232566e-06
13	 2 	 FLi 	 LiF 	 0.009286588726934341 	 0.009286588726934341
13	 13 	 O3 	 O3 	 0.000963089938328024 	 0.000963089938328024
13	 22 	 CH4O 	 CH4O 	 0.00015338259085255496 	 0.00015338259085255496
13	 18 	 H3N 	 NH3 	 0.0003795586620959539 	 0.0003795586620959539
14	 19 	 HO 	 OH 	 9.681767916497843e-07 	 9.681767916497843e-07
14	 21 	 HN2O 	 HON2 	 0.0021521224679864758 	 0.0021521224679864758
14	 0 	 H2 	 H2 	 2.0060534788056125e-05 	 2.0060534788056125e-05
14	 13 	 O3 	 O3 	 0.0009840351715487514 	 0.0009840351715487514
14	 2 	 FLi 	 LiF 	 0.009249809199055744 	 0.009249809199055744
14	 7 	 CO 	 OC 	 0.0010034213849926762 	 0.0010034213849926762
14	 6 	 C2H2 	 C2H2 	 0.0006953907870034342 	 0.0006953907870034342
14	 11 	 NO2 	 NO2 	 0.0014354047693887467 	 0.0014354047693887467
14	 10 	 NO 	 NO 	 3.5915975366099836e-06 	 3.5915975366099836e-06
14	 20 	 CH 	 CH 	 9.498758605507973e-06 	 9.498758605507973e-06
14	 3 	 CHN 	 CNH 	 0.00720241244866095 	 0.00720241244866095
14	 5 	 F2 	 F2 	 2.4265591775373623e-05 	 2.4265591775373623e-05
14	 1 	 N2 	 N2 	 8.607661644366331e-05 	 8.607661644366331e-05
14	 25 	 Li 	 Li 	 4.25905510350143e-06 	 4.25905510350143e-06
14	 14 	 N2O 	 N2O 	 0.0006415587894042262 	 0.0006415587894042262
14	 18 	 H3N 	 NH3 	 0.00036194555479241943 	 0.00036194555479241943
14	 9 	 Na2 	 Na2 	 8.320847508699416e-08 	 8.320847508699416e-08
14	 4 	 CO2 	 CO2 	 0.013682530953401644 	 0.013682530953401644
14	 15 	 CH3 	 CH3 	 1.005956251958477e-05 	 1.005956251958477e-05
14	 23 	 HF2 	 HF2 	 0.001578955240264553 	 0.001578955240264553
14	 16 	 CH2 	 CH2 	 0.0026566619861313236 	 0.0026566619861313236
14	 17 	 H2O 	 OH2 	 0.0001766088412109677 	 0.0001766088412109677
14	 22 	 CH4O 	 CH4O 	 0.00016044044862154606 	 0.00016044044862154606
14	 12 	 HN 	 NH 	 0.0004832583445420833 	 0.0004832583445420833
14	 24 	 C 	 C 	 2.216268182660051e-05 	 2.216268182660051e-05
14	 8 	 HLi 	 LiH 	 1.3353437116497108e-05 	 1.3353437116497108e-05
15	 2 	 FLi 	 LiF 	 0.009167145431823457 	 0.009167145431823457
15	 4 	 CO2 	 CO2 	 0.013399644358923171 	 0.013399644358923171
15	 14 	 N2O 	 N2O 	 0.0007469926568671115 	 0.0007469926568671115
15	 19 	 HO 	 OH 	 1.0975996996298384e-06 	 1.0975996996298384e-06
15	 0 	 H2 	 H2 	 1.806398222441167e-05 	 1.806398222441167e-05
15	 11 	 NO2 	 NO2 	 0.0016820500021696167 	 0.0016820500021696167
15	 13 	 O3 	 O3 	 0.001231048442380835 	 0.001231048442380835
15	 24 	 C 	 C 	 1.9096140874506435e-05 	 1.9096140874506435e-05
15	 17 	 H2O 	 OH2 	 0.00017756893158472678 	 0.00017756893158472678
15	 25 	 Li 	 Li 	 5.549459469023777e-06 	 5.549459469023777e-06
15	 23 	 HF2 	 HF2 	 0.0016553302153354522 	 0.0016553302153354522
15	 10 	 NO 	 NO 	 8.538069264698517e-06 	 8.538069264698517e-06
15	 7 	 CO 	 OC 	 0.000925295130587929 	 0.000925295130587929
15	 20 	 CH 	 CH 	 9.63825932932877e-06 	 9.63825932932877e-06
15	 18 	 H3N 	 NH3 	 0.0003742187717090646 	 0.0003742187717090646
15	 3 	 CHN 	 CNH 	 0.006951018722879442 	 0.006951018722879442
15	 9 	 Na2 	 Na2 	 1.3617605291117371e-07 	 1.3617605291117371e-07
15	 15 	 CH3 	 CH3 	 1.3166397741456979e-05 	 1.3166397741456979e-05
15	 22 	 CH4O 	 CH4O 	 0.00017443907743140954 	 0.00017443907743140954
15	 21 	 HN2O 	 HON2 	 0.002463234656082204 	 0.002463234656082204
15	 8 	 HLi 	 LiH 	 1.477869458674517e-05 	 1.477869458674517e-05
15	 12 	 HN 	 NH 	 0.0005136388208497066 	 0.0005136388208497066
15	 1 	 N2 	 N2 	 6.76460923354377e-05 	 6.76460923354377e-05
15	 16 	 CH2 	 CH2 	 0.0027212849585591344 	 0.0027212849585591344
15	 6 	 C2H2 	 C2H2 	 0.0006103794066254941 	 0.0006103794066254941
15	 5 	 F2 	 F2 	 3.700164611532191e-05 	 3.700164611532191e-05
16	 15 	 CH3 	 CH3 	 1.2484785449081292e-05 	 1.2484785449081292e-05
16	 1 	 N2 	 N2 	 6.394591070926225e-05 	 6.394591070926225e-05
16	 0 	 H2 	 H2 	 2.0039015823601644e-05 	 2.0039015823601644e-05
16	 25 	 Li 	 Li 	 6.664867302241132e-06 	 6.664867302241132e-06
16	 20 	 CH 	 CH 	 9.315777815621032e-06 	 9.315777815621032e-06
16	 13 	 O3 	 O3 	 0.0014086506631132236 	 0.0014086506631132236
16	 24 	 C 	 C 	 1.3905935747179319e-05 	 1.3905935747179319e-05
16	 9 	 Na2 	 Na2 	 1.1089619976029354e-07 	 1.1089619976029354e-07
16	 11 	 NO2 	 NO2 	 0.0019108817458904936 	 0.0019108817458904936
16	 14 	 N2O 	 N2O 	 0.0009626405412266248 	 0.0009626405412266248
16	 3 	 CHN 	 CNH 	 0.006814700096776934 	 0.006814700096776934
16	 16 	 CH2 	 CH2 	 0.002711304271434538 	 0.002711304271434538
16	 22 	 CH4O 	 CH4O 	 0.00017774632987257584 	 0.00017774632987257584
16	 18 	 H3N 	 NH3 	 0.0003637160013939363 	 0.0003637160013939363
16	 2 	 FLi 	 LiF 	 0.00901287800176523 	 0.00901287800176523
16	 4 	 CO2 	 CO2 	 0.012621186799035584 	 0.012621186799035584
16	 7 	 CO 	 OC 	 0.000878621938034128 	 0.000878621938034128
16	 6 	 C2H2 	 C2H2 	 0.0005827918326958092 	 0.0005827918326958092
16	 8 	 HLi 	 LiH 	 1.4219668365942156e-05 	 1.4219668365942156e-05
16	 12 	 HN 	 NH 	 0.0005233750018390472 	 0.0005233750018390472
16	 23 	 HF2 	 HF2 	 0.0017415414573914067 	 0.0017415414573914067
16	 19 	 HO 	 OH 	 1.4458030829696807e-06 	 1.4458030829696807e-06
16	 10 	 NO 	 NO 	 1.4942961779258474e-05 	 1.4942961779258474e-05
16	 17 	 H2O 	 OH2 	 0.00017187262222967937 	 0.00017187262222967937
16	 21 	 HN2O 	 HON2 	 0.002628972266409611 	 0.002628972266409611
16	 5 	 F2 	 F2 	 4.4972737300678765e-05 	 4.4972737300678765e-05
17	 24 	 C 	 C 	 9.75366031544872e-06 	 9.75366031544872e-06
17	 8 	 HLi 	 LiH 	 1.4384882051627284e-05 	 1.4384882051627284e-05
17	 10 	 NO 	 NO 	 1.6376792400782198e-05 	 1.6376792400782198e-05
17	 15 	 CH3 	 CH3 	 1.0408155289701312e-05 	 1.0408155289701312e-05
17	 22 	 CH4O 	 CH4O 	 0.00018749956097700344 	 0.00018749956097700344
17	 23 	 HF2 	 HF2 	 0.0017717533395205207 	 0.0017717533395205207
17	 9 	 Na2 	 Na2 	 8.999874475132723e-08 	 8.999874475132723e-08
17	 1 	 N2 	 N2 	 5.165618604715661e-05 	 5.165618604715661e-05
17	 0 	 H2 	 H2 	 1.7370283593583887e-05 	 1.7370283593583887e-05
17	 3 	 CHN 	 CNH 	 0.006644133909331007 	 0.006644133909331007
17	 4 	 CO2 	 CO2 	 0.012153193796129164 	 0.012153193796129164
17	 21 	 HN2O 	 HON2 	 0.0026856265452689723 	 0.0026856265452689723
17	 5 	 F2 	 F2 	 4.814485777337175e-05 	 4.814485777337175e-05
17	 25 	 Li 	 Li 	 9.370753926726398e-06 	 9.370753926726398e-06
17	 17 	 H2O 	 OH2 	 0.00016768793275017443 	 0.00016768793275017443
17	 6 	 C2H2 	 C2H2 	 0.0005399482871291911 	 0.0005399482871291911
17	 7 	 CO 	 OC 	 0.0008203419569844973 	 0.0008203419569844973
17	 20 	 CH 	 CH 	 8.733659363373892e-06 	 8.733659363373892e-06
17	 19 	 HO 	 OH 	 1.5066292520320112e-06 	 1.5066292520320112e-06
17	 2 	 FLi 	 LiF 	 0.008853805712225283 	 0.008853805712225283
17	 12 	 HN 	 NH 	 0.000548585493251528 	 0.000548585493251528
17	 13 	 O3 	 O3 	 0.0018459901433953614 	 0.0018459901433953614
17	 16 	 CH2 	 CH2 	 0.0027305287895614686 	 0.0027305287895614686
17	 14 	 N2O 	 N2O 	 0.001343450358427524 	 0.001343450358427524
17	 11 	 NO2 	 NO2 	 0.002420176075427894 	 0.002420176075427894
17	 18 	 H3N 	 NH3 	 0.0003523400332785634 	 0.0003523400332785634
18	 3 	 CHN 	 CNH 	 0.006482474487724649 	 0.006482474487724649
18	 9 	 Na2 	 Na2 	 7.113692920877658e-08 	 7.113692920877658e-08
18	 1 	 N2 	 N2 	 4.0170214647344444e-05 	 4.0170214647344444e-05
18	 5 	 F2 	 F2 	 5.706284608727446e-05 	 5.706284608727446e-05
18	 4 	 CO2 	 CO2 	 0.011567054784125733 	 0.011567054784125733
18	 10 	 NO 	 NO 	 2.5427621458302935e-05 	 2.5427621458302935e-05
18	 13 	 O3 	 O3 	 0.0019979912991326602 	 0.0019979912991326602
18	 17 	 H2O 	 OH2 	 0.00015863158116463774 	 0.00015863158116463774
18	 18 	 H3N 	 NH3 	 0.00034809270101052495 	 0.00034809270101052495
18	 16 	 CH2 	 CH2 	 0.002736892756317101 	 0.002736892756317101
18	 2 	 FLi 	 LiF 	 0.008742699340208672 	 0.008742699340208672
18	 22 	 CH4O 	 CH4O 	 0.0002074678450174696 	 0.0002074678450174696
18	 25 	 Li 	 Li 	 1.0987122150535899e-05 	 1.0987122150535899e-05
18	 8 	 HLi 	 LiH 	 1.4784959315756376e-05 	 1.4784959315756376e-05
18	 24 	 C 	 C 	 3.7627279615742105e-06 	 3.7627279615742105e-06
18	 7 	 CO 	 OC 	 0.0007512888535698151 	 0.0007512888535698151
18	 21 	 HN2O 	 HON2 	 0.003002305869543567 	 0.003002305869543567
18	 14 	 N2O 	 N2O 	 0.0015746286112696337 	 0.0015746286112696337
18	 0 	 H2 	 H2 	 1.7662001038380297e-05 	 1.7662001038380297e-05
18	 20 	 CH 	 CH 	 8.441241102488735e-06 	 8.441241102488735e-06
18	 11 	 NO2 	 NO2 	 0.0027261580877826885 	 0.0027261580877826885
18	 19 	 HO 	 OH 	 1.6090183749818085e-06 	 1.6090183749818085e-06
18	 23 	 HF2 	 HF2 	 0.0019199008819057008 	 0.0019199008819057008
18	 15 	 CH3 	 CH3 	 8.717186669560063e-06 	 8.717186669560063e-06
18	 12 	 HN 	 NH 	 0.0005855731016494872 	 0.0005855731016494872
18	 6 	 C2H2 	 C2H2 	 0.00046148022521417663 	 0.00046148022521417663
19	 2 	 FLi 	 LiF 	 0.008675242151377738 	 0.008675242151377738
19	 12 	 HN 	 NH 	 0.0005898533390502446 	 0.0005898533390502446
19	 6 	 C2H2 	 C2H2 	 0.00045257324428255567 	 0.00045257324428255567
19	 25 	 Li 	 Li 	 1.2019854829161217e-05 	 1.2019854829161217e-05
19	 4 	 CO2 	 CO2 	 0.010928687867886918 	 0.010928687867886918
19	 3 	 CHN 	 CNH 	 0.0062686300660055065 	 0.0062686300660055065
19	 1 	 N2 	 N2 	 2.849185160578713e-05 	 2.849185160578713e-05
19	 14 	 N2O 	 N2O 	 0.0017800868838759422 	 0.0017800868838759422
19	 23 	 HF2 	 HF2 	 0.0019635811533097926 	 0.0019635811533097926
19	 9 	 Na2 	 Na2 	 7.36438158246391e-08 	 7.36438158246391e-08
19	 8 	 HLi 	 LiH 	 1.5403963620325134e-05 	 1.5403963620325134e-05
19	 7 	 CO 	 OC 	 0.0006948279893504363 	 0.0006948279893504363
19	 24 	 C 	 C 	 1.6142605231793605e-06 	 1.6142605231793605e-06
19	 20 	 CH 	 CH 	 8.23474281314827e-06 	 8.23474281314827e-06
19	 17 	 H2O 	 OH2 	 0.00013881470133746178 	 0.00013881470133746178
19	 21 	 HN2O 	 HON2 	 0.0032565475059365416 	 0.0032565475059365416
19	 13 	 O3 	 O3 	 0.0025622081119004566 	 0.0025622081119004566
19	 15 	 CH3 	 CH3 	 7.116834929565273e-06 	 7.116834929565273e-06
19	 22 	 CH4O 	 CH4O 	 0.00022669101128850507 	 0.00022669101128850507
19	 10 	 NO 	 NO 	 4.564091722692725e-05 	 4.564091722692725e-05
19	 16 	 CH2 	 CH2 	 0.0027601861625306027 	 0.0027601861625306027
19	 0 	 H2 	 H2 	 1.784828621273208e-05 	 1.784828621273208e-05
19	 5 	 F2 	 F2 	 8.159883267376861e-05 	 8.159883267376861e-05
19	 11 	 NO2 	 NO2 	 0.0032100694151701494 	 0.0032100694151701494
19	 18 	 H3N 	 NH3 	 0.00032937551236194565 	 0.00032937551236194565
19	 19 	 HO 	 OH 	 1.5837773097160954e-06 	 1.5837773097160954e-06
20	 17 	 H2O 	 OH2 	 0.00013598715806352934 	 0.00013598715806352934
20	 4 	 CO2 	 CO2 	 0.01034048845236413 	 0.01034048845236413
20	 6 	 C2H2 	 C2H2 	 0.00039644191853753275 	 0.00039644191853753275
20	 11 	 NO2 	 NO2 	 0.0032954825743190187 	 0.0032954825743190187
20	 14 	 N2O 	 N2O 	 0.002089399445326942 	 0.002089399445326942
20	 7 	 CO 	 OC 	 0.0006507167122787035 	 0.0006507167122787035
20	 22 	 CH4O 	 CH4O 	 0.00023460405904619837 	 0.00023460405904619837
20	 18 	 H3N 	 NH3 	 0.00032844395401749156 	 0.00032844395401749156
20	 3 	 CHN 	 CNH 	 0.00606066829227137 	 0.00606066829227137
20	 5 	 F2 	 F2 	 8.96529283731162e-05 	 8.96529283731162e-05
20	 20 	 CH 	 CH 	 8.219907113158452e-06 	 8.219907113158452e-06
20	 21 	 HN2O 	 HON2 	 0.003477330147608971 	 0.003477330147608971
20	 16 	 CH2 	 CH2 	 0.0027847895805028565 	 0.0027847895805028565
20	 19 	 HO 	 OH 	 1.5614396233293406e-06 	 1.5614396233293406e-06
20	 2 	 FLi 	 LiF 	 0.008419274683664667 	 0.008419274683664667
20	 15 	 CH3 	 CH3 	 6.531707641969153e-06 	 6.531707641969153e-06
20	 8 	 HLi 	 LiH 	 1.668168913412634e-05 	 1.668168913412634e-05
20	 23 	 HF2 	 HF2 	 0.002088246876629577 	 0.002088246876629577
20	 1 	 N2 	 N2 	 1.4868744800164316e-05 	 1.4868744800164316e-05
20	 13 	 O3 	 O3 	 0.003056250644962695 	 0.003056250644962695
20	 9 	 Na2 	 Na2 	 9.309946283725915e-08 	 9.309946283725915e-08
20	 10 	 NO 	 NO 	 6.159463056601128e-05 	 6.159463056601128e-05
20	 0 	 H2 	 H2 	 1.6899719921404638e-05 	 1.6899719921404638e-05
20	 25 	 Li 	 Li 	 1.768959831237344e-05 	 1.768959831237344e-05
20	 24 	 C 	 C 	 9.44347048703384e-08 	 9.44347048703384e-08
20	 12 	 HN 	 NH 	 0.0006646860509976616 	 0.0006646860509976616
21	 17 	 H2O 	 OH2 	 0.00012360708307683352 	 0.00012360708307683352
21	 2 	 FLi 	 LiF 	 0.008377986615864065 	 0.008377986615864065
21	 21 	 HN2O 	 HON2 	 0.0035682975682497877 	 0.0035682975682497877
21	 25 	 Li 	 Li 	 1.5359210373960595e-05 	 1.5359210373960595e-05
21	 13 	 O3 	 O3 	 0.0030512858841771563 	 0.0030512858841771563
21	 1 	 N2 	 N2 	 1.383062979165435e-05 	 1.383062979165435e-05
21	 7 	 CO 	 OC 	 0.0006083475848969346 	 0.0006083475848969346
21	 24 	 C 	 C 	 1.079216374612392e-07 	 1.079216374612392e-07
21	 3 	 CHN 	 CNH 	 0.005949527661498423 	 0.005949527661498423
21	 19 	 HO 	 OH 	 1.571001029463747e-06 	 1.571001029463747e-06
21	 9 	 Na2 	 Na2 	 8.765842652310603e-08 	 8.765842652310603e-08
21	 10 	 NO 	 NO 	 6.218507094729725e-05 	 6.218507094729725e-05
21	 4 	 CO2 	 CO2 	 0.00966460499550443 	 0.00966460499550443
21	 12 	 HN 	 NH 	 0.0006707599049060457 	 0.0006707599049060457
21	 0 	 H2 	 H2 	 1.6600828331756946e-05 	 1.6600828331756946e-05
21	 14 	 N2O 	 N2O 	 0.002463287859347819 	 0.002463287859347819
21	 8 	 HLi 	 LiH 	 1.567836578291026e-05 	 1.567836578291026e-05
21	 15 	 CH3 	 CH3 	 5.227124900930786e-06 	 5.227124900930786e-06
21	 20 	 CH 	 CH 	 7.770409450644908e-06 	 7.770409450644908e-06
21	 22 	 CH4O 	 CH4O 	 0.0002493727494190795 	 0.0002493727494190795
21	 6 	 C2H2 	 C2H2 	 0.00032156947491878806 	 0.00032156947491878806
21	 23 	 HF2 	 HF2 	 0.0021379961656201882 	 0.0021379961656201882
21	 18 	 H3N 	 NH3 	 0.0003178842408354139 	 0.0003178842408354139
21	 5 	 F2 	 F2 	 0.00010733120298669552 	 0.00010733120298669552
21	 11 	 NO2 	 NO2 	 0.003942544959234182 	 0.003942544959234182
21	 16 	 CH2 	 CH2 	 0.002804338420921755 	 0.002804338420921755
22	 24 	 C 	 C 	 1.1816225925252607e-08 	 1.1816225925252607e-08
22	 1 	 N2 	 N2 	 1.0129314644634333e-05 	 1.0129314644634333e-05
22	 25 	 Li 	 Li 	 1.858881019362052e-05 	 1.858881019362052e-05
22	 18 	 H3N 	 NH3 	 0.0003168642416274017 	 0.0003168642416274017
22	 0 	 H2 	 H2 	 1.770746717851514e-05 	 1.770746717851514e-05
22	 5 	 F2 	 F2 	 0.00010927864977423388 	 0.00010927864977423388
22	 6 	 C2H2 	 C2H2 	 0.00030477739479853615 	 0.00030477739479853615
22	 14 	 N2O 	 N2O 	 0.002652856020580749 	 0.002652856020580749
22	 4 	 CO2 	 CO2 	 0.009262526742719372 	 0.009262526742719372
22	 20 	 CH 	 CH 	 7.791439349638143e-06 	 7.791439349638143e-06
22	 12 	 HN 	 NH 	 0.0007058198489869592 	 0.0007058198489869592
22	 17 	 H2O 	 OH2 	 0.00010905208113279972 	 0.00010905208113279972
22	 15 	 CH3 	 CH3 	 5.063750880113569e-06 	 5.063750880113569e-06
22	 11 	 NO2 	 NO2 	 0.00419211980412557 	 0.00419211980412557
22	 21 	 HN2O 	 HON2 	 0.0038811117002121617 	 0.0038811117002121617
22	 8 	 HLi 	 LiH 	 1.7438116308160912e-05 	 1.7438116308160912e-05
22	 22 	 CH4O 	 CH4O 	 0.000262303914160915 	 0.000262303914160915
22	 3 	 CHN 	 CNH 	 0.005761746830956448 	 0.005761746830956448
22	 13 	 O3 	 O3 	 0.003670770030693163 	 0.003670770030693163
22	 2 	 FLi 	 LiF 	 0.008172175048454751 	 0.008172175048454751
22	 9 	 Na2 	 Na2 	 1.758112718149733e-07 	 1.758112718149733e-07
22	 23 	 HF2 	 HF2 	 0.0022035672564503306 	 0.0022035672564503306
22	 7 	 CO 	 OC 	 0.0005269014529347418 	 0.0005269014529347418
22	 16 	 CH2 	 CH2 	 0.0028275594011547053 	 0.0028275594011547053
22	 10 	 NO 	 NO 	 8.725987401230005e-05 	 8.725987401230005e-05
22	 19 	 HO 	 OH 	 1.5186587441684584e-06 	 1.5186587441684584e-06
23	 17 	 H2O 	 OH2 	 0.00010156245523145435 	 0.00010156245523145435
23	 20 	 CH 	 CH 	 7.739789264005809e-06 	 7.739789264005809e-06
23	 13 	 O3 	 O3 	 0.0037613533242480102 	 0.0037613533242480102
23	 4 	 CO2 	 CO2 	 0.00873818553107642 	 0.00873818553107642
23	 6 	 C2H2 	 C2H2 	 0.00026527734366947316 	 0.00026527734366947316
23	 1 	 N2 	 N2 	 4.773881704462193e-06 	 4.773881704462193e-06
23	 2 	 FLi 	 LiF 	 0.008078948603017038 	 0.008078948603017038
23	 15 	 CH3 	 CH3 	 4.657280001353148e-06 	 4.657280001353148e-06
23	 12 	 HN 	 NH 	 0.0007643404171231441 	 0.0007643404171231441
23	 3 	 CHN 	 CNH 	 0.0056302183486933634 	 0.0056302183486933634
23	 7 	 CO 	 OC 	 0.00048815038868955403 	 0.00048815038868955403
23	 14 	 N2O 	 N2O 	 0.0033018625318229178 	 0.0033018625318229178
23	 24 	 C 	 C 	 1.1501314888855125e-06 	 1.1501314888855125e-06
23	 8 	 HLi 	 LiH 	 1.73406748082685e-05 	 1.73406748082685e-05
23	 25 	 Li 	 Li 	 2.1853208129808163e-05 	 2.1853208129808163e-05
23	 16 	 CH2 	 CH2 	 0.002853131381700472 	 0.002853131381700472
23	 21 	 HN2O 	 HON2 	 0.004216769406444101 	 0.004216769406444101
23	 10 	 NO 	 NO 	 0.00010721887816934044 	 0.00010721887816934044
23	 9 	 Na2 	 Na2 	 2.2095304634386532e-07 	 2.2095304634386532e-07
23	 11 	 NO2 	 NO2 	 0.004865387160537504 	 0.004865387160537504
23	 23 	 HF2 	 HF2 	 0.002279778640474977 	 0.002279778640474977
23	 19 	 HO 	 OH 	 1.4576728554410716e-06 	 1.4576728554410716e-06
23	 22 	 CH4O 	 CH4O 	 0.0002782607331595756 	 0.0002782607331595756
23	 0 	 H2 	 H2 	 1.61940570891381e-05 	 1.61940570891381e-05
23	 18 	 H3N 	 NH3 	 0.0003025118139145271 	 0.0003025118139145271
23	 5 	 F2 	 F2 	 0.00014029769667292963 	 0.00014029769667292963
24	 8 	 HLi 	 LiH 	 1.6829110924779478e-05 	 1.6829110924779478e-05
24	 19 	 HO 	 OH 	 1.5224412031712007e-06 	 1.5224412031712007e-06
24	 25 	 Li 	 Li 	 2.2209054448129118e-05 	 2.2209054448129118e-05
24	 21 	 HN2O 	 HON2 	 0.004189924894881908 	 0.004189924894881908
24	 17 	 H2O 	 OH2 	 9.155597054940885e-05 	 9.155597054940885e-05
24	 3 	 CHN 	 CNH 	 0.00557268082898817 	 0.00557268082898817
24	 5 	 F2 	 F2 	 0.00013815798119075102 	 0.00013815798119075102
24	 23 	 HF2 	 HF2 	 0.0022771766710527777 	 0.0022771766710527777
24	 11 	 NO2 	 NO2 	 0.004755833617555062 	 0.004755833617555062
24	 24 	 C 	 C 	 1.2113168093369764e-06 	 1.2113168093369764e-06
24	 12 	 HN 	 NH 	 0.0007830205485889471 	 0.0007830205485889471
24	 14 	 N2O 	 N2O 	 0.003294687416203613 	 0.003294687416203613
24	 0 	 H2 	 H2 	 1.502240963295471e-05 	 1.502240963295471e-05
24	 6 	 C2H2 	 C2H2 	 0.0002318490111180397 	 0.0002318490111180397
24	 9 	 Na2 	 Na2 	 1.0044686175007623e-07 	 1.0044686175007623e-07
24	 4 	 CO2 	 CO2 	 0.008366330797025173 	 0.008366330797025173
24	 18 	 H3N 	 NH3 	 0.0003082189326535278 	 0.0003082189326535278
24	 7 	 CO 	 OC 	 0.0004787218783115415 	 0.0004787218783115415
24	 20 	 CH 	 CH 	 7.291471038273244e-06 	 7.291471038273244e-06
24	 16 	 CH2 	 CH2 	 0.0028505558254453872 	 0.0028505558254453872
24	 10 	 NO 	 NO 	 0.0001063074609309166 	 0.0001063074609309166
24	 22 	 CH4O 	 CH4O 	 0.00027931373518096943 	 0.00027931373518096943
24	 1 	 N2 	 N2 	 2.038688634871483e-06 	 2.038688634871483e-06
24	 13 	 O3 	 O3 	 0.004272199911824177 	 0.004272199911824177
24	 2 	 FLi 	 LiF 	 0.007913816300298568 	 0.007913816300298568
24	 15 	 CH3 	 CH3 	 3.667438975903498e-06 	 3.667438975903498e-06
25	 24 	 C 	 C 	 1.8068518521132177e-06 	 1.8068518521132177e-06
25	 8 	 HLi 	 LiH 	 1.613700252938362e-05 	 1.613700252938362e-05
25	 3 	 CHN 	 CNH 	 0.005489214789038117 	 0.005489214789038117
25	 9 	 Na2 	 Na2 	 1.4405292337953666e-07 	 1.4405292337953666e-07
25	 10 	 NO 	 NO 	 0.00011217054952488362 	 0.00011217054952488362
25	 23 	 HF2 	 HF2 	 0.002315503752183538 	 0.002315503752183538
25	 14 	 N2O 	 N2O 	 0.0035259180338500866 	 0.0035259180338500866
25	 21 	 HN2O 	 HON2 	 0.0042872401561895165 	 0.0042872401561895165
25	 1 	 N2 	 N2 	 1.5496508428205898e-06 	 1.5496508428205898e-06
25	 19 	 HO 	 OH 	 1.6652877899756522e-06 	 1.6652877899756522e-06
