#	Epoch	E	E*lambda_E	rho	rho*lambda_rho	ae	ae*lambda_ae	total
0	6.426118652493773	0.06426118652493773	16.495660193318987	329.9132038663797	60.07205701608622	60.07205701608622	84.57138569198325
1	8.010278679445188	0.08010278679445187	16.48341413036413	329.66828260728266	59.97916170122727	59.97916170122727	84.47269010346086
2	8.925994366596607	0.08925994366596607	16.460754269803097	329.2150853960619	59.31087670818471	59.31087670818471	84.12414047404987
3	11.188692551372203	0.11188692551372204	16.443365924405427	328.86731848810854	58.738638669715854	58.738638669715854	83.83625689518554
4	12.017006001448339	0.1201700600144834	16.423716103283336	328.47432206566674	58.077696065766034	58.077696065766034	83.51194828427171
5	14.556976583277986	0.14556976583277986	16.397700731974293	327.9540146394859	57.86206307461934	57.86206307461934	83.28689287986455
6	15.712993159245503	0.15712993159245503	16.37683620097759	327.5367240195518	57.20358669396457	57.20358669396457	82.94487480624748
7	18.075591128063618	0.18075591128063617	16.35232416791228	327.0464833582456	56.66435126534521	56.66435126534521	82.62987264069565
8	20.054612532210644	0.20054612532210644	16.333341045644126	326.6668209128825	56.3285044452014	56.3285044452014	82.38690927489561
9	21.772823296689133	0.21772823296689134	16.30311095496555	326.062219099311	55.74923552266826	55.74923552266826	82.03753560496831
10	23.854300664931614	0.23854300664931616	16.290317625280224	325.8063525056045	55.27361229235458	55.27361229235458	81.783884015308
11	27.59941564024208	0.2759941564024208	16.264302111849435	325.2860422369887	54.838561827936466	54.838561827936466	81.48553135635179
12	30.177883966406636	0.3017788396640664	16.225037671864303	324.50075343728605	54.49833826808354	54.49833826808354	81.14434928067418
13	34.649278357938705	0.34649278357938706	16.211150669719796	324.22301339439593	54.26744873853437	54.26744873853437	80.90288490613882
14	36.815596156391706	0.36815596156391706	16.19151565948128	323.8303131896256	53.630943476019795	53.630943476019795	80.57547563459474
15	41.373236211578714	0.4137323621157871	16.15686740064672	323.1373480129344	53.47197720503158	53.47197720503158	80.27373406533174
16	44.30804997693927	0.44308049976939273	16.135016707905667	322.7003341581133	52.96544665664338	52.96544665664338	79.93085096143545
17	47.958401838648	0.47958401838648	16.10163868114418	322.0327736228836	52.83585234622568	52.83585234622568	79.6009502897372
18	51.923728235487516	0.5192372823548752	16.07123524624467	321.4247049248934	52.546308031215325	52.546308031215325	79.26261426422965
19	57.712910985057235	0.5771291098505723	16.0348218952413	320.696437904826	52.42493492056983	52.42493492056983	78.9271295979067
20	63.57838539043338	0.6357838539043338	16.031610535513323	320.63221071026646	52.08471731536689	52.08471731536689	78.68487724037617
21	65.1675766253098	0.6516757662530981	15.997699361522063	319.95398723044127	51.832965914626676	51.832965914626676	78.33404706529853
22	70.11660887351727	0.7011660887351726	15.979719980140434	319.59439960280866	51.750664724693536	51.750664724693536	78.09444497657215
23	75.00747173117537	0.7500747173117537	15.979237508057732	319.58475016115466	51.88558626471159	51.88558626471159	77.95063798477996
24	74.42293613501553	0.7442293613501554	15.954085321299088	319.08170642598174	51.547362428746304	51.547362428746304	77.68335823799409
25	76.85501451156878	0.7685501451156879	15.920231793156937	318.40463586313876	51.49396749375839	51.49396749375839	77.42461452271063
26	80.01902982279897	0.8001902982279897	15.902138604436587	318.04277208873174	51.516064138541225	51.516064138541225	77.20998996884735
27	83.40326535306346	0.8340326535306346	15.877783633493001	317.55567266986003	51.4754504695498	51.4754504695498	76.99466281089089
