#	Epoch	E	rho	ae	total
0	0.04731358998590023	63.441338769767064	76.41831303848672	55.86898347606503
1	0.038624815729334426	63.3004152992828	76.25776378233641	55.75051197104296
2	0.03146464929697467	62.69709200471779	75.50222967195533	55.19908162665649
3	0.03421423860699514	62.28607519234714	75.04532065508164	54.86342037886167
4	0.03383141153005513	62.25430005434707	74.72727299931884	54.64409405563248
5	0.03251936991344762	62.16144469528971	74.23563532668396	54.30260387357535
6	0.03307703819569098	61.98959744157054	73.9013659883981	54.06432156301936
7	0.03221153435021713	61.86869741396637	73.38717276777328	53.7059503938164
8	0.03439376641357933	61.708448758727954	73.08762325862342	53.49219814444417
9	0.0335701483255587	61.52186479279867	72.52653250519049	53.09810398195266
10	0.03398886381872744	61.48491800098541	72.18481089329458	52.86264033526998
11	0.03623886898473311	61.300052819075425	71.80188593711046	52.59060335655517
12	0.03671126881944374	61.12838518586885	71.43054775712383	52.32714708388759
13	0.03572807353401082	61.07124004778511	70.97276391743598	52.01133603948859
14	0.03564156664329903	60.995125956972544	70.54003842015211	51.71166030800882
15	0.037561860535024846	60.8674689494865	70.2122798563976	51.480730856011235
16	0.04002331243554898	60.777099587255194	69.88917373176801	51.25525612774181
17	0.03921834476097457	60.686144850051775	69.47712875924908	50.968911377518054
18	0.03955299297399534	60.81943898193944	69.0957872024722	50.717063759585635
19	0.041308858372375	60.63827962549993	68.79171343513738	50.49921394087286
20	0.04177355455313223	60.49005879121835	68.36959396450263	50.20286399250275
