#	Epoch	E	rho	ae	total
0	0.010431272808924164	62.9470546396405	58.072300451181675	42.60186667638641
1	0.013246773422426519	62.753060776189784	58.03012170545998	42.540366861189305
2	0.011248042366542161	62.51826386422189	57.67117488928025	42.27843920274762
3	0.010996171879908218	62.426343371990896	57.31570135210144	42.02886988506966
4	0.011620589020958036	62.24352386982743	56.992239240671445	41.78489972407634
5	0.010334565066810433	62.05771959468144	56.73421943967295	41.59348771929508
6	0.010426517687936952	61.91824328371419	56.33550388050186	41.30544584191409
7	0.010620224497436832	61.83418209817762	56.18400556281221	41.18667387089167
8	0.012047645357740009	61.57422502922603	55.81214630256952	40.90486117373836
9	0.013839307865750994	61.32509483251202	55.532614690588886	40.68803191775606
10	0.013320742138515855	61.21637324139477	55.19447723632778	40.44317425179361
11	0.01258027287187093	61.114085756036516	54.92741466754039	40.250871178851256
12	0.011577068694689335	61.02522973356565	54.5970066116936	40.016996573307964
13	0.011314289002360072	60.878135850182744	54.31025758083996	39.806341101312704
14	0.012004085703646398	60.72341109105043	54.036268398472004	39.60032654421949
15	0.012568271905702215	60.57906287916471	53.88086254149945	39.47256294652839
16	0.014682827567516848	60.365869637191764	53.603155332430276	39.255984617230155
17	0.013814786432496427	60.24394715544757	53.2818090415109	39.02479769588598
18	0.013831091143441079	60.16179246677096	53.019555090663836	38.834791307466496
19	0.01488486749926017	60.077571335126706	52.88273598180493	38.722816610003576
20	0.015224650950806598	59.864785287234184	52.560431135196744	38.48223157259298
21	0.01436348903641422	59.81594052722325	52.27593333877464	38.281945125832934
22	0.014857737970214769	59.76066678749011	52.06590274577087	38.1276067916339
23	0.015451375431704923	59.598085272846355	51.76937716569219	37.906294909307064
24	0.014791444785143557	59.555314827282686	51.59798947231476	37.778540419260445
25	0.015112457865856894	59.44664633445587	51.32421707629161	37.577270450759414
26	0.015402476547817203	59.34301801310205	51.07739347242486	37.395495535567534
27	0.017238166276949348	59.26293909617471	51.02244717560013	37.33614939980013
28	0.016532579716886098	59.21238489462937	50.623147527689994	37.05685113878539
29	0.014691517482280264	59.148953346962216	50.367297836577265	36.882274890024654
30	0.016659813045072806	59.06117471213748	50.15529234613136	36.7240917574636
31	0.018020663249731325	58.91027155141381	49.976160724466176	36.57166873966098
32	0.017943058768409802	58.8398380096653	49.72732795016227	36.392047558626686
33	0.018141626731981268	58.7573524725732	49.51151870219117	36.22977632192604
34	0.017814945290785276	58.70258305089262	49.268690970631596	36.0583123830965
35	0.017599138448731	58.64505783636088	49.029925732478716	35.885632700145365
36	0.01761702741731841	58.62869926476453	48.83613982862357	35.74625647852242
37	0.01647932617384505	58.6684671404765	48.607848710386584	35.59122669254313
38	0.017546516081730808	58.54080757608798	48.4115508333012	35.43550799808071
39	0.017978727543945115	58.49441210391699	48.185649243040515	35.272668848377364
40	0.020041184963360683	58.39997724733987	48.044397973552066	35.155575830694055
41	0.020150586773446114	58.33703260326896	47.81677340230422	34.981120888597665
42	0.018328994699969993	58.385175740954736	47.53789595690629	34.79800835430476
43	0.01978984479565845	58.26966664911667	47.371899829343796	34.66219234176165
44	0.020122773326138554	58.18353689978646	47.16453697246452	34.5024529240032
