0	N2	N2	rho	0.00029115475163041726	
0	N	N	E	2.0285779679543792e-08	
0	FLi	LiF	rho	0.0010747688221280187	
0	F	F	E	1.4858610501321702e-10	
0	Li	Li	E	2.3155584279906476e-10	
0	CHN	CNH	rho	0.0007212620841887937	
0	C	C	E	2.521247311441334e-08	
0	H	H	E	1.947868998048331e-10	
0	N	N	E	2.0089253893640935e-08	
0	H2	H2	rho	3.90022261939284e-05	
0	H	H	E	9.441911716561342e-11	
0	N	N	E	2.0113029057738873e-08	
0	H	H	E	2.1065957751161683e-10	
0	C	C	E	2.485960949278035e-08	
0	Li	Li	E	2.330419623250953e-10	
0	F	F	E	2.3164620793102514e-10	
1	C	C	E	2.4762259962949016e-08	
1	N	N	E	1.0582229890254513e-08	
1	N2	N2	rho	0.00029309493921684577	
1	N	N	E	3.947208321863997e-09	
1	F	F	E	5.134351334800661e-08	
1	Li	Li	E	1.8320241794583324e-09	
1	FLi	LiF	rho	0.0010862552658564614	
1	F	F	E	3.0627100203014507e-08	
1	Li	Li	E	1.5264712408584478e-09	
1	CHN	CNH	rho	0.0007227832288097271	
1	C	C	E	6.912029176364434e-09	
1	H	H	E	2.443653007006986e-10	
1	N	N	E	2.9647647960529157e-09	
1	H2	H2	rho	4.014729522246188e-05	
1	H	H	E	1.0100269405945707e-10	
1	H	H	E	2.7398364919580714e-10	
2	H2	H2	rho	4.002981564354421e-05	
2	H	H	E	2.1007708909224597e-10	
2	CHN	CNH	rho	0.0007187515736961296	
2	C	C	E	9.927044714305721e-09	
2	H	H	E	2.258082500514801e-10	
2	N	N	E	5.8701355706647104e-09	
2	H	H	E	9.364646927064113e-11	
2	N	N	E	8.366533315429016e-09	
2	C	C	E	1.2245617847956896e-08	
2	Li	Li	E	1.120238786221948e-09	
2	F	F	E	7.4267658089284385e-09	
2	FLi	LiF	rho	0.0010778442547194316	
2	F	F	E	5.939595653172945e-09	
2	Li	Li	E	1.0803151923089098e-09	
2	N2	N2	rho	0.00028931407916111835	
2	N	N	E	1.243744172228828e-08	
3	H2	H2	rho	3.96906307775366e-05	
3	H	H	E	2.2665492681658122e-10	
3	FLi	LiF	rho	0.0010772024416169706	
3	F	F	E	4.962222455164784e-09	
3	Li	Li	E	1.0375501964444999e-09	
3	H	H	E	1.6341853789671364e-10	
3	N	N	E	1.1939333120892785e-08	
3	C	C	E	1.4810336076158702e-08	
3	N2	N2	rho	0.0002878949167738914	
3	N	N	E	1.0950697407304287e-08	
3	CHN	CNH	rho	0.0007036494612081664	
3	C	C	E	1.4033582748377087e-08	
3	H	H	E	1.2606063216209127e-10	
3	N	N	E	1.0530759652838414e-08	
3	Li	Li	E	1.0934705666127961e-09	
3	F	F	E	7.522729118471584e-09	
4	H	H	E	1.1897838240176395e-10	
4	C	C	E	1.5965270866289068e-08	
4	F	F	E	5.206001238222527e-09	
4	H2	H2	rho	3.9546531439544597e-05	
4	H	H	E	1.4233130512994768e-10	
4	N2	N2	rho	0.0002864028361425389	
4	N	N	E	1.501680961072359e-08	
4	FLi	LiF	rho	0.0010752815771611244	
4	F	F	E	3.1328723643238194e-09	
4	Li	Li	E	9.666048077035798e-10	
4	CHN	CNH	rho	0.0006945763840929249	
4	C	C	E	1.7906427992502e-08	
4	H	H	E	1.0886975969330268e-10	
4	N	N	E	1.4651851913371762e-08	
4	N	N	E	1.6569255941187574e-08	
4	Li	Li	E	9.055914322314185e-10	
5	H	H	E	2.289049101530858e-10	
5	Li	Li	E	9.013663598913654e-10	
5	N2	N2	rho	0.0002849315386593492	
5	N	N	E	1.646600715335405e-08	
5	CHN	CNH	rho	0.0006852182660860187	
5	C	C	E	2.076612070475575e-08	
5	H	H	E	2.1408471733758794e-10	
5	N	N	E	1.809721144105766e-08	
5	C	C	E	2.2767243454122457e-08	
5	FLi	LiF	rho	0.0010718182922341275	
5	F	F	E	3.406862263656876e-10	
5	Li	Li	E	8.591736491298266e-10	
5	N	N	E	2.0219767556421614e-08	
5	H2	H2	rho	3.932164099057932e-05	
5	H	H	E	1.9242759736181982e-10	
5	F	F	E	3.1508327612733563e-10	
6	FLi	LiF	rho	0.001071504282461878	
6	F	F	E	2.4701677126884773e-10	
6	Li	Li	E	9.547565773454395e-10	
6	N2	N2	rho	0.0002833224610368602	
6	N	N	E	1.8943911062118613e-08	
6	C	C	E	2.16975144543226e-08	
6	H2	H2	rho	3.940535757561729e-05	
6	H	H	E	2.2764804646650012e-10	
6	Li	Li	E	1.0627118932103896e-09	
6	H	H	E	1.236261473737965e-10	
6	CHN	CNH	rho	0.0006726861855399865	
6	C	C	E	2.0467598655066918e-08	
6	H	H	E	3.0268971426341354e-10	
6	N	N	E	1.82877377804596e-08	
6	N	N	E	1.7175190520928863e-08	
6	F	F	E	1.2989745166654027e-09	
7	N2	N2	rho	0.00028189968580666385	
7	N	N	E	1.8011008721152143e-08	
7	H	H	E	3.027865179800633e-10	
7	CHN	CNH	rho	0.0006699530263806978	
