#	Epoch	E	rho	ae	total
0	0.011150726979323306	68.73763135836242	65.65216013637625	48.90151937716576
1	0.012252752650494443	68.99727416685863	65.63864644904501	48.910757088282224
2	0.00849465324775867	68.73361983807445	65.35708852159637	48.70315442274268
3	0.009273427715739462	68.45010267627337	64.96169544501869	48.41787237179531
4	0.010038308047662014	68.24477723339604	64.5792652479464	48.14684109811304
5	0.010612784588309738	68.00800178361489	64.34457296820213	47.97267674082639
6	0.010582447529307426	67.77279504367421	63.97750407430521	47.70984489610122
7	0.0109130369111603	67.68265241762406	63.672664909275646	47.49908535620616
8	0.011804044344270986	67.45834564306348	63.33677070830335	47.25800054244081
9	0.010842969568368799	67.2422019056763	62.94193726816879	46.977986082740294
10	0.010814854085275561	67.22554319013979	62.72830353923471	46.83369952739735
11	0.011045799873196297	67.01676546951633	62.28850251094835	46.52422289729836
12	0.010930678539708971	66.84653155886693	62.026035451677586	46.33626467435896
13	0.011612199815626523	66.8033135080712	61.88847966166171	46.2411026741069
14	0.012722074651913154	66.55003924981024	61.420045457105694	45.90939515287012
15	0.012132509292927354	66.43261043538348	61.081559614220566	45.674476118439884
16	0.01153020371035755	66.36182094444352	60.84101365275107	45.50848634771323
17	0.011988937395081977	66.24217363837856	60.641767668754106	45.36659172645016
18	0.012306197950378572	66.0676300728342	60.37237501348486	45.17381502383066
19	0.012882871494091655	65.94762921832134	60.03875035276006	44.94215013519242
20	0.01299389664248828	65.80588757004628	59.70329313995658	44.707708864991815
21	0.012821995980557173	65.75147812373844	59.54123571731094	44.59550044010165
