0	CHN	CNH	rho	0.0007210442339213387	
0	C	C	E	1.6576923759694287e-08	
0	H	H	E	2.2916887180024931e-10	
0	N	N	E	1.844336090899408e-08	
0	N2	N2	rho	0.0002911601890603977	
0	N	N	E	2.0743046793019516e-08	
0	O	O	E	1.171617965111687e-08	
0	C	C	E	1.650569194038832e-08	
0	F	F	E	1.2100570399665602e-10	
0	H2	H2	rho	3.900223206376762e-05	
0	H	H	E	1.3224198217032325e-10	
0	N	N	E	1.9874089139580533e-08	
0	Li	Li	E	2.3704843011581626e-10	
0	FLi	LiF	rho	0.0010748435383778618	
0	F	F	E	2.236043656302009e-10	
0	Li	Li	E	2.379143087085579e-10	
0	CO2	CO2	rho	0.0003982599392079227	
0	C	C	E	1.6212457018581884e-08	
0	O	O	E	1.1887108559256389e-08	
0	H	H	E	2.2579954160113446e-10	
1	C	C	E	1.622338688023773e-08	
1	O	O	E	1.6826001643284763e-09	
1	CO2	CO2	rho	0.00039901180524214684	
1	C	C	E	4.223326700481728e-09	
1	O	O	E	1.0357643806499293e-09	
1	CHN	CNH	rho	0.0007244330658584335	
1	C	C	E	5.189428805689422e-09	
1	H	H	E	1.641587610041173e-10	
1	N	N	E	3.8481366046085694e-09	
1	H	H	E	1.8821004643146317e-10	
1	N2	N2	rho	0.0002916400384189062	
1	N	N	E	6.7320835741937935e-09	
1	FLi	LiF	rho	0.0010867638779995636	
1	F	F	E	1.4843365982289484e-08	
1	Li	Li	E	6.23606070170147e-10	
1	Li	Li	E	5.127818656590127e-10	
1	N	N	E	9.159647878529792e-09	
1	F	F	E	1.260170127020315e-08	
1	H2	H2	rho	3.919532916822883e-05	
1	H	H	E	2.565728795419264e-10	
2	H	H	E	2.223688758904366e-10	
2	C	C	E	1.1595297698855643e-08	
2	O	O	E	2.662267985670752e-09	
2	H2	H2	rho	3.893219815315379e-05	
2	H	H	E	1.678805891868666e-10	
2	F	F	E	8.844480024703306e-09	
2	CO2	CO2	rho	0.000394131206190483	
2	C	C	E	1.3017479776137597e-08	
2	O	O	E	2.7607489438628353e-09	
2	CHN	CNH	rho	0.0007099227002648379	
2	C	C	E	1.496631226613361e-08	
2	H	H	E	8.842821652384028e-11	
2	N	N	E	1.4176587636871994e-08	
2	FLi	LiF	rho	0.0010868927142359199	
2	F	F	E	4.487947597158639e-09	
2	Li	Li	E	1.9960994089755517e-11	
2	Li	Li	E	6.234241961377541e-12	
2	N2	N2	rho	0.0002875560719092065	
2	N	N	E	1.999972023307074e-08	
2	N	N	E	2.111097683683446e-08	
3	H2	H2	rho	3.80156713868134e-05	
3	H	H	E	1.4070640882010736e-10	
3	N2	N2	rho	0.00028672051987092	
3	N	N	E	2.317224660655562e-08	
3	O	O	E	1.1573322621701369e-08	
3	C	C	E	2.2576610450412336e-08	
3	N	N	E	2.5192848026278182e-08	
3	CHN	CNH	rho	0.0006989653412066296	
3	C	C	E	2.3630279587209697e-08	
3	H	H	E	3.2123018704941776e-10	
3	N	N	E	2.2606672882143452e-08	
3	CO2	CO2	rho	0.0003902704014052468	
3	C	C	E	2.388038284441976e-08	
3	O	O	E	1.2025844185042556e-08	
3	H	H	E	1.1035167072064909e-10	
3	Li	Li	E	2.840739049138369e-10	
3	FLi	LiF	rho	0.0010872627941270552	
3	F	F	E	2.8448012375002517e-10	
3	Li	Li	E	3.872930042668471e-10	
3	F	F	E	3.161980637184382e-10	
4	Li	Li	E	5.394674544708217e-10	
4	CHN	CNH	rho	0.0006891894475640654	
4	C	C	E	3.122180760254953e-08	
4	H	H	E	2.8330869262891304e-10	
4	N	N	E	3.196552896010276e-08	
4	C	C	E	3.2184045328312005e-08	
4	H	H	E	1.7675494749519398e-10	
4	FLi	LiF	rho	0.001087412152729553	
4	F	F	E	1.2035491965201227e-09	
4	Li	Li	E	8.440310937399756e-10	
4	H2	H2	rho	3.684755019279161e-05	
4	H	H	E	1.4147536673237298e-10	
4	O	O	E	2.686695491612671e-08	
4	F	F	E	1.1053605962166702e-09	
4	N2	N2	rho	0.00028258229694028006	
4	N	N	E	3.7021703624414286e-08	
4	CO2	CO2	rho	0.00038578126897794866	
4	C	C	E	3.5545917388484583e-08	
4	O	O	E	2.5178654435161723e-08	
4	N	N	E	3.890563141033399e-08	
5	F	F	E	1.2960811428284947e-09	
5	Li	Li	E	1.4198033970035116e-09	
5	C	C	E	3.9602937013160566e-08	
5	N2	N2	rho	0.0002811584710845144	
5	N	N	E	4.0039456999288415e-08	
5	FLi	LiF	rho	0.0010926033716680131	
5	F	F	E	7.804928070920536e-10	
5	Li	Li	E	1.7205183455451035e-09	
5	N	N	E	4.0319954954739994e-08	
5	CHN	CNH	rho	0.0006730871357108404	
5	C	C	E	3.851602885289506e-08	
